account_id,customer_id,product_id,account_type,open_date,status
ACC0004546,CUST002935,PRD01,Checking Account,2024-04-17,Closed
ACC0004547,CUST002935,PRD02,Savings Account,2023-08-01,Closed
ACC0004548,CUST002936,PRD01,Checking Account,2022-08-19,Open
ACC0004549,CUST002937,PRD01,Checking Account,2024-11-06,Open
ACC0004550,CUST002937,PRD02,Savings Account,2023-11-24,Open
ACC0004551,CUST002938,PRD01,Checking Account,2024-04-28,Open
ACC0004552,CUST002938,PRD02,Savings Account,2024-04-01,Open
ACC0004553,CUST002939,PRD01,Checking Account,2021-12-21,Open
ACC0004554,CUST002940,PRD01,Checking Account,2017-08-24,Open
ACC0004555,CUST002940,PRD02,Savings Account,2019-06-30,Open
ACC0004556,CUST002941,PRD01,Checking Account,2024-08-12,Closed
ACC0004557,CUST002942,PRD01,Checking Account,2023-10-22,Open
ACC0004558,CUST002943,PRD01,Checking Account,2024-12-27,Open
ACC0004559,CUST002944,PRD01,Checking Account,2024-02-25,Open
ACC0004560,CUST002945,PRD01,Checking Account,2017-05-26,Open
ACC0004561,CUST002945,PRD02,Savings Account,2022-11-28,Open
ACC0004562,CUST002946,PRD01,Checking Account,2020-05-19,Open
ACC0004563,CUST002947,PRD01,Checking Account,2024-11-07,Open
ACC0004564,CUST002948,PRD01,Checking Account,2020-11-19,Open
ACC0004565,CUST002949,PRD01,Checking Account,2024-07-22,Open
ACC0004566,CUST002949,PRD09,Term Deposit,2024-08-03,Open
ACC0004567,CUST002950,PRD01,Checking Account,2024-02-10,Open
ACC0004568,CUST002950,PRD09,Term Deposit,2024-10-14,Open
ACC0004569,CUST002951,PRD01,Checking Account,2023-12-27,Open
ACC0004570,CUST002951,PRD09,Term Deposit,2024-03-29,Open
ACC0004571,CUST002952,PRD01,Checking Account,2021-02-18,Open
ACC0004572,CUST002952,PRD02,Savings Account,2023-09-16,Open
ACC0004573,CUST002953,PRD09,Term Deposit,2024-10-30,Open
ACC0004574,CUST002953,PRD01,Checking Account,2024-06-15,Open
ACC0004575,CUST002954,PRD01,Checking Account,2023-06-15,Open
ACC0004576,CUST002955,PRD01,Checking Account,2024-09-06,Open
ACC0004577,CUST002955,PRD02,Savings Account,2019-09-14,Open
ACC0004578,CUST002956,PRD01,Checking Account,2024-08-20,Open
ACC0004579,CUST002956,PRD02,Savings Account,2023-08-31,Open
ACC0004580,CUST002957,PRD01,Checking Account,2024-05-12,Open
ACC0004581,CUST002957,PRD02,Savings Account,2024-03-13,Open
ACC0004582,CUST002958,PRD01,Checking Account,2023-10-01,Open
ACC0004583,CUST002959,PRD01,Checking Account,2023-05-29,Open
ACC0004584,CUST002960,PRD01,Checking Account,2023-08-31,Closed
ACC0004585,CUST002961,PRD01,Checking Account,2024-01-26,Open
ACC0004586,CUST002962,PRD01,Checking Account,2024-03-18,Closed
ACC0004587,CUST002963,PRD01,Checking Account,2022-02-21,Open
ACC0004588,CUST002964,PRD09,Term Deposit,2021-11-30,Open
ACC0004589,CUST002964,PRD01,Checking Account,2024-10-16,Open
ACC0004590,CUST002965,PRD01,Checking Account,2024-01-09,Open
ACC0004591,CUST002966,PRD01,Checking Account,2021-03-15,Open
ACC0004592,CUST002966,PRD02,Savings Account,2022-12-10,Open
ACC0004593,CUST002967,PRD01,Checking Account,2024-02-26,Open
ACC0004594,CUST002968,PRD01,Checking Account,2023-03-16,Open
ACC0004595,CUST002969,PRD01,Checking Account,2020-09-18,Open
ACC0004596,CUST002969,PRD02,Savings Account,2024-05-06,Open
ACC0004597,CUST002970,PRD09,Term Deposit,2021-09-12,Open
ACC0004598,CUST002970,PRD01,Checking Account,2019-02-03,Open
ACC0004599,CUST002970,PRD02,Savings Account,2023-02-10,Open
ACC0004600,CUST002971,PRD01,Checking Account,2021-09-17,Open
ACC0004601,CUST002971,PRD02,Savings Account,2018-01-02,Open
ACC0004602,CUST002972,PRD01,Checking Account,2020-12-30,Open
ACC0004603,CUST002972,PRD02,Savings Account,2018-01-04,Open
ACC0004604,CUST002973,PRD01,Checking Account,2022-10-05,Open
ACC0004605,CUST002974,PRD01,Checking Account,2018-05-19,Open
ACC0004606,CUST002974,PRD02,Savings Account,2020-06-08,Open
ACC0004607,CUST002975,PRD01,Checking Account,2023-12-15,Open
ACC0004608,CUST002976,PRD01,Checking Account,2020-10-15,Open
ACC0004609,CUST002976,PRD02,Savings Account,2024-07-14,Open
ACC0004610,CUST002977,PRD01,Checking Account,2024-06-08,Closed
ACC0004611,CUST002978,PRD01,Checking Account,2024-04-13,Closed
ACC0004612,CUST002978,PRD02,Savings Account,2022-08-29,Closed
ACC0004613,CUST002979,PRD01,Checking Account,2024-12-24,Open
ACC0004614,CUST002979,PRD02,Savings Account,2024-06-23,Open
ACC0004615,CUST002980,PRD01,Checking Account,2019-01-30,Closed
ACC0004616,CUST002981,PRD01,Checking Account,2022-12-31,Open
ACC0004617,CUST002981,PRD02,Savings Account,2024-02-06,Open
ACC0004618,CUST002982,PRD01,Checking Account,2023-02-22,Open
ACC0004619,CUST002982,PRD02,Savings Account,2020-04-29,Open
ACC0004620,CUST002983,PRD01,Checking Account,2024-11-08,Open
ACC0004621,CUST002984,PRD01,Checking Account,2023-12-24,Open
ACC0004622,CUST002985,PRD01,Checking Account,2024-12-03,Open
ACC0004623,CUST002985,PRD09,Term Deposit,2016-12-27,Open
ACC0004624,CUST002986,PRD01,Checking Account,2022-12-06,Open
ACC0004625,CUST002986,PRD02,Savings Account,2020-01-25,Open
ACC0004626,CUST002987,PRD01,Checking Account,2023-10-10,Open
ACC0004627,CUST002988,PRD01,Checking Account,2024-06-05,Open
ACC0004628,CUST002988,PRD02,Savings Account,2024-06-28,Open
ACC0004629,CUST002989,PRD01,Checking Account,2019-05-12,Open
ACC0004630,CUST002990,PRD01,Checking Account,2016-05-06,Open
ACC0004631,CUST002990,PRD02,Savings Account,2022-06-19,Open
ACC0004632,CUST002991,PRD01,Checking Account,2024-09-25,Closed
ACC0004633,CUST002991,PRD02,Savings Account,2023-09-15,Closed
ACC0004634,CUST002992,PRD01,Checking Account,2021-01-15,Open
ACC0004635,CUST002993,PRD01,Checking Account,2024-12-17,Open
ACC0004636,CUST002993,PRD02,Savings Account,2024-05-27,Open
ACC0004637,CUST002994,PRD01,Checking Account,2023-07-17,Closed
ACC0004638,CUST002994,PRD02,Savings Account,2021-07-21,Closed
ACC0004639,CUST002995,PRD01,Checking Account,2021-11-17,Open
ACC0004640,CUST002995,PRD02,Savings Account,2022-10-19,Open
ACC0004641,CUST002996,PRD01,Checking Account,2023-12-17,Closed
ACC0004642,CUST002997,PRD01,Checking Account,2023-05-21,Open
ACC0004643,CUST002998,PRD09,Term Deposit,2022-12-25,Open
ACC0004644,CUST002998,PRD01,Checking Account,2022-06-02,Open
ACC0004645,CUST002999,PRD01,Checking Account,2019-01-20,Open
ACC0004646,CUST002999,PRD09,Term Deposit,2020-09-15,Open
ACC0004647,CUST003000,PRD01,Checking Account,2024-11-09,Open
ACC0004648,CUST003001,PRD01,Checking Account,2019-06-18,Open
ACC0004649,CUST003002,PRD01,Checking Account,2022-09-16,Open
ACC0004650,CUST003003,PRD01,Checking Account,2024-01-17,Open
ACC0004651,CUST003004,PRD01,Checking Account,2021-11-24,Open
ACC0004652,CUST003005,PRD01,Checking Account,2024-04-02,Open
ACC0004653,CUST003005,PRD02,Savings Account,2023-11-18,Open
ACC0004654,CUST003006,PRD01,Checking Account,2024-10-05,Open
ACC0004655,CUST003007,PRD01,Checking Account,2018-12-13,Closed
ACC0004656,CUST003008,PRD01,Checking Account,2023-11-21,Open
ACC0004657,CUST003008,PRD09,Term Deposit,2024-09-29,Open
ACC0004658,CUST003009,PRD01,Checking Account,2023-08-17,Open
ACC0004659,CUST003010,PRD01,Checking Account,2023-06-19,Open
ACC0004660,CUST003011,PRD01,Checking Account,2021-10-06,Open
ACC0004661,CUST003011,PRD02,Savings Account,2024-06-21,Open
ACC0004662,CUST003012,PRD01,Checking Account,2022-11-13,Open
ACC0004663,CUST003013,PRD01,Checking Account,2020-08-22,Closed
ACC0004664,CUST003013,PRD02,Savings Account,2023-02-28,Closed
ACC0004665,CUST003014,PRD01,Checking Account,2024-12-15,Open
ACC0004666,CUST003014,PRD02,Savings Account,2023-06-10,Open
ACC0004667,CUST003015,PRD01,Checking Account,2024-01-12,Closed
ACC0004668,CUST003016,PRD01,Checking Account,2022-07-14,Open
ACC0004669,CUST003017,PRD01,Checking Account,2023-08-27,Open
ACC0004670,CUST003017,PRD02,Savings Account,2024-01-15,Open
ACC0004671,CUST003018,PRD01,Checking Account,2020-07-27,Closed
ACC0004672,CUST003019,PRD01,Checking Account,2024-12-03,Open
ACC0004673,CUST003020,PRD01,Checking Account,2022-06-08,Open
ACC0004674,CUST003021,PRD01,Checking Account,2024-06-06,Open
ACC0004675,CUST003022,PRD01,Checking Account,2018-12-19,Closed
ACC0004676,CUST003023,PRD01,Checking Account,2024-05-25,Open
ACC0004677,CUST003024,PRD01,Checking Account,2024-03-13,Open
ACC0004678,CUST003024,PRD02,Savings Account,2023-10-15,Open
ACC0004679,CUST003025,PRD09,Term Deposit,2022-07-20,Closed
ACC0004680,CUST003025,PRD01,Checking Account,2022-02-16,Closed
ACC0004681,CUST003026,PRD01,Checking Account,2019-06-04,Open
ACC0004682,CUST003026,PRD02,Savings Account,2020-12-18,Open
ACC0004683,CUST003027,PRD01,Checking Account,2017-06-22,Open
ACC0004684,CUST003028,PRD01,Checking Account,2017-10-19,Open
ACC0004685,CUST003028,PRD02,Savings Account,2021-12-31,Open
ACC0004686,CUST003029,PRD01,Checking Account,2024-03-25,Open
ACC0004687,CUST003030,PRD01,Checking Account,2023-10-13,Open
ACC0004688,CUST003030,PRD02,Savings Account,2021-08-12,Open
ACC0004689,CUST003031,PRD01,Checking Account,2024-12-11,Open
ACC0004690,CUST003032,PRD01,Checking Account,2024-05-10,Open
ACC0004691,CUST003033,PRD09,Term Deposit,2023-10-23,Open
ACC0004692,CUST003033,PRD01,Checking Account,2022-11-14,Open
ACC0004693,CUST003033,PRD02,Savings Account,2023-06-02,Open
ACC0004694,CUST003034,PRD01,Checking Account,2020-05-11,Open
ACC0004695,CUST003034,PRD02,Savings Account,2023-08-10,Open
ACC0004696,CUST003035,PRD01,Checking Account,2020-06-02,Open
ACC0004697,CUST003035,PRD09,Term Deposit,2020-06-04,Open
ACC0004698,CUST003036,PRD01,Checking Account,2023-03-11,Open
ACC0004699,CUST003037,PRD01,Checking Account,2023-02-08,Open
ACC0004700,CUST003038,PRD01,Checking Account,2019-08-01,Open
ACC0004701,CUST003038,PRD09,Term Deposit,2019-05-08,Open
ACC0004702,CUST003038,PRD02,Savings Account,2017-11-03,Open
ACC0004703,CUST003039,PRD01,Checking Account,2022-07-23,Open
ACC0004704,CUST003039,PRD02,Savings Account,2024-09-25,Open
ACC0004705,CUST003040,PRD01,Checking Account,2023-10-20,Open
ACC0004706,CUST003040,PRD02,Savings Account,2024-11-24,Open
ACC0004707,CUST003041,PRD01,Checking Account,2024-12-20,Open
ACC0004708,CUST003042,PRD01,Checking Account,2024-04-28,Open
ACC0004709,CUST003042,PRD02,Savings Account,2017-10-29,Open
ACC0004710,CUST003043,PRD01,Checking Account,2023-05-09,Open
ACC0004711,CUST003044,PRD01,Checking Account,2023-11-22,Closed
ACC0004712,CUST003045,PRD01,Checking Account,2024-02-14,Open
ACC0004713,CUST003045,PRD02,Savings Account,2022-11-28,Open
ACC0004714,CUST003046,PRD01,Checking Account,2024-08-31,Open
ACC0004715,CUST003047,PRD01,Checking Account,2021-03-06,Closed
ACC0004716,CUST003048,PRD01,Checking Account,2024-06-23,Open
ACC0004717,CUST003048,PRD02,Savings Account,2024-12-13,Open
ACC0004718,CUST003049,PRD01,Checking Account,2024-05-11,Open
ACC0004719,CUST003050,PRD01,Checking Account,2023-10-22,Open
ACC0004720,CUST003050,PRD09,Term Deposit,2023-02-21,Open
ACC0004721,CUST003051,PRD01,Checking Account,2019-11-17,Open
ACC0004722,CUST003052,PRD01,Checking Account,2024-01-28,Closed
ACC0004723,CUST003053,PRD09,Term Deposit,2021-10-14,Open
ACC0004724,CUST003053,PRD01,Checking Account,2024-04-13,Open
ACC0004725,CUST003053,PRD02,Savings Account,2023-01-06,Open
ACC0004726,CUST003054,PRD01,Checking Account,2024-08-20,Open
ACC0004727,CUST003054,PRD02,Savings Account,2024-06-27,Open
ACC0004728,CUST003055,PRD01,Checking Account,2021-09-21,Closed
ACC0004729,CUST003055,PRD02,Savings Account,2018-11-16,Closed
ACC0004730,CUST003056,PRD01,Checking Account,2024-09-19,Open
ACC0004731,CUST003057,PRD01,Checking Account,2023-10-20,Closed
ACC0004732,CUST003058,PRD01,Checking Account,2023-07-18,Open
ACC0004733,CUST003058,PRD02,Savings Account,2024-08-06,Open
ACC0004734,CUST003059,PRD01,Checking Account,2024-07-02,Open
ACC0004735,CUST003060,PRD01,Checking Account,2023-04-17,Open
ACC0004736,CUST003061,PRD01,Checking Account,2023-09-06,Open
ACC0004737,CUST003062,PRD01,Checking Account,2020-12-17,Open
ACC0004738,CUST003062,PRD02,Savings Account,2021-11-15,Open
ACC0004739,CUST003063,PRD09,Term Deposit,2017-09-28,Closed
ACC0004740,CUST003063,PRD01,Checking Account,2021-11-21,Closed
ACC0004741,CUST003064,PRD01,Checking Account,2024-09-24,Open
ACC0004742,CUST003064,PRD02,Savings Account,2024-08-21,Open
ACC0004743,CUST003065,PRD01,Checking Account,2021-05-26,Open
ACC0004744,CUST003065,PRD02,Savings Account,2020-03-02,Open
ACC0004745,CUST003066,PRD09,Term Deposit,2018-02-01,Open
ACC0004746,CUST003066,PRD01,Checking Account,2023-08-27,Open
ACC0004747,CUST003066,PRD02,Savings Account,2020-12-21,Open
ACC0004748,CUST003067,PRD01,Checking Account,2023-12-25,Open
ACC0004749,CUST003067,PRD02,Savings Account,2024-10-06,Open
ACC0004750,CUST003068,PRD01,Checking Account,2022-11-07,Open
ACC0004751,CUST003068,PRD02,Savings Account,2023-07-31,Open
ACC0004752,CUST003069,PRD01,Checking Account,2024-07-24,Open
ACC0004753,CUST003069,PRD02,Savings Account,2024-03-22,Open
ACC0004754,CUST003070,PRD01,Checking Account,2019-04-10,Open
ACC0004755,CUST003071,PRD01,Checking Account,2023-06-12,Closed
ACC0004756,CUST003072,PRD01,Checking Account,2023-04-23,Open
ACC0004757,CUST003073,PRD01,Checking Account,2024-07-07,Open
ACC0004758,CUST003073,PRD02,Savings Account,2024-11-04,Open
ACC0004759,CUST003074,PRD01,Checking Account,2024-01-25,Open
ACC0004760,CUST003075,PRD01,Checking Account,2023-07-15,Open
ACC0004761,CUST003075,PRD02,Savings Account,2023-07-18,Open
ACC0004762,CUST003076,PRD01,Checking Account,2022-05-14,Open
ACC0004763,CUST003076,PRD02,Savings Account,2021-06-10,Open
ACC0004764,CUST003077,PRD01,Checking Account,2024-08-03,Open
ACC0004765,CUST003078,PRD01,Checking Account,2017-11-21,Open
ACC0004766,CUST003078,PRD02,Savings Account,2021-03-29,Open
ACC0004767,CUST003079,PRD01,Checking Account,2022-03-14,Open
ACC0004768,CUST003079,PRD02,Savings Account,2024-02-28,Open
ACC0004769,CUST003080,PRD01,Checking Account,2020-11-11,Open
ACC0004770,CUST003080,PRD02,Savings Account,2020-02-07,Open
ACC0004771,CUST003081,PRD01,Checking Account,2024-02-18,Open
ACC0004772,CUST003081,PRD09,Term Deposit,2024-07-19,Open
ACC0004773,CUST003081,PRD02,Savings Account,2023-08-23,Open
ACC0004774,CUST003082,PRD01,Checking Account,2024-05-23,Open
ACC0004775,CUST003082,PRD02,Savings Account,2023-03-07,Open
ACC0004776,CUST003083,PRD01,Checking Account,2024-08-18,Open
ACC0004777,CUST003084,PRD09,Term Deposit,2022-07-15,Open
ACC0004778,CUST003084,PRD01,Checking Account,2019-12-03,Open
ACC0004779,CUST003084,PRD02,Savings Account,2022-08-08,Open
ACC0004780,CUST003085,PRD01,Checking Account,2018-11-29,Open
ACC0004781,CUST003086,PRD01,Checking Account,2021-08-01,Open
ACC0004782,CUST003087,PRD01,Checking Account,2020-09-09,Open
ACC0004783,CUST003088,PRD01,Checking Account,2024-12-10,Closed
ACC0004784,CUST003089,PRD01,Checking Account,2023-06-13,Open
ACC0004785,CUST003090,PRD01,Checking Account,2019-03-11,Open
ACC0004786,CUST003091,PRD01,Checking Account,2021-11-24,Open
ACC0004787,CUST003091,PRD02,Savings Account,2022-08-13,Open
ACC0004788,CUST003092,PRD01,Checking Account,2024-05-07,Open
ACC0004789,CUST003092,PRD02,Savings Account,2018-07-28,Open
ACC0004790,CUST003093,PRD01,Checking Account,2019-12-02,Open
ACC0004791,CUST003093,PRD09,Term Deposit,2021-10-17,Open
ACC0004792,CUST003094,PRD01,Checking Account,2024-07-01,Open
ACC0004793,CUST003095,PRD01,Checking Account,2021-03-10,Open
ACC0004794,CUST003096,PRD01,Checking Account,2021-11-08,Closed
ACC0004795,CUST003096,PRD02,Savings Account,2023-06-19,Closed
ACC0004796,CUST003097,PRD01,Checking Account,2019-03-27,Open
ACC0004797,CUST003098,PRD01,Checking Account,2023-12-06,Open
ACC0004798,CUST003099,PRD01,Checking Account,2024-12-27,Closed
ACC0004799,CUST003099,PRD02,Savings Account,2024-07-19,Closed
ACC0004800,CUST003100,PRD01,Checking Account,2024-03-23,Closed
ACC0004801,CUST003101,PRD01,Checking Account,2021-08-13,Closed
ACC0004802,CUST003101,PRD09,Term Deposit,2017-05-30,Closed
ACC0004803,CUST003101,PRD02,Savings Account,2018-08-19,Closed
ACC0004804,CUST003102,PRD01,Checking Account,2021-02-22,Open
ACC0004805,CUST003103,PRD01,Checking Account,2024-10-27,Open
ACC0004806,CUST003103,PRD09,Term Deposit,2024-05-19,Open
ACC0004807,CUST003104,PRD01,Checking Account,2020-12-30,Open
ACC0004808,CUST003104,PRD09,Term Deposit,2023-06-08,Open
ACC0004809,CUST003105,PRD01,Checking Account,2018-05-13,Open
ACC0004810,CUST003105,PRD02,Savings Account,2022-03-11,Open
ACC0004811,CUST003106,PRD01,Checking Account,2019-11-29,Open
ACC0004812,CUST003107,PRD01,Checking Account,2021-08-11,Open
ACC0004813,CUST003107,PRD02,Savings Account,2021-01-24,Open
ACC0004814,CUST003108,PRD01,Checking Account,2022-10-19,Open
ACC0004815,CUST003108,PRD02,Savings Account,2021-10-31,Open
ACC0004816,CUST003109,PRD01,Checking Account,2024-05-03,Open
ACC0004817,CUST003109,PRD09,Term Deposit,2023-12-28,Open
ACC0004818,CUST003110,PRD01,Checking Account,2022-12-19,Open
ACC0004819,CUST003110,PRD02,Savings Account,2022-10-24,Open
ACC0004820,CUST003111,PRD01,Checking Account,2023-08-13,Open
ACC0004821,CUST003111,PRD02,Savings Account,2024-08-28,Open
ACC0004822,CUST003112,PRD01,Checking Account,2024-08-20,Closed
ACC0004823,CUST003112,PRD02,Savings Account,2024-11-02,Closed
ACC0004824,CUST003113,PRD01,Checking Account,2024-08-26,Open
ACC0004825,CUST003113,PRD02,Savings Account,2024-10-22,Open
ACC0004826,CUST003114,PRD01,Checking Account,2024-05-27,Closed
ACC0004827,CUST003115,PRD01,Checking Account,2023-06-11,Open
ACC0004828,CUST003115,PRD02,Savings Account,2020-05-25,Open
ACC0004829,CUST003116,PRD01,Checking Account,2020-12-15,Open
ACC0004830,CUST003117,PRD01,Checking Account,2024-10-13,Open
ACC0004831,CUST003117,PRD02,Savings Account,2020-08-17,Open
ACC0004832,CUST003118,PRD01,Checking Account,2021-11-27,Closed
ACC0004833,CUST003118,PRD09,Term Deposit,2022-05-15,Closed
ACC0004834,CUST003118,PRD02,Savings Account,2021-11-11,Closed
ACC0004835,CUST003119,PRD09,Term Deposit,2024-07-09,Open
ACC0004836,CUST003119,PRD01,Checking Account,2024-10-01,Open
ACC0004837,CUST003119,PRD02,Savings Account,2024-03-19,Open
ACC0004838,CUST003120,PRD01,Checking Account,2023-08-07,Open
ACC0004839,CUST003121,PRD01,Checking Account,2024-06-02,Open
ACC0004840,CUST003121,PRD02,Savings Account,2024-11-28,Open
ACC0004841,CUST003122,PRD01,Checking Account,2019-09-12,Open
ACC0004842,CUST003123,PRD01,Checking Account,2024-11-16,Open
ACC0004843,CUST003124,PRD01,Checking Account,2023-08-09,Open
ACC0004844,CUST003125,PRD01,Checking Account,2023-07-09,Open
ACC0004845,CUST003126,PRD01,Checking Account,2023-09-30,Open
ACC0004846,CUST003127,PRD01,Checking Account,2022-02-15,Open
ACC0004847,CUST003128,PRD01,Checking Account,2024-02-20,Open
ACC0004848,CUST003129,PRD01,Checking Account,2019-05-12,Closed
ACC0004849,CUST003130,PRD01,Checking Account,2022-10-24,Open
ACC0004850,CUST003131,PRD01,Checking Account,2021-12-10,Open
ACC0004851,CUST003132,PRD01,Checking Account,2023-07-18,Open
ACC0004852,CUST003133,PRD01,Checking Account,2024-04-11,Open
ACC0004853,CUST003133,PRD02,Savings Account,2022-09-19,Open
ACC0004854,CUST003134,PRD01,Checking Account,2019-06-12,Open
ACC0004855,CUST003135,PRD01,Checking Account,2021-09-19,Open
ACC0004856,CUST003136,PRD01,Checking Account,2023-07-24,Closed
ACC0004857,CUST003136,PRD02,Savings Account,2020-03-29,Closed
ACC0004858,CUST003137,PRD01,Checking Account,2023-12-04,Open
ACC0004859,CUST003137,PRD02,Savings Account,2017-10-24,Open
ACC0004860,CUST003138,PRD01,Checking Account,2024-12-31,Open
ACC0004861,CUST003138,PRD02,Savings Account,2022-10-16,Open
ACC0004862,CUST003139,PRD01,Checking Account,2024-10-19,Open
ACC0004863,CUST003140,PRD01,Checking Account,2021-02-26,Open
ACC0004864,CUST003140,PRD02,Savings Account,2020-06-10,Open
ACC0004865,CUST003141,PRD01,Checking Account,2023-08-12,Closed
ACC0004866,CUST003141,PRD09,Term Deposit,2023-09-15,Closed
ACC0004867,CUST003142,PRD01,Checking Account,2022-09-11,Open
ACC0004868,CUST003143,PRD01,Checking Account,2022-12-07,Open
ACC0004869,CUST003143,PRD02,Savings Account,2024-02-05,Open
ACC0004870,CUST003144,PRD01,Checking Account,2022-05-29,Open
ACC0004871,CUST003145,PRD01,Checking Account,2023-10-27,Open
ACC0004872,CUST003145,PRD02,Savings Account,2022-04-24,Open
ACC0004873,CUST003146,PRD01,Checking Account,2023-08-20,Open
ACC0004874,CUST003146,PRD02,Savings Account,2022-11-12,Open
ACC0004875,CUST003146,PRD09,Term Deposit,2023-12-24,Open
ACC0004876,CUST003147,PRD01,Checking Account,2019-03-07,Open
ACC0004877,CUST003148,PRD01,Checking Account,2023-05-23,Open
ACC0004878,CUST003148,PRD09,Term Deposit,2023-07-11,Open
ACC0004879,CUST003149,PRD09,Term Deposit,2021-09-23,Open
ACC0004880,CUST003149,PRD01,Checking Account,2021-01-21,Open
ACC0004881,CUST003150,PRD01,Checking Account,2024-10-31,Open
ACC0004882,CUST003150,PRD02,Savings Account,2024-03-20,Open
ACC0004883,CUST003151,PRD01,Checking Account,2021-01-23,Open
ACC0004884,CUST003152,PRD01,Checking Account,2024-01-31,Closed
ACC0004885,CUST003153,PRD01,Checking Account,2023-11-04,Open
ACC0004886,CUST003153,PRD09,Term Deposit,2024-06-04,Open
ACC0004887,CUST003154,PRD01,Checking Account,2022-10-05,Open
ACC0004888,CUST003155,PRD01,Checking Account,2024-10-05,Open
ACC0004889,CUST003156,PRD01,Checking Account,2021-08-03,Open
ACC0004890,CUST003157,PRD01,Checking Account,2023-10-26,Closed
ACC0004891,CUST003158,PRD01,Checking Account,2020-07-13,Open
ACC0004892,CUST003159,PRD01,Checking Account,2017-09-27,Open
ACC0004893,CUST003160,PRD01,Checking Account,2024-12-29,Open
ACC0004894,CUST003160,PRD02,Savings Account,2024-12-29,Open
ACC0004895,CUST003161,PRD01,Checking Account,2021-01-04,Open
ACC0004896,CUST003162,PRD01,Checking Account,2024-06-14,Open
ACC0004897,CUST003162,PRD02,Savings Account,2023-05-22,Open
ACC0004898,CUST003163,PRD01,Checking Account,2023-04-17,Open
ACC0004899,CUST003163,PRD02,Savings Account,2021-11-01,Open
ACC0004900,CUST003164,PRD01,Checking Account,2022-05-21,Closed
ACC0004901,CUST003164,PRD02,Savings Account,2021-10-01,Closed
ACC0004902,CUST003165,PRD01,Checking Account,2020-07-02,Open
ACC0004903,CUST003165,PRD02,Savings Account,2023-01-05,Open
ACC0004904,CUST003166,PRD01,Checking Account,2024-01-24,Open
ACC0004905,CUST003166,PRD02,Savings Account,2024-02-17,Open
ACC0004906,CUST003167,PRD01,Checking Account,2024-12-24,Open
ACC0004907,CUST003168,PRD01,Checking Account,2024-01-18,Open
ACC0004908,CUST003169,PRD01,Checking Account,2023-08-09,Open
ACC0004909,CUST003169,PRD02,Savings Account,2023-11-23,Open
ACC0004910,CUST003170,PRD01,Checking Account,2022-02-20,Open
ACC0004911,CUST003171,PRD01,Checking Account,2024-01-10,Open
ACC0004912,CUST003172,PRD01,Checking Account,2024-06-13,Closed
ACC0004913,CUST003173,PRD01,Checking Account,2017-06-24,Open
ACC0004914,CUST003174,PRD01,Checking Account,2024-08-04,Open
ACC0004915,CUST003174,PRD09,Term Deposit,2024-05-14,Open
ACC0004916,CUST003175,PRD01,Checking Account,2023-05-07,Open
ACC0004917,CUST003175,PRD02,Savings Account,2020-01-25,Open
ACC0004918,CUST003176,PRD01,Checking Account,2023-07-18,Open
ACC0004919,CUST003177,PRD01,Checking Account,2023-03-31,Open
ACC0004920,CUST003178,PRD01,Checking Account,2019-10-28,Closed
ACC0004921,CUST003179,PRD01,Checking Account,2024-12-04,Open
ACC0004922,CUST003179,PRD09,Term Deposit,2024-12-06,Open
ACC0004923,CUST003180,PRD01,Checking Account,2022-06-14,Closed
ACC0004924,CUST003181,PRD01,Checking Account,2024-10-06,Open
ACC0004925,CUST003182,PRD01,Checking Account,2023-11-22,Open
ACC0004926,CUST003183,PRD01,Checking Account,2021-10-18,Open
ACC0004927,CUST003183,PRD02,Savings Account,2022-07-18,Open
ACC0004928,CUST003184,PRD01,Checking Account,2019-07-07,Open
ACC0004929,CUST003184,PRD02,Savings Account,2022-08-24,Open
ACC0004930,CUST003185,PRD01,Checking Account,2024-03-22,Open
ACC0004931,CUST003185,PRD02,Savings Account,2024-02-22,Open
ACC0004932,CUST003186,PRD01,Checking Account,2023-07-24,Open
ACC0004933,CUST003187,PRD01,Checking Account,2017-06-08,Closed
ACC0004934,CUST003187,PRD09,Term Deposit,2021-01-11,Closed
ACC0004935,CUST003187,PRD02,Savings Account,2023-05-19,Closed
ACC0004936,CUST003188,PRD01,Checking Account,2019-02-28,Closed
ACC0004937,CUST003189,PRD01,Checking Account,2024-12-01,Open
ACC0004938,CUST003190,PRD01,Checking Account,2021-07-16,Closed
ACC0004939,CUST003191,PRD01,Checking Account,2022-01-19,Open
ACC0004940,CUST003192,PRD01,Checking Account,2024-01-12,Open
ACC0004941,CUST003193,PRD01,Checking Account,2018-04-18,Open
ACC0004942,CUST003194,PRD01,Checking Account,2023-01-21,Open
ACC0004943,CUST003194,PRD09,Term Deposit,2024-12-05,Open
ACC0004944,CUST003195,PRD01,Checking Account,2016-03-27,Open
ACC0004945,CUST003196,PRD01,Checking Account,2023-08-25,Open
ACC0004946,CUST003197,PRD01,Checking Account,2020-10-26,Open
ACC0004947,CUST003197,PRD02,Savings Account,2024-07-22,Open
ACC0004948,CUST003198,PRD01,Checking Account,2023-07-22,Open
ACC0004949,CUST003199,PRD01,Checking Account,2020-10-28,Open
ACC0004950,CUST003200,PRD01,Checking Account,2022-07-05,Open
ACC0004951,CUST003200,PRD02,Savings Account,2023-05-18,Open
ACC0004952,CUST003201,PRD01,Checking Account,2022-03-08,Open
ACC0004953,CUST003201,PRD09,Term Deposit,2019-11-27,Open
