deposit_id,customer_id,open_date,principal_amount,term_months,interest_rate,auto_renew,status
DEP000801,CUST005034,2022-05-15,13646.73,3,0.071,True,Active
DEP000802,CUST005039,2023-09-24,37885.6,6,0.0461,True,Active
DEP000803,CUST005040,2024-05-02,17546.78,36,0.0652,False,Active
DEP000804,CUST005061,2022-11-09,45621.44,12,0.0575,False,Active
DEP000805,CUST005062,2019-05-20,14512.75,12,0.0539,False,Active
DEP000806,CUST005064,2023-03-10,44056.17,3,0.0697,True,Active
DEP000807,CUST005083,2022-02-22,27209.5,12,0.0723,False,Active
DEP000808,CUST005087,2023-12-24,35927.67,12,0.0616,True,Active
DEP000809,CUST005096,2020-02-07,1252.96,3,0.0307,True,Matured
DEP000810,CUST005097,2024-07-29,40656.11,12,0.0493,True,Active
DEP000811,CUST005101,2023-07-22,25010.64,3,0.0578,False,Matured
DEP000812,CUST005117,2021-07-28,46928.34,36,0.0759,True,Withdrawn Early
DEP000813,CUST005125,2023-08-25,21839.03,24,0.0481,True,Active
DEP000814,CUST005126,2024-01-07,27402.29,12,0.0782,True,Active
DEP000815,CUST005128,2024-01-17,29363.43,12,0.0585,False,Withdrawn Early
DEP000816,CUST005129,2018-02-07,31539.19,6,0.05,True,Active
DEP000817,CUST005140,2017-08-27,4127.25,6,0.0665,False,Withdrawn Early
DEP000818,CUST005142,2023-04-22,15948.98,12,0.0392,False,Withdrawn Early
DEP000819,CUST005143,2024-07-29,49808.56,36,0.0632,False,Active
DEP000820,CUST005147,2024-05-08,15763.14,24,0.0354,True,Active
DEP000821,CUST005148,2023-08-20,25864.5,12,0.04,False,Matured
DEP000822,CUST005151,2022-08-15,5744.36,24,0.0497,False,Active
DEP000823,CUST005158,2020-04-25,1905.94,12,0.0679,False,Active
DEP000824,CUST005163,2020-08-04,30905.33,6,0.0403,False,Matured
DEP000825,CUST005165,2020-11-26,23647.67,3,0.0511,False,Active
DEP000826,CUST005166,2024-04-05,2133.21,3,0.0734,False,Active
DEP000827,CUST005173,2024-12-13,48393.31,3,0.0466,True,Active
DEP000828,CUST005180,2020-07-01,22248.41,24,0.0478,True,Matured
DEP000829,CUST005189,2023-12-08,27333.26,3,0.0566,False,Matured
DEP000830,CUST005193,2021-04-25,24929.02,3,0.0742,False,Matured
DEP000831,CUST005197,2024-08-27,30621.27,3,0.0653,False,Active
DEP000832,CUST005218,2024-09-18,46420.58,6,0.052,False,Active
DEP000833,CUST005226,2022-04-08,13730.72,3,0.0703,True,Active
DEP000834,CUST005231,2021-12-05,36727.08,12,0.0594,True,Active
DEP000835,CUST005237,2022-07-04,22370.12,6,0.0332,False,Withdrawn Early
DEP000836,CUST005244,2020-06-26,1324.39,6,0.0702,False,Matured
DEP000837,CUST005249,2024-12-12,2462.52,24,0.0557,False,Matured
DEP000838,CUST005250,2023-05-20,49835.67,12,0.0481,True,Active
DEP000839,CUST005273,2024-11-03,16339.49,12,0.0706,True,Matured
DEP000840,CUST005283,2023-07-08,47151.43,24,0.0412,True,Active
DEP000841,CUST005285,2024-10-19,13178.56,24,0.0677,False,Active
DEP000842,CUST005287,2020-02-18,13400.3,6,0.0711,False,Matured
DEP000843,CUST005295,2024-10-31,27593.14,24,0.0742,False,Matured
DEP000844,CUST005296,2024-12-02,29445.64,36,0.0538,False,Matured
DEP000845,CUST005305,2024-03-05,7205.44,24,0.032,True,Matured
DEP000846,CUST005310,2022-12-08,11650.88,6,0.0522,True,Active
DEP000847,CUST005324,2022-09-08,14524.55,12,0.0645,False,Matured
DEP000848,CUST005330,2023-08-04,11196.72,6,0.0384,False,Active
DEP000849,CUST005331,2022-12-28,35388.32,12,0.0325,False,Active
DEP000850,CUST005339,2019-03-14,27067.84,12,0.0746,True,Active
DEP000851,CUST005340,2016-06-06,30509.15,12,0.0406,True,Matured
DEP000852,CUST005346,2024-11-05,15285.18,24,0.0452,False,Active
DEP000853,CUST005354,2024-09-27,4861.04,3,0.058,False,Active
DEP000854,CUST005355,2023-08-11,8377.99,12,0.0344,True,Active
DEP000855,CUST005358,2024-02-03,6844.33,6,0.0703,True,Matured
DEP000856,CUST005361,2017-12-20,46946.21,3,0.0728,False,Active
DEP000857,CUST005370,2023-10-27,25146.55,36,0.0764,True,Active
DEP000858,CUST005376,2024-04-14,6270.37,12,0.0472,False,Active
DEP000859,CUST005378,2024-05-26,32668.51,12,0.0587,False,Active
DEP000860,CUST005383,2023-06-14,35451.32,24,0.0438,False,Active
DEP000861,CUST005393,2020-10-07,41999.91,24,0.0734,False,Withdrawn Early
DEP000862,CUST005395,2024-04-09,49674.54,6,0.0528,False,Active
DEP000863,CUST005396,2024-08-17,46616.48,24,0.0524,True,Active
DEP000864,CUST005398,2024-03-09,20593.93,36,0.0421,False,Matured
DEP000865,CUST005400,2018-10-05,45476.79,12,0.044,False,Active
DEP000866,CUST005404,2021-01-12,32645.44,6,0.0664,True,Matured
DEP000867,CUST005409,2024-10-12,23543.42,36,0.0751,True,Matured
DEP000868,CUST005413,2022-09-08,46168.35,24,0.0423,True,Matured
DEP000869,CUST005416,2024-10-21,12686.91,12,0.0345,False,Active
DEP000870,CUST005418,2024-11-14,22518.37,3,0.0485,False,Matured
DEP000871,CUST005419,2024-05-18,48376.36,6,0.0326,True,Withdrawn Early
DEP000872,CUST005420,2020-10-28,18842.95,12,0.0653,False,Active
DEP000873,CUST005431,2024-03-19,27262.09,6,0.037,True,Active
DEP000874,CUST005434,2024-12-19,10918.92,6,0.0466,False,Active
DEP000875,CUST005440,2024-01-11,35817.46,6,0.0304,True,Withdrawn Early
DEP000876,CUST005441,2021-10-08,40684.79,6,0.035,False,Matured
DEP000877,CUST005445,2021-09-22,31188.1,6,0.0757,False,Matured
DEP000878,CUST005452,2020-12-05,30596.6,12,0.0564,False,Matured
DEP000879,CUST005467,2024-11-18,37287.55,12,0.0463,True,Withdrawn Early
DEP000880,CUST005474,2023-11-02,16762.9,24,0.0777,False,Withdrawn Early
DEP000881,CUST005483,2023-01-09,18806.71,3,0.0355,True,Active
DEP000882,CUST005493,2024-07-10,16818.79,3,0.0351,False,Active
DEP000883,CUST005496,2021-11-23,19804.61,12,0.0707,False,Matured
DEP000884,CUST005501,2024-04-29,17412.92,12,0.0405,False,Active
DEP000885,CUST005509,2024-06-23,4302.57,12,0.0708,False,Active
DEP000886,CUST005512,2024-09-24,19402.51,12,0.0632,True,Matured
DEP000887,CUST005521,2022-05-30,2804.22,12,0.0413,False,Active
DEP000888,CUST005531,2024-11-28,45973.97,12,0.0551,True,Matured
DEP000889,CUST005537,2022-05-03,13001.17,24,0.0314,False,Withdrawn Early
DEP000890,CUST005540,2024-02-27,41072.67,24,0.0569,False,Matured
DEP000891,CUST005548,2021-12-01,5217.08,6,0.0566,False,Matured
DEP000892,CUST005551,2024-01-11,42827.84,6,0.0508,False,Active
DEP000893,CUST005571,2022-05-31,49622.66,3,0.0696,True,Active
DEP000894,CUST005580,2023-01-17,17127.57,24,0.03,False,Active
DEP000895,CUST005586,2019-02-01,39760.22,3,0.0589,False,Active
DEP000896,CUST005591,2020-11-14,31184.71,6,0.0442,False,Active
DEP000897,CUST005597,2020-11-12,33026.27,6,0.046,False,Active
DEP000898,CUST005599,2024-11-11,43477.08,12,0.0671,True,Matured
DEP000899,CUST005607,2024-12-07,35025.92,12,0.0757,False,Active
DEP000900,CUST005614,2024-10-03,38984.06,6,0.0674,False,Withdrawn Early
DEP000901,CUST005618,2021-03-16,33304.92,6,0.0763,False,Withdrawn Early
DEP000902,CUST005620,2020-11-04,3771.39,12,0.0317,False,Matured
DEP000903,CUST005631,2018-03-18,11420.62,24,0.0409,False,Active
DEP000904,CUST005634,2023-09-01,22684.3,12,0.0608,True,Active
DEP000905,CUST005644,2023-01-23,37549.68,3,0.0513,True,Active
DEP000906,CUST005654,2018-09-09,16779.73,12,0.0452,False,Active
DEP000907,CUST005659,2017-12-27,9156.19,6,0.078,False,Active
DEP000908,CUST005663,2020-12-29,36665.52,12,0.0469,True,Active
DEP000909,CUST005688,2024-05-07,28777.99,12,0.0726,False,Active
DEP000910,CUST005719,2023-02-22,30316.18,24,0.0745,False,Active
DEP000911,CUST005734,2024-05-23,21601.27,24,0.0564,False,Matured
DEP000912,CUST005735,2020-05-11,8617.22,24,0.0644,False,Withdrawn Early
DEP000913,CUST005738,2020-07-30,35932.1,36,0.0744,True,Matured
DEP000914,CUST005741,2020-06-02,40910.58,6,0.0534,False,Matured
DEP000915,CUST005755,2024-05-20,13311.41,12,0.0318,False,Matured
DEP000916,CUST005770,2019-07-21,45005.64,24,0.0564,True,Active
DEP000917,CUST005778,2018-06-11,14349.44,24,0.0599,True,Active
DEP000918,CUST005792,2021-11-09,48370.54,6,0.0492,True,Matured
DEP000919,CUST005805,2024-02-14,33866.31,36,0.0542,True,Active
DEP000920,CUST005828,2023-02-20,29475.56,24,0.0345,False,Matured
DEP000921,CUST005846,2023-06-02,37454.35,12,0.0413,False,Active
DEP000922,CUST005849,2021-05-28,20716.95,3,0.0689,False,Active
DEP000923,CUST005858,2019-08-31,44257.43,12,0.0566,False,Active
DEP000924,CUST005862,2024-07-18,36414.69,12,0.0318,False,Active
DEP000925,CUST005863,2024-11-14,24413.28,3,0.0503,True,Matured
DEP000926,CUST005870,2024-03-11,13798.29,12,0.0387,True,Active
DEP000927,CUST005873,2017-10-09,32292.98,12,0.0556,False,Active
DEP000928,CUST005878,2024-02-29,29771.66,6,0.0335,True,Matured
DEP000929,CUST005882,2024-05-31,32929.55,12,0.0488,False,Withdrawn Early
DEP000930,CUST005897,2024-10-27,43452.06,12,0.0553,True,Active
DEP000931,CUST005908,2024-03-25,23283.93,6,0.0614,True,Matured
DEP000932,CUST005910,2020-08-01,14908.78,36,0.0714,False,Active
DEP000933,CUST005918,2023-12-31,43926.85,12,0.0616,False,Active
DEP000934,CUST005921,2021-06-19,21581.65,36,0.0522,True,Matured
DEP000935,CUST005932,2021-08-17,36735.29,36,0.045,False,Active
DEP000936,CUST005936,2023-12-21,23721.33,6,0.0661,False,Withdrawn Early
DEP000937,CUST005941,2024-12-20,48372.54,6,0.0385,True,Active
DEP000938,CUST005946,2023-06-04,35921.47,12,0.0504,False,Active
DEP000939,CUST005958,2021-08-22,20541.33,12,0.0319,False,Matured
DEP000940,CUST005963,2024-09-26,42496.25,3,0.0339,False,Active
DEP000941,CUST005975,2024-08-19,19818.28,6,0.0419,False,Matured
DEP000942,CUST005979,2023-02-12,33629.15,6,0.0407,True,Active
DEP000943,CUST005988,2023-08-10,42603.37,12,0.0578,False,Matured
DEP000944,CUST005994,2020-03-07,27721.37,6,0.0717,True,Matured
DEP000945,CUST005998,2023-10-06,39169.06,6,0.0343,False,Active
DEP000946,CUST006004,2024-05-08,25889.65,24,0.0596,False,Active
DEP000947,CUST006007,2020-06-20,20240.85,36,0.0644,True,Active
DEP000948,CUST006009,2023-09-03,35772.45,12,0.0511,True,Active
DEP000949,CUST006019,2021-03-27,11736.45,12,0.0342,True,Active
DEP000950,CUST006022,2023-03-06,23452.29,6,0.0706,False,Matured
DEP000951,CUST006025,2021-08-26,29142.1,12,0.0318,False,Active
DEP000952,CUST006040,2016-05-25,6315.12,3,0.0438,False,Active
DEP000953,CUST006053,2020-09-11,44579.84,24,0.0536,False,Matured
DEP000954,CUST006055,2023-11-12,13465.72,12,0.0651,False,Active
DEP000955,CUST006056,2024-05-16,34037.59,12,0.0368,False,Active
DEP000956,CUST006058,2018-06-28,30459.0,24,0.0481,False,Active
DEP000957,CUST006060,2022-05-14,30525.94,12,0.0566,False,Active
DEP000958,CUST006065,2021-05-05,49447.43,3,0.0322,False,Active
DEP000959,CUST006071,2024-05-22,25604.32,12,0.0752,False,Matured
DEP000960,CUST006072,2023-05-06,9755.65,36,0.0314,True,Matured
DEP000961,CUST006080,2019-07-02,5017.61,12,0.0783,False,Matured
DEP000962,CUST006091,2024-05-14,18429.79,3,0.0738,True,Matured
DEP000963,CUST006098,2024-11-27,4886.96,6,0.0397,True,Active
DEP000964,CUST006111,2021-11-07,32733.21,3,0.0552,True,Withdrawn Early
DEP000965,CUST006132,2020-03-10,43265.79,24,0.0678,False,Active
DEP000966,CUST006137,2021-11-30,39955.43,24,0.0327,False,Matured
DEP000967,CUST006139,2024-05-17,5518.07,24,0.0769,False,Matured
DEP000968,CUST006144,2024-03-06,48711.53,36,0.0366,False,Matured
DEP000969,CUST006145,2024-08-16,2243.86,12,0.0368,False,Active
DEP000970,CUST006150,2024-02-20,31377.63,24,0.0425,True,Active
DEP000971,CUST006151,2022-08-19,6659.48,6,0.0311,True,Active
DEP000972,CUST006170,2023-11-11,20029.97,3,0.0362,False,Active
DEP000973,CUST006174,2024-11-27,41169.53,12,0.0567,True,Matured
DEP000974,CUST006185,2024-08-28,26248.14,6,0.0414,True,Matured
DEP000975,CUST006190,2020-03-25,28499.01,24,0.0346,False,Active
DEP000976,CUST006195,2024-05-29,753.76,24,0.0341,False,Matured
DEP000977,CUST006197,2017-02-09,28621.78,3,0.0568,False,Active
DEP000978,CUST006208,2024-11-01,16407.92,12,0.0494,False,Active
DEP000979,CUST006212,2022-01-07,19426.78,24,0.0484,True,Active
DEP000980,CUST006214,2024-09-23,2159.8,3,0.0558,True,Active
DEP000981,CUST006218,2020-08-01,4111.42,12,0.0669,False,Active
DEP000982,CUST006236,2020-01-03,6088.51,6,0.0306,False,Active
DEP000983,CUST006238,2024-01-02,35749.2,36,0.0477,False,Matured
DEP000984,CUST006250,2023-03-29,8940.77,36,0.0656,False,Active
DEP000985,CUST006256,2023-08-24,26799.89,12,0.0585,False,Active
DEP000986,CUST006257,2020-11-03,1150.57,3,0.0541,False,Active
DEP000987,CUST006261,2022-12-27,5172.21,6,0.0696,True,Active
DEP000988,CUST006269,2017-12-28,34968.41,24,0.0653,True,Withdrawn Early
DEP000989,CUST006273,2024-07-20,31723.63,6,0.04,True,Active
DEP000990,CUST006274,2023-11-28,44516.55,12,0.0614,False,Active
DEP000991,CUST006275,2021-04-30,843.56,6,0.0704,False,Matured
DEP000992,CUST006276,2024-05-03,23176.37,6,0.0375,True,Active
DEP000993,CUST006277,2020-08-03,46459.04,3,0.0753,False,Withdrawn Early
DEP000994,CUST006284,2021-03-12,46458.12,24,0.0342,False,Matured
DEP000995,CUST006285,2023-06-04,42682.88,3,0.0707,False,Matured
DEP000996,CUST006293,2023-10-08,19806.37,6,0.0675,False,Active
DEP000997,CUST006295,2021-01-08,36926.13,36,0.0415,False,Active
DEP000998,CUST006310,2024-08-31,37721.62,3,0.0525,False,Matured
DEP000999,CUST006314,2021-02-16,8392.33,6,0.0374,True,Active
DEP001000,CUST006316,2023-01-14,36877.59,12,0.0333,True,Active
DEP001001,CUST006326,2023-10-12,7843.23,3,0.0598,False,Active
DEP001002,CUST006337,2024-07-08,3376.76,6,0.0365,True,Matured
DEP001003,CUST006341,2022-10-31,5745.97,24,0.0712,False,Matured
DEP001004,CUST006344,2024-01-21,21410.19,6,0.0536,False,Matured
DEP001005,CUST006345,2023-11-29,28594.08,12,0.0343,False,Active
DEP001006,CUST006346,2024-12-01,5179.6,12,0.0563,False,Active
DEP001007,CUST006347,2024-03-18,48023.49,24,0.0653,False,Matured
DEP001008,CUST006349,2024-02-20,17910.71,12,0.0712,False,Matured
DEP001009,CUST006366,2023-08-10,31474.1,36,0.0475,True,Matured
DEP001010,CUST006369,2022-06-21,35876.24,3,0.0483,False,Matured
DEP001011,CUST006371,2023-06-03,26580.77,3,0.0415,False,Active
DEP001012,CUST006378,2024-11-22,28077.23,36,0.0312,False,Matured
DEP001013,CUST006388,2024-12-05,41397.62,12,0.045,False,Active
DEP001014,CUST006404,2023-08-07,15489.52,3,0.0316,True,Active
DEP001015,CUST006406,2023-01-21,1605.92,24,0.0374,False,Matured
DEP001016,CUST006416,2023-01-15,8636.63,36,0.0603,True,Withdrawn Early
DEP001017,CUST006418,2024-11-24,24548.89,12,0.0468,True,Withdrawn Early
DEP001018,CUST006422,2021-08-14,10816.82,3,0.0372,False,Active
DEP001019,CUST006427,2018-07-15,4911.08,12,0.0368,True,Active
DEP001020,CUST006439,2024-06-06,24528.47,6,0.0423,False,Matured
DEP001021,CUST006451,2024-01-26,20292.37,6,0.0682,True,Active
DEP001022,CUST006466,2022-01-25,28860.26,3,0.037,False,Active
DEP001023,CUST006467,2024-08-27,47366.58,12,0.0672,True,Active
DEP001024,CUST006468,2022-03-14,14359.65,6,0.057,False,Matured
DEP001025,CUST006471,2022-03-14,10350.7,6,0.078,False,Active
DEP001026,CUST006476,2024-11-24,12627.53,3,0.0405,False,Matured
DEP001027,CUST006477,2023-10-25,45353.29,6,0.0326,True,Active
DEP001028,CUST006481,2021-11-19,41084.53,12,0.0637,True,Active
DEP001029,CUST006492,2024-12-06,31341.05,3,0.0712,False,Active
DEP001030,CUST006506,2016-08-09,37793.39,12,0.0754,False,Matured
DEP001031,CUST006525,2021-09-05,41062.21,24,0.0642,False,Active
DEP001032,CUST006533,2022-05-23,2280.79,12,0.0608,True,Matured
DEP001033,CUST006552,2024-03-19,26821.4,12,0.0532,False,Matured
DEP001034,CUST006570,2019-04-27,12413.53,12,0.0705,False,Active
DEP001035,CUST006572,2020-10-15,26236.65,6,0.0337,False,Active
DEP001036,CUST006582,2024-02-04,3746.4,24,0.0775,False,Active
DEP001037,CUST006599,2021-06-07,39623.46,36,0.0326,True,Active
DEP001038,CUST006603,2024-06-21,34954.78,12,0.0585,False,Active
DEP001039,CUST006622,2022-10-30,20754.1,12,0.0625,True,Matured
DEP001040,CUST006627,2023-01-03,47268.24,6,0.0726,True,Withdrawn Early
DEP001041,CUST006632,2024-06-01,14775.62,6,0.0646,True,Matured
DEP001042,CUST006637,2019-11-24,12899.47,3,0.0785,True,Matured
DEP001043,CUST006642,2020-08-19,18024.5,12,0.0522,True,Matured
DEP001044,CUST006643,2022-08-14,41989.61,12,0.0511,False,Active
DEP001045,CUST006658,2023-11-24,16726.53,3,0.0743,False,Active
DEP001046,CUST006660,2024-08-19,12566.52,6,0.0732,False,Active
DEP001047,CUST006670,2023-01-03,24428.87,12,0.033,False,Active
DEP001048,CUST006671,2020-05-06,24886.19,3,0.0715,False,Matured
DEP001049,CUST006673,2022-05-28,35762.25,6,0.0769,False,Withdrawn Early
DEP001050,CUST006684,2023-04-29,18528.19,12,0.0441,False,Active
DEP001051,CUST006693,2022-06-23,20910.41,24,0.0538,True,Active
DEP001052,CUST006710,2024-07-30,28135.37,3,0.0318,False,Active
DEP001053,CUST006720,2022-01-25,37419.24,6,0.051,True,Matured
DEP001054,CUST006721,2021-06-21,35177.25,12,0.0653,False,Active
DEP001055,CUST006722,2023-08-03,21336.01,6,0.0793,False,Active
DEP001056,CUST006726,2024-02-04,48142.76,6,0.0523,True,Active
DEP001057,CUST006729,2021-05-13,5748.76,12,0.0701,False,Matured
DEP001058,CUST006733,2023-01-31,35594.7,6,0.0629,True,Active
DEP001059,CUST006755,2024-06-22,42538.44,24,0.0416,False,Active
DEP001060,CUST006768,2024-12-08,19103.97,3,0.0348,False,Active
DEP001061,CUST006783,2024-10-25,44760.4,3,0.0333,False,Matured
DEP001062,CUST006784,2024-11-15,40299.56,6,0.0551,False,Matured
DEP001063,CUST006791,2022-07-28,4294.27,6,0.0325,True,Active
DEP001064,CUST006792,2022-09-26,10189.65,12,0.0784,False,Matured
DEP001065,CUST006807,2020-05-04,3625.86,6,0.0459,False,Withdrawn Early
DEP001066,CUST006809,2023-11-15,20129.29,24,0.0528,False,Active
DEP001067,CUST006820,2021-09-02,23046.57,24,0.05,False,Matured
DEP001068,CUST006823,2022-06-22,31438.73,12,0.0411,False,Active
DEP001069,CUST006825,2023-12-04,39226.3,24,0.0502,False,Matured
DEP001070,CUST006826,2024-06-18,34608.77,24,0.0712,False,Active
DEP001071,CUST006827,2021-10-01,15312.35,6,0.0512,True,Active
DEP001072,CUST006830,2022-09-01,48496.94,24,0.0684,True,Active
DEP001073,CUST006840,2023-09-16,16360.8,12,0.0594,True,Active
DEP001074,CUST006843,2024-08-15,32436.11,12,0.0584,True,Matured
DEP001075,CUST006844,2022-08-27,21993.31,12,0.0439,True,Matured
DEP001076,CUST006858,2021-02-26,36307.35,6,0.0369,True,Matured
DEP001077,CUST006862,2023-09-02,32326.07,36,0.066,True,Withdrawn Early
DEP001078,CUST006870,2022-07-01,8062.54,6,0.0737,False,Matured
DEP001079,CUST006871,2022-08-09,46892.6,12,0.049,False,Active
DEP001080,CUST006872,2023-03-17,25316.51,3,0.0376,True,Matured
DEP001081,CUST006880,2019-05-01,28149.6,12,0.07,False,Active
DEP001082,CUST006885,2024-05-23,2317.26,3,0.0557,False,Active
DEP001083,CUST006894,2024-06-26,42053.37,24,0.0384,True,Active
DEP001084,CUST006895,2021-05-28,20243.64,3,0.0783,False,Active
DEP001085,CUST006904,2024-09-18,24840.27,12,0.0768,False,Matured
DEP001086,CUST006910,2022-07-10,8737.51,12,0.0777,False,Active
DEP001087,CUST006918,2024-05-02,44712.84,12,0.0517,False,Matured
DEP001088,CUST006930,2018-01-23,26508.66,6,0.0548,False,Active
DEP001089,CUST006932,2018-06-25,14428.52,24,0.0454,False,Active
DEP001090,CUST006942,2024-03-20,40856.93,3,0.0658,False,Active
DEP001091,CUST006950,2020-12-28,15489.51,6,0.0739,True,Withdrawn Early
DEP001092,CUST006956,2020-05-23,37304.38,12,0.0366,True,Active
DEP001093,CUST006970,2024-11-29,28964.61,6,0.0734,False,Withdrawn Early
DEP001094,CUST006972,2021-12-30,40950.71,12,0.0792,True,Active
DEP001095,CUST006975,2024-06-21,49362.74,12,0.0617,False,Active
DEP001096,CUST006982,2022-08-01,11001.8,24,0.0711,False,Active
DEP001097,CUST006985,2021-07-20,11576.5,36,0.0441,False,Withdrawn Early
DEP001098,CUST006987,2024-08-19,25605.69,12,0.0711,False,Active
DEP001099,CUST006993,2024-08-19,28184.25,12,0.0405,False,Matured
DEP001100,CUST006997,2021-04-26,19843.98,36,0.0603,True,Matured
DEP001101,CUST007005,2023-03-15,35335.55,24,0.0761,False,Active
DEP001102,CUST007022,2024-02-15,25339.28,36,0.0445,False,Active
DEP001103,CUST007024,2023-05-17,3822.41,6,0.0499,False,Matured
DEP001104,CUST007028,2024-06-01,2509.71,12,0.0372,True,Active
DEP001105,CUST007040,2023-07-29,35568.3,24,0.0682,False,Matured
DEP001106,CUST007041,2024-12-21,9551.75,12,0.0592,True,Active
DEP001107,CUST007049,2024-10-02,10919.53,6,0.0741,False,Active
DEP001108,CUST007055,2024-06-27,9899.31,3,0.0674,True,Matured
DEP001109,CUST007059,2023-01-28,39375.63,12,0.0717,False,Matured
DEP001110,CUST007067,2024-02-13,42798.69,6,0.0723,True,Matured
DEP001111,CUST007073,2023-08-03,12848.95,12,0.0729,True,Active
DEP001112,CUST007074,2023-12-09,25957.93,3,0.0348,True,Matured
DEP001113,CUST007075,2023-08-03,34788.39,36,0.036,False,Active
DEP001114,CUST007080,2024-04-14,31297.66,36,0.0451,False,Matured
DEP001115,CUST007086,2022-12-07,10726.73,12,0.054,False,Matured
DEP001116,CUST007114,2019-10-09,19416.58,3,0.0614,False,Matured
DEP001117,CUST007116,2022-09-22,8420.78,6,0.0423,False,Active
DEP001118,CUST007117,2020-06-26,39723.98,6,0.0758,False,Matured
DEP001119,CUST007119,2021-05-15,10952.14,6,0.0517,True,Active
DEP001120,CUST007122,2017-09-25,29407.65,6,0.0332,False,Matured
DEP001121,CUST007129,2023-11-15,504.25,12,0.0656,True,Active
DEP001122,CUST007149,2020-12-02,38957.22,36,0.0444,False,Active
DEP001123,CUST007150,2023-04-08,6396.19,12,0.0606,True,Active
DEP001124,CUST007156,2023-08-09,1983.74,3,0.0486,True,Matured
DEP001125,CUST007160,2020-09-16,10673.28,36,0.0335,False,Active
DEP001126,CUST007165,2024-11-18,36428.5,12,0.0465,True,Active
DEP001127,CUST007169,2024-10-09,48074.97,24,0.0534,True,Matured
DEP001128,CUST007170,2019-11-01,36591.78,3,0.0793,False,Active
DEP001129,CUST007173,2023-04-17,41436.88,6,0.0372,False,Matured
DEP001130,CUST007174,2023-06-05,31759.73,6,0.0318,False,Withdrawn Early
DEP001131,CUST007185,2024-11-03,15993.93,6,0.0644,False,Withdrawn Early
DEP001132,CUST007186,2023-04-19,30127.31,6,0.0509,True,Active
DEP001133,CUST007196,2020-09-30,17614.13,12,0.0538,True,Active
DEP001134,CUST007198,2018-01-14,47293.71,3,0.0577,True,Withdrawn Early
DEP001135,CUST007202,2020-06-14,26816.48,12,0.0315,False,Matured
DEP001136,CUST007209,2020-08-16,34019.1,24,0.066,False,Active
DEP001137,CUST007217,2023-08-04,36278.66,24,0.0759,True,Matured
DEP001138,CUST007224,2023-04-04,42719.08,12,0.0689,False,Active
DEP001139,CUST007231,2024-10-13,7048.96,24,0.0374,False,Active
DEP001140,CUST007233,2018-10-14,48917.68,12,0.0337,True,Active
DEP001141,CUST007235,2023-07-01,16465.3,6,0.0649,False,Active
DEP001142,CUST007237,2020-06-26,11341.35,12,0.0356,False,Active
DEP001143,CUST007238,2024-12-12,12728.85,6,0.0426,True,Active
DEP001144,CUST007240,2023-05-08,44582.32,6,0.0648,False,Matured
DEP001145,CUST007241,2023-04-24,27295.13,24,0.0381,False,Active
DEP001146,CUST007249,2023-04-23,46795.21,12,0.077,True,Active
DEP001147,CUST007252,2022-01-03,1001.74,3,0.0687,True,Active
DEP001148,CUST007253,2020-08-14,3545.09,12,0.0344,False,Active
DEP001149,CUST007254,2020-04-06,5191.45,36,0.0384,False,Matured
DEP001150,CUST007258,2022-01-27,42447.45,36,0.0631,True,Matured
DEP001151,CUST007264,2020-05-25,42110.2,6,0.0569,False,Active
DEP001152,CUST007268,2022-10-20,5999.92,24,0.0614,False,Withdrawn Early
DEP001153,CUST007274,2024-06-08,22718.53,6,0.0403,False,Active
DEP001154,CUST007278,2017-05-19,35148.7,6,0.0699,False,Active
DEP001155,CUST007279,2021-07-16,36824.49,12,0.0438,False,Active
DEP001156,CUST007285,2024-04-03,2138.57,36,0.0793,True,Matured
DEP001157,CUST007292,2024-11-24,41117.01,12,0.0366,True,Active
DEP001158,CUST007293,2016-06-07,12121.81,12,0.0609,True,Withdrawn Early
DEP001159,CUST007302,2021-11-09,43472.91,6,0.0343,True,Matured
DEP001160,CUST007304,2024-12-11,45214.99,36,0.0723,False,Active
DEP001161,CUST007312,2022-10-12,46186.58,12,0.0368,False,Matured
DEP001162,CUST007320,2023-06-24,37696.89,12,0.0358,True,Matured
DEP001163,CUST007321,2020-09-01,44763.55,3,0.0566,False,Active
DEP001164,CUST007325,2024-06-08,28722.75,36,0.0658,True,Active
DEP001165,CUST007327,2020-05-28,28826.82,24,0.0423,False,Active
DEP001166,CUST007342,2023-10-21,32787.38,36,0.0473,True,Matured
DEP001167,CUST007343,2021-11-25,5483.68,12,0.0665,False,Active
DEP001168,CUST007354,2024-12-03,44081.04,24,0.0399,False,Active
DEP001169,CUST007359,2024-05-29,23069.96,24,0.0526,False,Matured
DEP001170,CUST007361,2018-06-20,5781.92,12,0.0614,True,Withdrawn Early
DEP001171,CUST007365,2024-10-25,15527.17,12,0.0607,False,Active
DEP001172,CUST007367,2024-07-12,22388.9,6,0.0718,False,Active
DEP001173,CUST007368,2020-12-09,49233.58,3,0.0467,False,Active
DEP001174,CUST007371,2023-04-21,8273.11,3,0.0611,False,Matured
DEP001175,CUST007382,2022-09-15,17098.57,24,0.0393,False,Matured
DEP001176,CUST007388,2020-03-25,4059.75,24,0.0638,False,Matured
DEP001177,CUST007397,2023-02-28,24905.58,12,0.0747,False,Matured
DEP001178,CUST007404,2024-07-21,8844.66,6,0.0559,True,Active
DEP001179,CUST007405,2024-03-03,31296.5,24,0.0336,False,Active
