customer_id,signup_date,birth_year,age,age_band,gender,region,city,branch_id,employment_status,occupation_group,income_band,annual_income,education_level,marital_status,customer_type,acquisition_channel,acquisition_campaign_flag,relationship_start_date,tenure_years,digital_adoption,mobile_banking_user,internet_banking_user,premium_customer_flag,salary_customer_flag,customer_status,churn_flag,risk_segment,recency_months,frequency_avg_monthly_txns,monetary_avg_balance,r_score,f_score,m_score,rfm_score,rfm_segment,customer_value_score,value_segment,lifecycle_segment,behavioral_segment,digital_segment,customer_lifetime_value,products_owned_count,multi_product_flag
CUST001792,2024-11-06,1981,45,36-45,Female,Region-05,Region-05-City-3,BR002,Employed,Public Sector,<15K,5500.0,Master,Married,Individual,CH09,False,2024-11-06,0.15,Medium,False,True,False,True,Churned,True,High,13,0.33,458.54,1,1,2,112,Lost,26.7,Mass Affluent,Churned,Low Engagement,Medium,-38.88,3,True
CUST001793,2018-06-21,1994,32,26-35,Male,Region-01,Region-01-City-3,BR023,Retired,Public Sector,<15K,1200.0,High School,Married,Individual,CH04,False,2018-06-21,6.53,High,True,True,False,False,Active,False,Elevated,0,1.54,208.36,3,4,1,341,Potential Loyalist,53.3,Affluent,Loyal,Digital First,High,-6.03,3,True
CUST001794,2024-11-26,1979,47,46-55,Female,Region-02,Region-02-City-3,BR022,Employed,Business Owner,<15K,7300.0,High School,Married,Individual,CH05,True,2024-11-26,0.1,High,True,True,False,True,Active,False,Elevated,0,0.75,1839.21,3,2,5,325,Potential Loyalist,66.7,High Value,New,Digital First,High,91.0,3,True
CUST001795,2024-04-29,1973,53,46-55,Female,Region-09,Region-09-City-2,BR018,Employed,Manager,<15K,3400.0,High School,Single,Individual,CH05,True,2024-04-29,0.67,High,True,True,False,True,Dormant,False,Elevated,0,0.5,286.23,3,2,2,322,Potential Loyalist,46.7,Affluent,Growing,Digital First,High,-2.42,4,True
CUST001796,2016-02-03,2002,24,18-25,Male,Region-06,Region-06-City-3,BR008,Unemployed,Public Sector,<15K,1200.0,Master,Married,Individual,CH04,False,2016-02-03,8.91,High,True,True,False,False,Active,False,Elevated,0,2.42,237.25,3,5,1,351,Potential Loyalist,60.0,Affluent,Loyal,Digital First,High,4.62,4,True
CUST001797,2017-03-26,1958,68,66+,Female,Region-06,Region-06-City-3,BR003,Self-Employed,Business Owner,15K-30K,26700.0,Master,Single,Individual,CH02,False,2017-03-26,7.77,Low,False,False,False,False,Active,False,Elevated,0,0.5,4819.96,3,2,5,325,Potential Loyalist,66.7,High Value,Established,Branch Dependent,Low,322.34,5,True
CUST001798,2018-08-12,1974,52,46-55,Female,Region-04,Region-04-City-2,BR006,Self-Employed,Public Sector,<15K,5100.0,High School,Single,Individual,CH12,False,2018-08-12,6.39,Medium,True,False,False,False,Active,False,Low,0,1.12,409.81,3,3,2,332,Potential Loyalist,53.3,Affluent,Loyal,Low Engagement,Medium,58.74,6,True
CUST001799,2017-06-22,1958,68,66+,Female,Region-02,Region-02-City-3,BR014,Retired,Manual Labor,<15K,3900.0,Bachelor,Single,Individual,CH05,True,2017-06-22,7.53,High,True,True,False,False,Churned,True,Moderate,4,1.29,528.8,1,4,2,142,At Risk,46.7,Affluent,Churned,Digital First,High,60.72,3,True
CUST001800,2024-03-31,1986,40,36-45,Male,Region-11,Region-11-City-2,BR024,Self-Employed,Professional,<15K,4200.0,High School,Divorced,Individual,CH08,False,2024-03-31,0.75,High,True,True,False,False,Active,False,Elevated,0,3.62,706.1,3,5,3,353,Potential Loyalist,73.3,High Value,Growing,Digital First,High,53.71,6,True
CUST001801,2024-02-16,2000,26,26-35,Female,Region-10,Region-10-City-2,BR018,Unemployed,Other,<15K,1200.0,Bachelor,Widowed,Individual,CH05,False,2024-02-16,0.87,High,True,True,False,False,Active,False,High,0,1.5,213.26,3,4,1,341,Potential Loyalist,53.3,Affluent,Growing,Digital First,High,-49.57,4,True
CUST001802,2022-03-28,2004,22,18-25,Male,Region-06,Region-06-City-2,BR012,Employed,Manager,<15K,1500.0,High School,Married,Individual,CH07,False,2022-03-28,2.76,High,True,True,False,True,Active,False,Elevated,0,1.92,290.4,3,5,2,352,Potential Loyalist,66.7,High Value,Loyal,Digital First,High,3.26,4,True
CUST001803,2024-09-15,1962,64,56-65,Female,Region-01,Region-01-City-3,BR016,Unemployed,Clerical,<15K,1200.0,Diploma,Single,Individual,CH10,False,2024-09-15,0.29,Medium,False,True,False,False,Dormant,False,Critical,0,0.25,266.44,3,1,1,311,Potential Loyalist,33.3,Mass Affluent,New,Low Engagement,Medium,-117.1,4,True
CUST001804,2017-01-01,1990,36,36-45,Male,Region-11,Region-11-City-3,BR019,Employed,Professional,<15K,8700.0,Master,Married,Individual,CH12,True,2017-01-01,8.0,Medium,True,False,False,False,Active,False,Low,0,1.71,1440.67,3,5,4,354,Potential Loyalist,80.0,High Value,Loyal,Transaction Heavy,Medium,161.38,2,True
CUST001805,2024-06-01,1998,28,26-35,Female,Region-06,Region-06-City-3,BR018,Employed,Professional,<15K,6300.0,Bachelor,Married,Individual,CH08,False,2024-06-01,0.58,Medium,False,True,False,False,Dormant,False,High,0,1.04,2613.0,3,3,5,335,Potential Loyalist,73.3,High Value,Growing,Deposit Heavy,Medium,-12.92,3,True
CUST001806,2020-01-27,1995,31,26-35,Male,Region-03,Region-03-City-1,BR003,Self-Employed,Professional,<15K,4500.0,Diploma,Divorced,Individual,CH12,True,2020-01-27,4.93,High,True,True,False,False,Churned,True,Elevated,15,0.54,291.96,1,2,2,122,Lost,33.3,Mass Affluent,Churned,Digital First,High,3.95,4,True
CUST001807,2017-04-24,1977,49,46-55,Female,Region-02,Region-02-City-2,BR014,Self-Employed,Manual Labor,<15K,2700.0,Diploma,Divorced,Individual,CH10,False,2017-04-24,7.69,Low,False,False,False,False,Dormant,False,High,0,0.46,482.96,3,2,2,322,Potential Loyalist,46.7,Affluent,Established,Branch Dependent,Low,-51.71,2,True
CUST001808,2018-05-15,1959,67,66+,Male,Region-12,Region-12-City-1,BR023,Employed,Manager,15K-30K,16000.0,Diploma,Single,Small Business,CH03,True,2018-05-15,6.63,Medium,True,False,False,True,Churned,True,Elevated,6,0.67,2777.27,1,2,5,125,At Risk,53.3,Affluent,Churned,Deposit Heavy,Medium,176.67,2,True
CUST001809,2022-10-30,1975,51,46-55,Female,Region-01,Region-01-City-3,BR016,Employed,Business Owner,<15K,5000.0,Diploma,Married,Individual,CH09,True,2022-10-30,2.17,High,True,True,False,True,Churned,True,Moderate,7,1.5,558.71,1,4,3,143,At Risk,53.3,Affluent,Churned,Digital First,High,71.06,6,True
CUST001810,2020-09-23,1992,34,26-35,Female,Region-05,Region-05-City-3,BR010,Employed,Professional,<15K,2600.0,Bachelor,Single,Individual,CH10,False,2020-09-23,4.27,Medium,False,True,False,True,Active,False,Low,0,0.17,280.95,3,1,2,312,Potential Loyalist,40.0,Mass Affluent,Established,Low Engagement,Medium,24.63,2,True
CUST001811,2020-01-13,1984,42,36-45,Male,Region-07,Region-07-City-3,BR015,Employed,Professional,<15K,6300.0,Bachelor,Divorced,Individual,CH04,True,2020-01-13,4.97,High,True,True,False,True,Active,False,Low,0,2.96,717.34,3,5,3,353,Potential Loyalist,73.3,High Value,Loyal,Digital First,High,108.99,1,False
CUST001812,2018-01-28,1971,55,46-55,Female,Region-04,Region-04-City-3,BR018,Employed,Professional,<15K,14000.0,High School,Single,Individual,CH01,False,2018-01-28,6.92,High,True,True,False,False,Churned,True,Moderate,3,0.54,1223.65,1,2,4,124,At Risk,46.7,Affluent,Churned,Digital First,High,155.65,1,False
CUST001813,2021-02-13,1961,65,56-65,Female,Region-02,Region-02-City-1,BR002,Employed,Professional,<15K,10200.0,Diploma,Married,Small Business,CH11,False,2021-02-13,3.88,High,True,True,False,False,Churned,True,Elevated,12,0.79,623.74,1,3,3,133,At Risk,46.7,Affluent,Churned,Digital First,High,51.73,3,True
CUST001814,2022-05-19,1985,41,36-45,Male,Region-08,Region-08-City-1,BR005,Employed,Manager,<15K,10200.0,High School,Married,Small Business,CH03,False,2022-05-19,2.62,High,True,True,False,False,Churned,True,Moderate,15,0.38,361.09,1,2,2,122,Lost,33.3,Mass Affluent,Churned,Digital First,High,70.75,5,True
CUST001815,2017-10-30,1973,53,46-55,Male,Region-01,Region-01-City-2,BR015,Employed,Business Owner,<15K,14800.0,High School,Married,Corporate,CH01,False,2017-10-30,7.17,Low,False,False,False,False,Active,False,Moderate,0,0.5,1740.91,3,2,4,324,Potential Loyalist,60.0,Affluent,Established,Branch Dependent,Low,198.03,2,True
CUST001816,2017-01-07,1975,51,46-55,Male,Region-12,Region-12-City-3,BR003,Retired,Business Owner,<15K,4000.0,Bachelor,Single,Individual,CH04,False,2017-01-07,7.98,High,True,True,False,False,Active,False,Moderate,0,1.29,368.72,3,4,2,342,Potential Loyalist,60.0,Affluent,Loyal,Digital First,High,49.4,4,True
CUST001817,2020-07-24,2001,25,18-25,Male,Region-06,Region-06-City-2,BR012,Employed,Manager,<15K,1200.0,Bachelor,Single,Corporate,CH07,True,2020-07-24,4.44,High,True,True,False,False,Active,False,Low,0,0.79,329.31,3,3,2,332,Potential Loyalist,53.3,Affluent,Established,Digital First,High,27.48,2,True
CUST001818,2024-09-01,1950,76,66+,Male,Region-09,Region-09-City-3,BR020,Employed,Professional,15K-30K,27100.0,Diploma,Single,Individual,CH06,True,2024-09-01,0.33,Medium,True,False,False,False,Active,False,High,0,0.79,2012.24,3,3,5,335,Potential Loyalist,73.3,High Value,New,Deposit Heavy,Medium,82.61,1,False
CUST001819,2020-06-16,1963,63,56-65,Female,Region-11,Region-11-City-2,BR013,Employed,Manual Labor,<15K,8000.0,Bachelor,Single,Individual,CH11,True,2020-06-16,4.54,High,True,True,False,False,Active,False,Low,0,1.17,1033.44,3,4,4,344,Potential Loyalist,73.3,High Value,Loyal,Digital First,High,127.3,4,True
CUST001820,2016-12-29,2000,26,26-35,Male,Region-10,Region-10-City-2,BR021,Self-Employed,Manual Labor,<15K,1200.0,Diploma,Divorced,Individual,CH09,False,2016-12-29,8.01,Medium,False,True,False,False,Active,False,Low,0,0.46,79.84,3,2,1,321,Potential Loyalist,40.0,Mass Affluent,Established,Low Engagement,Medium,4.26,2,True
CUST001821,2016-02-08,2000,26,26-35,Female,Region-06,Region-06-City-3,BR002,Retired,Other,<15K,1200.0,Master,Married,Individual,CH11,False,2016-02-08,8.9,High,True,True,False,False,Dormant,False,Moderate,0,0.08,92.94,3,1,1,311,Potential Loyalist,33.3,Mass Affluent,Established,Digital First,High,0.94,4,True
CUST001822,2021-05-06,1966,60,56-65,Male,Region-01,Region-01-City-2,BR012,Retired,Business Owner,<15K,10200.0,High School,Married,Individual,CH12,True,2021-05-06,3.66,Medium,False,True,False,False,Churned,True,Low,2,1.54,1178.98,1,4,4,144,At Risk,60.0,Affluent,Churned,Low Engagement,Medium,149.07,1,False
CUST001823,2023-08-01,2004,22,18-25,Female,Region-01,Region-01-City-1,BR023,Employed,Manager,<15K,2500.0,Diploma,Divorced,Individual,CH10,False,2023-08-01,1.42,High,True,True,False,True,Churned,True,Elevated,7,1.12,135.85,1,3,1,131,At Risk,33.3,Mass Affluent,Churned,Digital First,High,-7.34,1,False
CUST001824,2019-10-27,1961,65,56-65,Female,Region-05,Region-05-City-2,BR016,Self-Employed,Business Owner,<15K,13100.0,Diploma,Widowed,Individual,CH07,False,2019-10-27,5.18,High,True,True,False,False,Active,False,Moderate,0,2.46,5166.41,3,5,5,355,Potential Loyalist,86.7,Premium,Loyal,Digital First,High,462.19,3,True
CUST001825,2017-07-08,1952,74,66+,Female,Region-04,Region-04-City-3,BR021,Student,Manual Labor,<15K,1300.0,Diploma,Married,Individual,CH09,False,2017-07-08,7.48,Medium,False,True,False,False,Active,False,Moderate,0,0.33,190.77,3,1,1,311,Potential Loyalist,33.3,Mass Affluent,Established,Low Engagement,Medium,11.35,2,True
CUST001826,2016-07-01,1966,60,56-65,Female,Region-11,Region-11-City-1,BR011,Employed,Business Owner,15K-30K,19400.0,Bachelor,Divorced,Individual,CH08,False,2016-07-01,8.5,Medium,False,True,False,True,Active,False,Low,0,2.75,1465.38,3,5,4,354,Potential Loyalist,80.0,High Value,Loyal,Transaction Heavy,Medium,249.8,3,True
CUST001827,2024-06-16,1979,47,46-55,Male,Region-06,Region-06-City-3,BR002,Retired,Manual Labor,<15K,1600.0,Master,Single,Individual,CH08,False,2024-06-16,0.54,High,True,True,False,False,Active,False,High,0,1.54,306.07,3,4,2,342,Potential Loyalist,60.0,Affluent,Growing,Digital First,High,-48.09,4,True
CUST001828,2022-05-01,1950,76,66+,Female,Region-12,Region-12-City-1,BR008,Retired,Clerical,<15K,5200.0,Diploma,Single,Individual,CH07,False,2022-05-01,2.67,Medium,True,False,False,False,Churned,True,Low,11,0.04,569.89,1,1,3,113,At Risk,33.3,Mass Affluent,Churned,Low Engagement,Medium,57.92,2,True
CUST001829,2020-08-30,1959,67,66+,Female,Region-04,Region-04-City-3,BR023,Retired,Manual Labor,<15K,3600.0,High School,Married,Individual,CH06,False,2020-08-30,4.34,High,True,True,False,False,Churned,True,Elevated,11,0.04,334.9,1,1,2,112,Lost,26.7,Mass Affluent,Churned,Digital First,High,-4.03,3,True
CUST001830,2024-01-17,1993,33,26-35,Female,Region-12,Region-12-City-3,BR006,Student,Manager,<15K,1200.0,Diploma,Single,Individual,CH04,True,2024-01-17,0.96,Medium,False,True,False,False,Active,False,Elevated,0,0.75,146.34,3,2,1,321,Potential Loyalist,40.0,Mass Affluent,Growing,Low Engagement,Medium,-17.21,2,True
CUST001831,2017-01-07,1984,42,36-45,Male,Region-05,Region-05-City-2,BR022,Employed,Manual Labor,<15K,4300.0,High School,Married,Individual,CH06,False,2017-01-07,7.98,High,True,True,False,True,Active,False,Low,0,0.75,1304.87,3,2,4,324,Potential Loyalist,60.0,Affluent,Established,Digital First,High,118.96,3,True
CUST001832,2023-12-02,1983,43,36-45,Female,Region-12,Region-12-City-1,BR016,Employed,Manager,<15K,2400.0,High School,Married,Individual,CH12,True,2023-12-02,1.08,Medium,False,True,False,False,Churned,True,Moderate,13,0.08,177.19,1,1,1,111,Lost,20.0,Mass,Churned,Low Engagement,Medium,13.5,2,True
CUST001833,2018-12-28,2004,22,18-25,Male,Region-07,Region-07-City-2,BR020,Employed,Clerical,<15K,1600.0,Master,Single,Individual,CH12,False,2018-12-28,6.01,High,True,True,False,False,Active,False,Elevated,0,1.04,310.46,3,3,2,332,Potential Loyalist,53.3,Affluent,Loyal,Digital First,High,-4.73,2,True
CUST001834,2016-09-24,1962,64,56-65,Female,Region-01,Region-01-City-3,BR024,Employed,Manager,<15K,2600.0,Bachelor,Single,Individual,CH07,False,2016-09-24,8.27,Medium,False,True,False,False,Active,False,Low,0,2.04,528.95,3,5,2,352,Potential Loyalist,66.7,High Value,Loyal,Transaction Heavy,Medium,63.6,5,True
CUST001835,2018-10-24,1999,27,26-35,Female,Region-12,Region-12-City-1,BR024,Unemployed,Clerical,<15K,1200.0,Bachelor,Single,Individual,CH02,False,2018-10-24,6.19,High,True,True,False,False,Active,False,Elevated,0,0.33,206.41,3,1,1,311,Potential Loyalist,33.3,Mass Affluent,Established,Digital First,High,-18.8,5,True
CUST001836,2018-02-12,1969,57,56-65,Male,Region-03,Region-03-City-3,BR013,Retired,Business Owner,<15K,2400.0,High School,Single,Individual,CH12,False,2018-02-12,6.88,High,True,True,False,False,Active,False,Low,0,0.46,579.95,3,2,3,323,Potential Loyalist,53.3,Affluent,Established,Digital First,High,50.8,3,True
CUST001837,2022-07-28,2000,26,26-35,Male,Region-10,Region-10-City-1,BR017,Employed,Manual Labor,<15K,2100.0,High School,Single,Individual,CH12,True,2022-07-28,2.43,Medium,False,True,False,True,Active,False,Low,0,1.04,412.6,3,3,2,332,Potential Loyalist,53.3,Affluent,Loyal,Low Engagement,Medium,41.45,5,True
CUST001838,2017-07-18,1993,33,26-35,Male,Region-10,Region-10-City-3,BR003,Self-Employed,Professional,<15K,4400.0,High School,Divorced,Individual,CH06,False,2017-07-18,7.46,High,True,True,False,False,Active,False,Low,0,2.46,1155.82,3,5,4,354,Potential Loyalist,80.0,High Value,Loyal,Digital First,High,125.57,4,True
CUST001839,2021-03-10,1961,65,56-65,Male,Region-03,Region-03-City-2,BR004,Employed,Manual Labor,<15K,10000.0,High School,Married,Individual,CH01,False,2021-03-10,3.81,High,True,True,False,False,Churned,True,Elevated,17,0.46,455.26,1,2,2,122,Lost,33.3,Mass Affluent,Churned,Digital First,High,39.01,5,True
CUST001840,2024-05-16,1961,65,56-65,Male,Region-07,Region-07-City-3,BR024,Employed,Manual Labor,15K-30K,16700.0,High School,Divorced,Individual,CH07,False,2024-05-16,0.63,Low,False,False,False,True,Dormant,False,High,0,0.04,3059.34,3,1,5,315,Potential Loyalist,60.0,Affluent,Growing,Branch Dependent,Low,31.87,4,True
CUST001841,2021-08-26,1979,47,46-55,Male,Region-10,Region-10-City-1,BR004,Employed,Professional,15K-30K,18500.0,Bachelor,Divorced,Individual,CH05,False,2021-08-26,3.35,High,True,True,False,True,Active,False,Low,0,0.42,2058.46,3,2,5,325,Potential Loyalist,66.7,High Value,Established,Digital First,High,248.74,2,True
CUST001842,2021-10-20,1977,49,46-55,Male,Region-12,Region-12-City-2,BR002,Unemployed,Manager,<15K,1200.0,Bachelor,Single,Individual,CH10,False,2021-10-20,3.2,Medium,False,True,False,False,Active,False,Elevated,0,0.38,290.18,3,2,2,322,Potential Loyalist,46.7,Affluent,Established,Low Engagement,Medium,-14.95,4,True
CUST001843,2020-04-09,1962,64,56-65,Female,Region-05,Region-05-City-2,BR002,Employed,Manager,<15K,8700.0,High School,Single,Small Business,CH10,False,2020-04-09,4.73,Medium,True,False,False,True,Dormant,False,Low,0,0.29,2042.34,3,1,5,315,Potential Loyalist,60.0,Affluent,Established,Deposit Heavy,Medium,191.99,4,True
CUST001844,2022-07-23,1964,62,56-65,Female,Region-05,Region-05-City-2,BR001,Employed,Clerical,<15K,5000.0,Bachelor,Married,Individual,CH07,False,2022-07-23,2.44,Low,False,False,False,True,Active,False,Low,0,0.88,745.51,3,3,3,333,Potential Loyalist,60.0,Affluent,Established,Branch Dependent,Low,80.41,1,False
CUST001845,2020-10-19,1999,27,26-35,Male,Region-10,Region-10-City-3,BR011,Employed,Clerical,<15K,2000.0,High School,Single,Individual,CH05,False,2020-10-19,4.2,High,True,True,False,True,Active,False,Low,0,0.71,197.52,3,2,1,321,Potential Loyalist,40.0,Mass Affluent,Established,Digital First,High,20.73,3,True
CUST001846,2021-02-07,1991,35,26-35,Male,Region-06,Region-06-City-3,BR003,Employed,Business Owner,<15K,13200.0,Bachelor,Married,Individual,CH03,False,2021-02-07,3.9,High,True,True,False,True,Active,False,Low,0,0.46,1456.06,3,2,4,324,Potential Loyalist,60.0,Affluent,Established,Digital First,High,175.44,4,True
CUST001847,2022-01-02,1960,66,66+,Female,Region-08,Region-08-City-1,BR005,Self-Employed,Clerical,<15K,5200.0,Diploma,Single,Individual,CH06,False,2022-01-02,3.0,Medium,True,False,False,False,Active,False,Low,0,0.92,301.43,3,3,2,332,Potential Loyalist,53.3,Affluent,Established,Low Engagement,Medium,49.0,4,True
CUST001848,2018-09-18,1989,37,36-45,Male,Region-02,Region-02-City-3,BR023,Employed,Professional,15K-30K,18200.0,Diploma,Married,Individual,CH12,True,2018-09-18,6.29,High,True,True,False,False,Active,False,Low,0,1.83,3784.18,3,5,5,355,Potential Loyalist,86.7,Premium,Loyal,Digital First,High,393.36,2,True
CUST001849,2022-03-13,1958,68,66+,Male,Region-09,Region-09-City-2,BR001,Employed,Manager,<15K,2900.0,Master,Widowed,Small Business,CH03,True,2022-03-13,2.8,Medium,False,True,False,True,Active,False,Moderate,0,1.25,493.38,3,4,2,342,Potential Loyalist,60.0,Affluent,Loyal,Low Engagement,Medium,51.77,5,True
CUST001850,2018-02-04,1974,52,46-55,Male,Region-05,Region-05-City-2,BR003,Employed,Professional,<15K,12100.0,Diploma,Married,Individual,CH12,True,2018-02-04,6.9,Medium,True,False,False,False,Active,False,Low,0,1.79,2233.35,3,5,5,355,Potential Loyalist,86.7,Premium,Loyal,Deposit Heavy,Medium,248.54,2,True
CUST001851,2022-09-07,1950,76,66+,Female,Region-05,Region-05-City-1,BR013,Unemployed,Manager,<15K,1200.0,Diploma,Married,Individual,CH05,False,2022-09-07,2.32,High,True,True,False,False,Active,False,High,0,1.96,228.35,3,5,1,351,Potential Loyalist,60.0,Affluent,Loyal,Digital First,High,-45.64,4,True
CUST001852,2017-03-18,1985,41,36-45,Male,Region-11,Region-11-City-2,BR006,Employed,Business Owner,<15K,2400.0,High School,Married,Individual,CH06,True,2017-03-18,7.79,Medium,True,False,False,False,Active,False,Low,0,0.25,402.77,3,1,2,312,Potential Loyalist,40.0,Mass Affluent,Established,Low Engagement,Medium,34.31,3,True
CUST001853,2021-08-31,1960,66,66+,Female,Region-09,Region-09-City-2,BR008,Employed,Manual Labor,<15K,14500.0,Bachelor,Divorced,Individual,CH12,False,2021-08-31,3.33,High,True,True,False,False,Active,False,Low,0,0.79,1842.75,3,3,5,335,Potential Loyalist,73.3,High Value,Established,Digital First,High,222.94,2,True
CUST001854,2024-07-22,1962,64,56-65,Male,Region-07,Region-07-City-1,BR012,Employed,Clerical,<15K,9100.0,Bachelor,Married,Individual,CH02,True,2024-07-22,0.44,High,True,True,False,True,Dormant,False,Elevated,0,0.12,1620.65,3,1,4,314,Potential Loyalist,53.3,Affluent,New,Digital First,High,83.46,5,True
CUST001855,2023-08-01,1960,66,66+,Male,Region-07,Region-07-City-1,BR005,Student,Business Owner,<15K,2200.0,High School,Widowed,Individual,CH07,False,2023-08-01,1.42,Low,False,False,False,False,Active,False,Moderate,0,0.83,258.94,3,3,1,331,Potential Loyalist,46.7,Affluent,Growing,Branch Dependent,Low,26.39,5,True
CUST001856,2017-09-25,1960,66,66+,Male,Region-11,Region-11-City-1,BR019,Self-Employed,Clerical,<15K,5700.0,Bachelor,Single,Individual,CH04,False,2017-09-25,7.27,High,True,True,False,False,Churned,True,High,8,0.54,414.76,1,2,2,122,Lost,33.3,Mass Affluent,Churned,Digital First,High,-37.28,4,True
CUST001857,2017-02-23,1954,72,66+,Female,Region-08,Region-08-City-1,BR018,Employed,Public Sector,<15K,13300.0,High School,Married,Individual,CH02,True,2017-02-23,7.85,Low,False,False,False,False,Active,False,Moderate,0,1.04,3063.73,3,3,5,335,Potential Loyalist,73.3,High Value,Loyal,Branch Dependent,Low,293.73,4,True
CUST001858,2023-01-12,1980,46,46-55,Female,Region-03,Region-03-City-1,BR001,Self-Employed,Professional,<15K,7100.0,Bachelor,Divorced,Individual,CH10,True,2023-01-12,1.97,High,True,True,False,False,Active,False,Moderate,0,1.79,649.05,3,5,3,353,Potential Loyalist,73.3,High Value,Growing,Digital First,High,91.18,7,True
CUST001859,2019-07-22,1997,29,26-35,Female,Region-07,Region-07-City-3,BR015,Retired,Clerical,<15K,2200.0,High School,Divorced,Individual,CH09,False,2019-07-22,5.45,High,True,True,False,False,Active,False,Elevated,0,1.5,407.01,3,4,2,342,Potential Loyalist,60.0,Affluent,Loyal,Digital First,High,7.78,3,True
CUST001860,2019-10-20,1966,60,56-65,Female,Region-08,Region-08-City-1,BR009,Self-Employed,Clerical,<15K,6600.0,Master,Single,Individual,CH11,True,2019-10-20,5.2,High,True,True,False,False,Active,False,Low,0,0.42,1356.8,3,2,4,324,Potential Loyalist,60.0,Affluent,Established,Digital First,High,130.07,4,True
CUST001861,2023-09-23,1992,34,26-35,Male,Region-01,Region-01-City-2,BR014,Employed,Clerical,<15K,5900.0,Bachelor,Single,Small Business,CH05,True,2023-09-23,1.27,Medium,False,True,False,False,Active,False,Low,0,0.79,1268.29,3,3,4,334,Potential Loyalist,66.7,High Value,Growing,Low Engagement,Medium,128.45,3,True
CUST001862,2020-11-21,1979,47,46-55,Male,Region-02,Region-02-City-3,BR017,Employed,Public Sector,<15K,7900.0,Master,Divorced,Individual,CH05,False,2020-11-21,4.11,High,True,True,False,True,Dormant,False,Moderate,0,0.08,2099.27,3,1,5,315,Potential Loyalist,60.0,Affluent,Established,Digital First,High,186.17,4,True
CUST001863,2018-09-26,1963,63,56-65,Female,Region-06,Region-06-City-1,BR009,Self-Employed,Manual Labor,15K-30K,20000.0,Diploma,Married,Individual,CH06,False,2018-09-26,6.26,Medium,True,False,False,False,Dormant,False,Moderate,0,0.33,2322.81,3,1,5,315,Potential Loyalist,60.0,Affluent,Established,Deposit Heavy,Medium,270.51,4,True
CUST001864,2016-04-20,1953,73,66+,Male,Region-07,Region-07-City-2,BR016,Employed,Business Owner,15K-30K,18500.0,High School,Married,Individual,CH08,False,2016-04-20,8.7,Low,False,False,False,True,Active,False,Elevated,0,0.83,3735.1,3,3,5,335,Potential Loyalist,73.3,High Value,Established,Branch Dependent,Low,240.16,3,True
CUST001865,2017-05-13,1993,33,26-35,Female,Region-01,Region-01-City-1,BR019,Employed,Business Owner,<15K,10300.0,Master,Single,Individual,CH01,True,2017-05-13,7.64,High,True,True,False,True,Active,False,Low,0,1.88,919.01,3,5,3,353,Potential Loyalist,73.3,High Value,Loyal,Digital First,High,134.28,4,True
CUST001866,2024-01-18,1951,75,66+,Female,Region-06,Region-06-City-2,BR021,Retired,Clerical,<15K,5700.0,Bachelor,Single,Small Business,CH08,False,2024-01-18,0.95,Medium,False,True,False,False,Churned,True,High,17,0.17,143.31,1,1,1,111,Lost,20.0,Mass,Churned,Low Engagement,Medium,-43.53,2,True
CUST001867,2022-10-20,1973,53,46-55,Male,Region-03,Region-03-City-3,BR004,Self-Employed,Manual Labor,<15K,12500.0,Bachelor,Married,Individual,CH03,False,2022-10-20,2.2,Medium,False,True,False,False,Active,False,Low,0,1.29,2524.51,3,4,5,345,Potential Loyalist,80.0,High Value,Loyal,Deposit Heavy,Medium,266.04,3,True
CUST001868,2021-01-10,1951,75,66+,Male,Region-09,Region-09-City-2,BR014,Employed,Public Sector,<15K,9200.0,High School,Married,Individual,CH06,False,2021-01-10,3.97,High,True,True,False,True,Active,False,Moderate,0,1.96,1251.51,3,5,4,354,Potential Loyalist,80.0,High Value,Loyal,Digital First,High,152.1,3,True
CUST001869,2023-07-30,1992,34,26-35,Female,Region-06,Region-06-City-2,BR012,Self-Employed,Clerical,<15K,3600.0,Bachelor,Single,Individual,CH07,False,2023-07-30,1.42,Medium,True,False,False,False,Dormant,False,Low,0,0.33,1385.71,3,1,4,314,Potential Loyalist,53.3,Affluent,Growing,Low Engagement,Medium,115.95,4,True
CUST001870,2019-11-01,2004,22,18-25,Male,Region-02,Region-02-City-1,BR023,Retired,Manager,<15K,2400.0,High School,Divorced,Individual,CH11,False,2019-11-01,5.17,High,True,True,False,False,Churned,True,Elevated,4,0.62,455.76,1,2,2,122,Lost,33.3,Mass Affluent,Churned,Digital First,High,1.62,3,True
CUST001871,2024-11-03,1967,59,56-65,Male,Region-05,Region-05-City-3,BR010,Self-Employed,Business Owner,15K-30K,15500.0,Master,Single,Individual,CH07,True,2024-11-03,0.16,Medium,False,True,False,False,Active,False,Elevated,0,0.38,2265.72,3,2,5,325,Potential Loyalist,66.7,High Value,New,Deposit Heavy,Medium,150.76,2,True
CUST001872,2023-11-28,1967,59,56-65,Male,Region-12,Region-12-City-2,BR006,Self-Employed,Manual Labor,<15K,3700.0,Bachelor,Married,Individual,CH06,False,2023-11-28,1.09,High,True,True,False,False,Churned,True,Moderate,2,1.71,970.96,1,5,3,153,At Risk,60.0,Affluent,Churned,Digital First,High,96.66,2,True
