branch_id,month,active_customers,total_balance,total_transactions,fee_income,interest_income,employee_count,loan_interest_income,revenue,operating_cost,profit,revenue_per_employee
BR011,2023-06,794,926282.3273490412,927,339.96,7718.97,16,16344.72,24403.65,14586.27,9817.38,1525.23
BR011,2023-07,785,896191.465382945,888,333.37,7468.22,16,16565.6,24367.19,13224.82,11142.37,1522.95
BR011,2023-08,778,863177.1566722416,839,314.86,7193.26,16,16786.47,24294.59,15771.41,8523.18,1518.41
BR011,2023-09,768,842836.4482907912,877,324.69,7023.63,16,17007.35,24355.67,13922.41,10433.26,1522.23
BR011,2023-10,761,840899.3471477259,814,289.83,7007.51,16,17228.22,24525.56,12929.91,11595.65,1532.85
BR011,2023-11,754,849919.7582483826,831,307.38,7082.74,16,17449.1,24839.22,13698.32,11140.9,1552.45
BR011,2023-12,744,862649.6125115497,882,336.55,7188.68,16,17669.97,25195.2,13413.49,11781.71,1574.7
BR011,2024-01,740,879916.8243411367,915,337.14,7332.69,16,17890.85,25560.68,14362.03,11198.65,1597.54
BR011,2024-02,733,903594.7294124641,896,320.13,7529.97,16,18111.72,25961.82,13912.45,12049.37,1622.61
BR011,2024-03,723,909347.1822686243,866,333.55,7577.82,16,18332.6,26243.97,11525.27,14718.7,1640.25
BR011,2024-04,716,903642.7854875823,892,346.32,7530.43,16,18553.47,26430.22,11604.74,14825.48,1651.89
BR011,2024-05,705,886457.5784737616,816,304.48,7387.11,16,18774.35,26465.94,14075.62,12390.32,1654.12
BR011,2024-06,697,858739.5742326321,823,312.4,7156.17,16,18995.22,26463.79,12130.69,14333.1,1653.99
BR011,2024-07,687,830905.0780258449,789,285.26,6924.05,16,19216.1,26425.41,15440.69,10984.72,1651.59
BR011,2024-08,675,813907.3221114934,819,324.47,6782.71,16,19436.97,26544.15,12511.09,14033.06,1659.01
BR011,2024-09,671,805995.3605463352,737,268.99,6716.72,16,19657.84,26643.55,13936.08,12707.47,1665.22
BR011,2024-10,668,819782.5493580184,703,262.43,6831.54,16,19878.72,26972.69,15047.55,11925.14,1685.79
BR011,2024-11,662,847526.4883111818,753,279.27,7062.67,16,20099.59,27441.53,11357.02,16084.51,1715.1
BR011,2024-12,655,874081.8693569498,798,296.99,7284.03,16,20320.47,27901.49,13422.09,14479.4,1743.84
BR012,2023-01,843,989133.51949038,974,365.59,8242.67,26,16780.72,25388.98,25037.38,351.6,976.5
BR012,2023-02,843,1027027.4869599702,1040,380.81,8558.48,26,17023.92,25963.21,25268.93,694.28,998.58
BR012,2023-03,843,1052695.388274232,1025,396.21,8772.52,26,17267.12,26435.85,23255.28,3180.57,1016.76
BR012,2023-04,843,1057175.4302956995,995,364.17,8809.84,26,17510.32,26684.33,21926.09,4758.24,1026.32
BR012,2023-05,843,1049445.817312651,986,378.09,8745.22,26,17753.52,26876.83,23701.4,3175.43,1033.72
BR012,2023-06,843,1029223.0068059545,1024,394.2,8577.02,26,17996.71,26967.93,22206.06,4761.87,1037.23
BR012,2023-07,836,1002620.5941491347,968,358.05,8355.26,26,18239.91,26953.22,19147.0,7806.22,1036.66
BR012,2023-08,833,977851.3927767412,927,341.39,8148.75,26,18483.11,26973.25,19452.65,7520.6,1037.43
BR012,2023-09,825,956518.8746463931,885,341.97,7970.99,26,18726.31,27039.27,19244.62,7794.65,1039.97
BR012,2023-10,814,951940.8454215252,843,317.25,7932.7300000000005,26,18969.51,27219.49,25675.84,1543.65,1046.9
BR012,2023-11,808,967910.3760309492,891,333.16,8066.01,26,19212.71,27611.88,22676.78,4935.1,1062.0
BR012,2023-12,801,990169.3049316858,940,346.2,8251.36,26,19455.91,28053.47,24167.7,3885.77,1078.98
BR012,2024-01,799,1023738.186261991,946,356.51,8531.2,26,19699.11,28586.82,22915.89,5670.93,1099.49
BR012,2024-02,792,1053486.4073149343,922,348.24,8779.0,26,19942.31,29069.55,25219.05,3850.5,1118.06
BR012,2024-03,789,1071257.2155288542,975,361.52,8927.19,26,20185.5,29474.21,25388.58,4085.63,1133.62
BR012,2024-04,787,1068582.9417335093,903,333.31,8904.76,26,20428.7,29666.77,18594.77,11072.0,1141.03
BR012,2024-05,780,1055262.4392713103,914,342.48,8793.89,26,20671.9,29808.27,22213.04,7595.23,1146.47
BR012,2024-06,773,1031235.1810123572,896,330.48,8593.56,26,20915.1,29839.14,24556.89,5282.25,1147.66
BR012,2024-07,762,1008575.3913453843,841,311.6,8404.9,26,21158.3,29874.8,23475.94,6398.86,1149.03
BR012,2024-08,755,989470.0133321553,796,306.97,8245.4,26,21401.5,29953.87,25182.2,4771.67,1152.07
BR012,2024-09,751,984646.7518349724,775,288.46,8205.37,26,21644.7,30138.53,20390.14,9748.39,1159.17
BR012,2024-10,742,986529.1087310801,819,298.77,8221.06,26,21887.9,30407.73,21287.03,9120.7,1169.53
BR012,2024-11,737,1020941.8185761835,857,322.62,8507.83,26,22131.1,30961.55,22797.6,8163.95,1190.83
BR012,2024-12,729,1056136.9173022,794,294.74,8801.16,26,22374.29,31470.19,19790.55,11679.64,1210.39
BR013,2023-01,804,950872.5917267092,883,336.33,7923.95,7,16986.35,25246.63,6433.4,18813.23,3606.66
BR013,2023-02,804,981100.6961217134,953,366.65,8175.81,7,17232.53,25774.99,7134.63,18640.36,3682.14
BR013,2023-03,804,1005946.5181736317,935,352.69,8382.83,7,17478.71,26214.23,6269.57,19944.66,3744.89
BR013,2023-04,804,1006774.8341214731,958,364.53,8389.82,7,17724.89,26479.24,6370.11,20109.13,3782.75
BR013,2023-05,804,992367.1096933525,923,344.66,8269.75,7,17971.07,26585.48,5922.77,20662.71,3797.93
BR013,2023-06,804,966671.2356638049,915,342.13,8055.64,7,18217.25,26615.02,6134.47,20480.55,3802.15
BR013,2023-07,794,938775.7770628651,859,323.55,7823.1900000000005,7,18463.43,26610.17,6607.02,20003.15,3801.45
BR013,2023-08,785,909859.5699298732,851,319.02,7582.19,7,18709.61,26610.82,6494.17,20116.65,3801.55
BR013,2023-09,776,889454.8528751754,833,312.33,7412.04,7,18955.78,26680.15,5654.72,21025.43,3811.45
BR013,2023-10,769,896314.0598420236,814,305.81,7469.17,7,19201.96,26976.94,6967.95,20008.99,3853.85
BR013,2023-11,767,905705.8303302529,830,310.68,7547.45,7,19448.14,27306.27,7692.52,19613.75,3900.9
BR013,2023-12,760,926011.1017765764,814,314.92,7716.72,7,19694.32,27725.96,6902.7,20823.26,3960.85
BR013,2024-01,754,955434.8084781317,852,318.17,7961.76,7,19940.5,28220.43,7785.88,20434.55,4031.49
BR013,2024-02,750,966808.5515632014,855,325.55,8056.68,7,20186.68,28568.91,7676.81,20892.1,4081.27
BR013,2024-03,739,983233.8604589325,986,372.02,8193.65,7,20432.86,28998.53,6627.42,22371.11,4142.65
BR013,2024-04,736,985883.586426828,869,321.28,8215.78,7,20679.04,29216.1,6195.84,23020.26,4173.73
BR013,2024-05,733,973671.7760190213,790,296.02,8113.81,7,20925.22,29335.05,5823.01,23512.04,4190.72
BR013,2024-06,727,949169.5191876875,831,311.99,7909.7,7,21171.4,29393.09,6833.34,22559.75,4199.01
BR013,2024-07,720,925588.2562670729,795,295.73,7713.24,7,21417.57,29426.54,5397.59,24028.95,4203.79
BR013,2024-08,714,911347.8411941809,751,278.43,7594.67,7,21663.75,29536.85,7084.23,22452.62,4219.55
BR013,2024-09,707,901048.4530077319,723,261.75,7508.78,7,21909.93,29680.46,5469.35,24211.11,4240.07
BR013,2024-10,698,908208.7052470731,751,284.41,7568.49,7,22156.11,30009.01,6789.53,23219.48,4287.0
BR013,2024-11,688,932933.3418757109,740,279.21,7774.41,7,22402.29,30455.91,7235.94,23219.97,4350.84
BR013,2024-12,678,963011.7650597356,735,266.8,8025.07,7,22648.47,30940.34,6026.4,24913.94,4420.05
BR014,2023-01,770,874569.8087224142,890,332.95,7288.19,17,14120.09,21741.23,14744.03,6997.2,1278.9
BR014,2023-02,770,899458.9824218843,954,363.36,7495.53,17,14324.73,22183.62,12937.72,9245.9,1304.92
BR014,2023-03,770,917621.7481703365,936,353.42,7646.92,17,14529.37,22529.71,12986.62,9543.09,1325.28
BR014,2023-04,770,919226.3460975818,1045,390.87,7660.17,17,14734.01,22785.05,14996.32,7788.73,1340.3
BR014,2023-05,770,909390.599669894,984,376.25,7578.22,17,14938.65,22893.12,14427.38,8465.74,1346.65
BR014,2023-06,770,890746.0599900453,862,316.44,7422.97,17,15143.29,22882.7,12856.52,10026.18,1346.04
BR014,2023-07,762,856030.2906369483,897,352.9,7133.7,17,15347.93,22834.53,15430.55,7403.98,1343.21
BR014,2023-08,755,831584.5754644232,816,301.52,6929.83,17,15552.57,22783.92,12647.83,10136.09,1340.23
BR014,2023-09,746,813088.8435700231,755,292.5,6775.74,17,15757.2,22825.44,15722.22,7103.22,1342.67
BR014,2023-10,736,813993.6831620929,805,296.78,6783.23,17,15961.84,23041.85,13161.86,9879.99,1355.4
BR014,2023-11,732,816724.3330297358,720,270.15,6806.1,17,16166.48,23242.73,14176.31,9066.42,1367.22
BR014,2023-12,726,829866.709083028,816,307.37,6915.54,17,16371.12,23594.03,15062.23,8531.8,1387.88
BR014,2024-01,715,844658.8627753502,802,289.7,7038.86,17,16575.76,23904.32,12554.64,11349.68,1406.14
BR014,2024-02,708,866360.6837910734,817,301.67,7219.7699999999995,17,16780.4,24301.84,12389.71,11912.13,1429.52
BR014,2024-03,701,877269.4456577079,877,330.5,7310.69,17,16985.04,24626.23,16293.28,8332.95,1448.6
BR014,2024-04,696,877468.6217962928,833,315.18,7312.2,17,17189.68,24817.06,16745.15,8071.91,1459.83
BR014,2024-05,693,859913.5908648734,787,301.53,7166.04,17,17394.32,24861.89,15673.89,9188.0,1462.46
BR014,2024-06,683,835909.5794359008,768,290.86,6965.88,17,17598.96,24855.7,15766.52,9089.18,1462.1
BR014,2024-07,674,810945.9459665733,689,252.95,6757.82,17,17803.59,24814.36,14321.49,10492.87,1459.67
BR014,2024-08,666,792405.6512209107,777,296.36,6603.32,17,18008.23,24907.91,14235.35,10672.56,1465.17
BR014,2024-09,657,780640.5508190156,687,260.58,6505.32,17,18212.87,24978.77,13609.14,11369.63,1469.34
BR014,2024-10,650,781686.4790109295,708,262.26,6514.0,17,18417.51,25193.77,14690.92,10502.85,1481.99
BR014,2024-11,643,801065.82056929,713,262.82,6675.59,17,18622.15,25560.56,12815.56,12745.0,1503.56
BR014,2024-12,636,825600.8634792288,745,288.33,6880.06,17,18826.79,25995.18,13555.76,12439.42,1529.13
BR015,2023-01,815,927250.0143716965,938,355.95,7726.87,20,15675.27,23758.09,16383.96,7374.13,1187.9
BR015,2023-02,815,963221.4507485003,954,350.82,8026.85,20,15902.45,24280.12,18984.44,5295.68,1214.01
BR015,2023-03,815,986198.1300019342,1035,396.53,8218.35,20,16129.63,24744.51,19828.56,4915.95,1237.23
BR015,2023-04,815,986253.416039712,981,359.38,8218.8,20,16356.81,24934.99,16162.96,8772.03,1246.75
BR015,2023-05,815,978851.9879005469,965,365.65,8157.31,20,16583.99,25106.95,17489.07,7617.88,1255.35
BR015,2023-06,815,954866.8926918862,880,316.8,7957.14,20,16811.16,25085.1,19353.9,5731.2,1254.25
BR015,2023-07,805,929583.1620057939,885,328.21,7746.67,20,17038.34,25113.22,18684.65,6428.57,1255.66
BR015,2023-08,796,911023.7542827114,848,314.62,7591.82,20,17265.52,25171.96,17639.63,7532.33,1258.6
BR015,2023-09,792,895580.9679388164,871,344.57,7463.17,20,17492.7,25300.44,16387.37,8913.07,1265.02
BR015,2023-10,787,903941.5873798899,889,324.21,7532.89,20,17719.88,25576.98,18129.87,7447.11,1278.85
BR015,2023-11,783,911578.277737592,773,287.25,7596.6,20,17947.05,25830.9,13753.52,12077.38,1291.54
BR015,2023-12,775,933434.7394706169,872,330.9,7778.61,20,18174.23,26283.74,19896.94,6386.8,1314.19
BR015,2024-01,771,965371.0516813601,876,339.71,8044.87,20,18401.41,26785.99,20016.16,6769.83,1339.3
BR015,2024-02,760,992836.3163554975,882,323.64,8273.64,20,18628.59,27225.87,14572.15,12653.72,1361.29
BR015,2024-03,755,1008387.2568053688,843,321.9,8403.12,20,18855.77,27580.79,13716.65,13864.14,1379.04
BR015,2024-04,748,1006834.3422114311,891,332.05,8390.32,20,19082.94,27805.31,15820.32,11984.99,1390.27
BR015,2024-05,736,994084.473447535,829,312.51,8283.95,20,19310.12,27906.58,14775.36,13131.22,1395.33
BR015,2024-06,732,969312.6979795144,872,322.56,8077.47,20,19537.3,27937.33,17794.54,10142.79,1396.87
BR015,2024-07,726,948389.8380854691,788,289.16,7903.06,20,19764.48,27956.7,19038.18,8918.52,1397.84
BR015,2024-08,721,934950.3555761613,770,299.41,7791.3,20,19991.65,28082.36,15405.16,12677.2,1404.12
BR015,2024-09,710,930208.5847624885,797,297.3,7751.8,20,20218.83,28267.93,16074.77,12193.16,1413.4
BR015,2024-10,705,953023.2149161928,710,261.43,7941.8,20,20446.01,28649.24,14958.53,13690.71,1432.46
BR015,2024-11,698,978686.3032299295,747,276.73,8155.66,20,20673.19,29105.58,14446.84,14658.74,1455.28
BR015,2024-12,687,1017850.8725405108,840,325.65,8482.2,20,20900.37,29708.22,18094.7,11613.52,1485.41
BR016,2023-01,833,1021151.5422683303,942,350.64,8509.66,39,19397.36,28257.66,31558.24,-3300.58,724.56
BR016,2023-02,833,1051866.4476788437,1002,366.22,8765.53,39,19678.49,28810.24,26779.05,2031.19,738.72
BR016,2023-03,833,1074671.5116498186,1028,389.5,8955.61,39,19959.61,29304.72,30274.86,-970.14,751.4
BR016,2023-04,833,1078768.5733014657,1015,375.17,8989.76,39,20240.73,29605.66,26861.8,2743.86,759.12
BR016,2023-05,833,1069474.1570564199,987,372.33,8912.22,39,20521.85,29806.4,33108.92,-3302.52,764.27
BR016,2023-06,833,1043121.1776985767,956,360.65,8692.539999999999,39,20802.97,29856.16,33948.62,-4092.46,765.54
BR016,2023-07,825,1002921.8275458604,948,347.01,8357.87,39,21084.09,29788.97,35345.37,-5556.4,763.82
BR016,2023-08,816,976120.6751621317,903,330.3,8134.25,39,21365.21,29829.76,33746.71,-3916.95,764.87
BR016,2023-09,807,954181.201772052,881,332.2,7951.56,39,21646.33,29930.09,36893.4,-6963.31,767.44
BR016,2023-10,799,957235.757327559,874,336.64,7976.92,39,21927.46,30241.02,28645.94,1595.08,775.41
BR016,2023-11,792,955653.5374111253,895,330.94,7963.84,39,22208.58,30503.36,26687.0,3816.36,782.14
BR016,2023-12,782,974047.0026704362,815,314.91,8117.07,39,22489.7,30921.68,34284.78,-3363.1,792.86
BR016,2024-01,772,991148.2692990146,879,327.23,8259.42,39,22770.82,31357.47,31649.5,-292.03,804.04
BR016,2024-02,760,1003333.5215787062,917,350.85,8361.13,39,23051.94,31763.92,27164.61,4599.31,814.46
BR016,2024-03,751,1006171.1156871016,911,339.0,8384.75,39,23333.06,32056.81,28905.77,3151.04,821.97
BR016,2024-04,744,995280.1680100579,896,346.1,8294.01,39,23614.18,32254.29,26661.19,5593.1,827.03
BR016,2024-05,737,975869.7595251343,877,318.89,8132.36,39,23895.3,32346.55,32755.29,-408.74,829.4
BR016,2024-06,725,955947.6867230909,788,295.97,7966.25,39,24176.42,32438.64,28625.22,3813.42,831.76
BR016,2024-07,718,926395.4817769179,842,313.7,7719.9,39,24457.55,32491.15,26206.22,6284.93,833.11
BR016,2024-08,715,911281.8498304877,779,278.4,7593.95,39,24738.67,32611.02,34742.23,-2131.21,836.18
BR016,2024-09,707,907214.5711572398,774,284.13,7560.11,39,25019.79,32864.03,35768.65,-2904.62,842.67
BR016,2024-10,701,912047.3366469556,757,292.24,7600.32,39,25300.91,33193.47,35127.76,-1934.29,851.11
BR016,2024-11,696,941006.6243332124,782,302.97,7841.77,39,25582.03,33726.77,32145.07,1581.7,864.79
BR016,2024-12,688,968562.4950426766,796,297.52,8071.43,39,25863.15,34232.1,36298.98,-2066.88,877.75
BR017,2023-01,837,1034417.9092816989,948,349.66,8620.06,13,17229.37,26199.09,9845.92,16353.17,2015.31
BR017,2023-02,837,1059850.554347218,959,359.52,8832.22,13,17479.07,26670.81,10718.07,15952.74,2051.6
BR017,2023-03,837,1083060.780681597,928,348.92,9025.47,13,17728.77,27103.16,11822.82,15280.34,2084.86
BR017,2023-04,837,1092916.3322707356,969,379.48,9107.74,13,17978.48,27465.7,9697.18,17768.52,2112.75
BR017,2023-05,837,1084026.3445581533,965,358.38,9033.46,13,18228.18,27620.02,11855.94,15764.08,2124.62
BR017,2023-06,837,1062809.2823528606,915,340.67,8856.98,13,18477.88,27675.53,12604.6,15070.93,2128.89
BR017,2023-07,831,1034861.9367945525,892,336.14,8623.84,13,18727.58,27687.56,11070.8,16616.76,2129.81
BR017,2023-08,821,1003964.2133730357,874,328.46,8366.5,13,18977.28,27672.24,12554.05,15118.19,2128.63
BR017,2023-09,814,987111.6564202616,868,321.97,8226.0,13,19226.98,27774.95,10319.48,17455.47,2136.53
BR017,2023-10,809,981732.991054852,828,316.01,8181.26,13,19476.68,27973.95,10708.43,17265.52,2151.84
BR017,2023-11,798,991077.7555164031,823,303.94,8258.93,13,19726.38,28289.25,11949.41,16339.84,2176.1
BR017,2023-12,790,1010029.705296753,881,330.67,8416.99,13,19976.08,28723.74,9445.43,19278.31,2209.52
BR017,2024-01,783,1044259.1303465895,866,333.05,8702.08,13,20225.78,29260.91,9357.55,19903.36,2250.84
BR017,2024-02,772,1070916.3074319493,877,334.3,8924.35,13,20475.49,29734.14,12496.05,17238.09,2287.24
BR017,2024-03,763,1082458.492669797,845,313.04,9020.49,13,20725.19,30058.72,11027.51,19031.21,2312.21
BR017,2024-04,757,1080265.223131226,853,305.65,9002.19,13,20974.89,30282.73,12983.83,17298.9,2329.44
BR017,2024-05,746,1065082.733466819,842,316.5,8875.76,13,21224.59,30416.85,10391.43,20025.42,2339.76
BR017,2024-06,733,1042746.6086727321,828,302.53,8689.37,13,21474.29,30466.19,10948.62,19517.57,2343.55
BR017,2024-07,731,1014422.4470691484,807,310.14,8453.44,13,21723.99,30487.57,12699.68,17787.89,2345.2
BR017,2024-08,724,990552.2159359351,781,302.99,8254.56,13,21973.69,30531.24,12311.06,18220.18,2348.56
BR017,2024-09,715,985759.2884743012,723,262.84,8214.69,13,22223.39,30700.92,11515.22,19185.7,2361.61
BR017,2024-10,709,987770.7280465965,681,256.91,8231.48,13,22473.09,30961.48,10249.91,20711.57,2381.65
BR017,2024-11,698,1022783.2549481435,741,281.41,8523.11,13,22722.8,31527.32,11785.38,19741.94,2425.18
BR017,2024-12,691,1062522.508641595,731,263.59,8854.42,13,22972.5,32090.51,11801.58,20288.93,2468.5
BR018,2023-01,830,966339.2689370121,945,357.71,8052.64,15,18468.54,26878.89,12985.18,13893.71,1791.93
BR018,2023-02,830,988433.5742688867,992,370.59,8236.82,15,18736.2,27343.61,14243.14,13100.47,1822.91
BR018,2023-03,830,1014532.4237885351,994,364.57,8454.48,15,19003.86,27822.91,13444.17,14378.74,1854.86
BR018,2023-04,830,1022088.2855208763,1004,380.17,8517.36,15,19271.52,28169.05,13823.19,14345.86,1877.94
BR018,2023-05,830,1015123.2451044729,1038,381.92,8459.22,15,19539.18,28380.32,12081.61,16298.71,1892.02
BR018,2023-06,830,989218.2188524383,956,377.23,8243.6,15,19806.84,28427.67,13381.61,15046.06,1895.18
BR018,2023-07,821,961570.1467314552,912,348.41,8013.06,15,20074.5,28435.97,13085.89,15350.08,1895.73
BR018,2023-08,810,930562.1076422329,860,319.1,7754.67,15,20342.16,28415.93,12274.98,16140.95,1894.4
BR018,2023-09,800,909401.8878301546,822,307.78000000000003,7578.29,15,20609.82,28495.89,15218.26,13277.63,1899.73
BR018,2023-10,787,899369.3305337569,870,314.74,7494.7,15,20877.48,28686.92,12253.65,16433.27,1912.46
BR018,2023-11,778,908412.1707448428,886,335.49,7570.14,15,21145.14,29050.77,14312.24,14738.53,1936.72
BR018,2023-12,767,923382.0234679392,921,350.07,7694.84,15,21412.8,29457.71,14261.48,15196.23,1963.85
BR018,2024-01,760,956836.3021439213,917,348.86,7973.73,15,21680.46,30003.05,13138.14,16864.91,2000.2
BR018,2024-02,749,972469.99376515,875,320.28000000000003,8104.05,15,21948.12,30372.45,14132.94,16239.51,2024.83
BR018,2024-03,742,991921.2074717262,863,325.95,8266.02,15,22215.78,30807.75,14710.01,16097.74,2053.85
BR018,2024-04,736,986305.4689369868,867,321.6,8219.14,15,22483.44,31024.18,13222.87,17801.31,2068.28
BR018,2024-05,731,974571.7465610048,865,325.73,8121.54,15,22751.1,31198.37,13046.04,18152.33,2079.89
BR018,2024-06,722,944165.4568041784,807,296.27,7867.97,15,23018.76,31183.0,13716.34,17466.66,2078.87
BR018,2024-07,709,917773.6449101862,755,283.38,7648.04,15,23286.42,31217.84,11371.64,19846.2,2081.19
BR018,2024-08,705,903532.5704129133,788,294.54,7529.42,15,23554.08,31378.04,11059.01,20319.03,2091.87
BR018,2024-09,698,896727.2009013266,811,305.39,7472.78,15,23821.74,31599.91,13313.15,18286.76,2106.66
BR018,2024-10,689,904140.095793013,749,286.54,7534.48,15,24089.4,31910.42,14274.98,17635.44,2127.36
BR018,2024-11,686,931014.7582386242,788,306.7,7758.51,15,24357.06,32422.27,14372.27,18050.0,2161.48
BR018,2024-12,682,972642.6439654247,803,309.42,8105.42,15,24624.72,33039.56,14154.27,18885.29,2202.64
BR019,2023-01,768,913959.4428262196,845,308.58,7616.32,19,15001.84,22926.74,16709.41,6217.33,1206.67
BR019,2023-02,768,942889.0972442344,940,350.74,7857.58,19,15219.26,23427.58,16009.1,7418.48,1233.03
BR019,2023-03,768,959224.2300833678,956,359.03,7993.6,19,15436.67,23789.3,14175.82,9613.48,1252.07
BR019,2023-04,768,972595.0888192999,916,341.46,8105.08,19,15654.09,24100.63,17025.7,7074.93,1268.45
BR019,2023-05,768,965244.5301967764,909,340.8,8043.64,19,15871.51,24255.95,18726.68,5529.27,1276.63
BR019,2023-06,768,954081.4338881408,852,323.73,7950.71,19,16088.93,24363.37,13882.63,10480.74,1282.28
BR019,2023-07,767,934532.5891345303,893,331.25,7787.7,19,16306.35,24425.3,13928.21,10497.09,1285.54
BR019,2023-08,762,902807.7115022386,879,333.75,7523.2699999999995,19,16523.76,24380.78,17269.18,7111.6,1283.2
BR019,2023-09,756,891421.6562674594,758,271.48,7428.42,19,16741.18,24441.08,14589.16,9851.92,1286.37
BR019,2023-10,752,876071.9705818844,791,298.72,7300.63,19,16958.6,24557.95,16743.86,7814.09,1292.52
BR019,2023-11,737,894817.1931000047,806,300.9,7456.88,19,17176.02,24933.8,16945.63,7988.17,1312.31
BR019,2023-12,734,913842.716141394,839,310.21,7615.37,19,17393.44,25319.02,13869.55,11449.47,1332.58
BR019,2024-01,727,938359.3938364689,823,304.11,7819.7300000000005,19,17610.85,25734.69,14892.55,10842.14,1354.46
BR019,2024-02,722,954027.2216607253,886,334.95,7950.16,19,17828.27,26113.38,14189.0,11924.38,1374.39
BR019,2024-03,714,969784.1694873703,864,329.23,8081.54,19,18045.69,26456.46,13889.83,12566.63,1392.45
BR019,2024-04,703,963022.7946749041,868,323.72,8025.19,19,18263.11,26612.02,16848.08,9763.94,1400.63
BR019,2024-05,693,950577.700257725,834,329.5,7921.53,19,18480.53,26731.56,15012.26,11719.3,1406.92
BR019,2024-06,683,921216.7886924262,760,278.2,7676.76,19,18697.94,26652.9,16731.22,9921.68,1402.78
BR019,2024-07,677,897642.5510507848,740,275.71,7480.34,19,18915.36,26671.41,15762.79,10908.62,1403.76
BR019,2024-08,669,885137.6188133274,698,270.24,7376.27,19,19132.78,26779.29,16930.4,9848.89,1409.44
BR019,2024-09,665,881603.6796692275,681,258.61,7346.83,19,19350.2,26955.64,15562.28,11393.36,1418.72
BR019,2024-10,659,898312.449836307,669,250.41,7485.96,19,19567.62,27303.99,16507.04,10796.95,1437.05
BR019,2024-11,651,921033.9042749766,771,298.14,7675.34,19,19785.03,27758.51,18568.58,9189.93,1460.97
BR019,2024-12,646,953004.3983351089,746,274.28,7941.72,19,20002.45,28218.45,14866.79,13351.66,1485.18
BR020,2023-01,808,985179.7551508709,916,340.97,8209.84,39,16665.75,25216.56,34353.56,-9137.0,646.58
BR020,2023-02,808,1020731.3171873994,911,353.05,8506.22,39,16907.28,25766.55,34608.76,-8842.21,660.68
BR020,2023-03,808,1039976.0418819191,843,319.76,8666.48,39,17148.82,26135.06,32158.61,-6023.55,670.13
BR020,2023-04,808,1051300.412599159,996,370.17,8760.81,39,17390.35,26521.33,34975.93,-8454.6,680.03
BR020,2023-05,808,1044798.3560893426,997,372.25,8706.59,39,17631.88,26710.72,36049.53,-9338.81,684.89
BR020,2023-06,808,1012856.2403306125,892,340.28,8440.49,39,17873.41,26654.18,34075.18,-7421.0,683.44
BR020,2023-07,802,986298.4680289899,895,332.56,8219.27,39,18114.95,26666.78,34829.91,-8163.13,683.76
BR020,2023-08,786,956296.5321690864,833,313.71999999999997,7969.07,39,18356.48,26639.27,36569.87,-9930.6,683.06
BR020,2023-09,783,937359.0484344832,810,304.8,7811.27,39,18598.01,26714.08,36221.28,-9507.2,684.98
BR020,2023-10,775,937921.9294146223,775,300.12,7815.93,39,18839.54,26955.59,34783.55,-7827.96,691.17
BR020,2023-11,767,948351.6389622816,880,329.27,7902.96,39,19081.08,27313.31,32972.42,-5659.11,700.34
BR020,2023-12,760,971927.5097662774,832,307.65,8099.35,39,19322.61,27729.61,31210.83,-3481.22,711.02
BR020,2024-01,752,990734.0552363007,836,308.26,8256.25,39,19564.14,28128.65,30901.54,-2772.89,721.25
BR020,2024-02,743,1017515.0134139231,839,317.66,8479.38,39,19805.67,28602.71,30858.23,-2255.52,733.4
BR020,2024-03,737,1036120.8777686986,870,329.63,8634.4,39,20047.21,29011.24,30412.91,-1401.67,743.88
BR020,2024-04,732,1039581.053777193,796,292.32,8663.2,39,20288.74,29244.26,32692.28,-3448.02,749.85
BR020,2024-05,723,1031525.702385188,869,323.16,8596.06,39,20530.27,29449.49,27889.62,1559.87,755.12
BR020,2024-06,717,1014411.408427596,778,283.29,8453.42,39,20771.8,29508.51,31179.59,-1671.08,756.63
BR020,2024-07,714,986337.3820053567,769,284.26,8219.41,39,21013.34,29517.01,31957.02,-2440.01,756.85
BR020,2024-08,709,966004.3920061407,758,288.97,8050.07,39,21254.87,29593.91,31905.83,-2311.92,758.82
BR020,2024-09,700,962994.58912351,742,286.95,8025.01,39,21496.4,29808.36,30777.58,-969.22,764.32
BR020,2024-10,686,975276.6991207727,732,277.46,8127.24,39,21737.94,30142.64,31614.8,-1472.16,772.89
BR020,2024-11,682,1005399.4410124626,766,295.77,8378.33,39,21979.47,30653.57,37693.24,-7039.67,785.99
BR020,2024-12,677,1034128.0729508537,758,277.89,8617.69,39,22221.0,31116.58,33662.83,-2546.25,797.86
BR021,2023-01,788,953962.3286151432,874,321.42,7949.67,35,16653.03,24924.12,25488.95,-564.83,712.12
BR021,2023-02,788,980231.697662241,960,361.96,8168.52,35,16894.38,25424.86,27653.37,-2228.51,726.42
BR021,2023-03,788,1002997.4945390875,985,366.84,8358.27,35,17135.73,25860.84,26644.73,-783.89,738.88
BR021,2023-04,788,1012717.255806286,948,367.84,8439.31,35,17377.08,26184.23,29056.44,-2872.21,748.12
BR021,2023-05,788,1011150.3760433157,930,340.67,8426.28,35,17618.43,26385.38,24403.37,1982.01,753.87
BR021,2023-06,788,981590.6490405096,958,364.03,8179.91,35,17859.78,26403.72,31762.42,-5358.7,754.39
BR021,2023-07,780,950257.1131149281,852,316.27,7918.83,35,18101.12,26336.22,33693.3,-7357.08,752.46
BR021,2023-08,773,922852.0854552191,868,329.42,7690.5,35,18342.47,26362.39,32936.82,-6574.43,753.21
