loan_id,customer_id,payment_number,payment_amount,payment_status
LN008888,CUST011358,24,118.96,On-Time
LN000361,CUST000440,1,125.22,On-Time
LN000361,CUST000440,2,125.22,On-Time
LN000361,CUST000440,3,125.22,On-Time
LN000361,CUST000440,4,125.22,On-Time
LN000361,CUST000440,5,125.22,On-Time
LN000361,CUST000440,6,125.22,On-Time
LN000361,CUST000440,7,125.22,On-Time
LN000361,CUST000440,8,125.22,On-Time
LN000361,CUST000440,9,125.22,On-Time
LN000361,CUST000440,10,125.22,On-Time
LN000361,CUST000440,11,125.22,On-Time
LN000361,CUST000440,12,125.22,On-Time
LN008206,CUST010453,1,61.33,On-Time
LN008206,CUST010453,2,61.33,On-Time
LN008206,CUST010453,3,61.33,On-Time
LN008206,CUST010453,4,61.33,On-Time
LN008206,CUST010453,5,61.33,On-Time
LN008206,CUST010453,6,61.33,On-Time
LN008206,CUST010453,7,61.33,On-Time
LN008206,CUST010453,8,61.33,On-Time
LN008206,CUST010453,9,61.33,On-Time
LN008206,CUST010453,10,61.33,On-Time
LN008206,CUST010453,11,61.33,On-Time
LN008206,CUST010453,12,61.33,Late
LN014815,CUST018839,1,25.49,Missed
LN004036,CUST005119,1,72.93,On-Time
LN004036,CUST005119,2,72.93,On-Time
LN004036,CUST005119,3,72.93,On-Time
LN004036,CUST005119,4,72.93,On-Time
LN004036,CUST005119,5,72.93,On-Time
LN004036,CUST005119,6,72.93,On-Time
LN004036,CUST005119,7,72.93,On-Time
LN004036,CUST005119,8,72.93,On-Time
LN004036,CUST005119,9,72.93,On-Time
LN004036,CUST005119,10,72.93,On-Time
LN000328,CUST000389,1,697.71,On-Time
LN000328,CUST000389,2,697.71,On-Time
LN000328,CUST000389,3,697.71,On-Time
LN000328,CUST000389,4,697.71,On-Time
LN000328,CUST000389,5,697.71,On-Time
LN000328,CUST000389,6,697.71,On-Time
LN000328,CUST000389,7,697.71,On-Time
LN000328,CUST000389,8,697.71,On-Time
LN000328,CUST000389,9,697.71,On-Time
LN000328,CUST000389,10,697.71,On-Time
LN002228,CUST002864,1,472.99,On-Time
LN002228,CUST002864,2,472.99,On-Time
LN002228,CUST002864,3,472.99,On-Time
LN002228,CUST002864,4,472.99,On-Time
LN002228,CUST002864,5,472.99,On-Time
LN002228,CUST002864,6,472.99,On-Time
LN015122,CUST019197,1,333.12,On-Time
LN015122,CUST019197,2,333.12,On-Time
LN015122,CUST019197,3,333.12,On-Time
LN015122,CUST019197,4,333.12,On-Time
LN015122,CUST019197,5,333.12,On-Time
LN015122,CUST019197,6,333.12,On-Time
LN015122,CUST019197,7,333.12,On-Time
LN015122,CUST019197,8,333.12,On-Time
LN015122,CUST019197,9,333.12,On-Time
LN015122,CUST019197,10,333.12,On-Time
LN015122,CUST019197,11,333.12,On-Time
LN015122,CUST019197,12,333.12,On-Time
LN015644,CUST019825,1,51.06,On-Time
LN015644,CUST019825,2,51.06,On-Time
LN015644,CUST019825,3,51.06,On-Time
LN015644,CUST019825,4,51.06,On-Time
LN015644,CUST019825,5,51.06,On-Time
LN015644,CUST019825,6,51.06,On-Time
LN015644,CUST019825,7,51.06,On-Time
LN015644,CUST019825,8,51.06,On-Time
LN015644,CUST019825,9,51.06,On-Time
LN015644,CUST019825,10,51.06,On-Time
LN015644,CUST019825,11,51.06,On-Time
LN015644,CUST019825,12,51.06,On-Time
LN015644,CUST019825,13,51.06,On-Time
LN015644,CUST019825,14,51.06,On-Time
LN015644,CUST019825,15,51.06,On-Time
LN015644,CUST019825,16,51.06,On-Time
LN015644,CUST019825,17,51.06,On-Time
LN015644,CUST019825,18,51.06,On-Time
LN015644,CUST019825,19,51.06,On-Time
LN015644,CUST019825,20,51.06,On-Time
LN015644,CUST019825,21,51.06,On-Time
LN015644,CUST019825,22,51.06,On-Time
LN015644,CUST019825,23,51.06,On-Time
LN015644,CUST019825,24,51.06,On-Time
LN011086,CUST014108,1,101.22,On-Time
LN011086,CUST014108,2,101.22,On-Time
LN011086,CUST014108,3,101.22,On-Time
LN011086,CUST014108,4,101.22,On-Time
LN011086,CUST014108,5,101.22,On-Time
LN011086,CUST014108,6,101.22,On-Time
LN011086,CUST014108,7,101.22,On-Time
LN011086,CUST014108,8,101.22,On-Time
LN011086,CUST014108,9,101.22,On-Time
LN011086,CUST014108,10,101.22,On-Time
LN011086,CUST014108,11,101.22,On-Time
LN011086,CUST014108,12,101.22,On-Time
LN011086,CUST014108,13,101.22,On-Time
LN011086,CUST014108,14,101.22,On-Time
LN011086,CUST014108,15,101.22,On-Time
LN009662,CUST012335,1,122.4,On-Time
LN009662,CUST012335,2,122.4,On-Time
LN009662,CUST012335,3,122.4,On-Time
LN009662,CUST012335,4,122.4,On-Time
LN009662,CUST012335,5,122.4,On-Time
LN009662,CUST012335,6,122.4,On-Time
LN009662,CUST012335,7,122.4,On-Time
LN009662,CUST012335,8,122.4,On-Time
LN009662,CUST012335,9,122.4,On-Time
LN009662,CUST012335,10,122.4,On-Time
LN009662,CUST012335,11,122.4,On-Time
LN009662,CUST012335,12,122.4,On-Time
LN009662,CUST012335,13,122.4,On-Time
LN009662,CUST012335,14,122.4,On-Time
LN009662,CUST012335,15,122.4,On-Time
LN009662,CUST012335,16,122.4,On-Time
LN009662,CUST012335,17,122.4,On-Time
LN009662,CUST012335,18,122.4,On-Time
LN009662,CUST012335,19,122.4,On-Time
LN009662,CUST012335,20,122.4,On-Time
LN009662,CUST012335,21,122.4,On-Time
LN009662,CUST012335,22,122.4,On-Time
LN009662,CUST012335,23,122.4,On-Time
LN009662,CUST012335,24,122.4,On-Time
LN003012,CUST003814,1,61.24,On-Time
LN003012,CUST003814,2,61.24,On-Time
LN003012,CUST003814,3,61.24,On-Time
LN003012,CUST003814,4,61.24,On-Time
LN003012,CUST003814,5,61.24,On-Time
LN003012,CUST003814,6,61.24,On-Time
LN003012,CUST003814,7,61.24,On-Time
LN003012,CUST003814,8,61.24,On-Time
LN003012,CUST003814,9,61.24,On-Time
LN011273,CUST014354,1,93.71,On-Time
LN011273,CUST014354,2,93.71,On-Time
LN011273,CUST014354,3,93.71,On-Time
LN011273,CUST014354,4,93.71,On-Time
LN011273,CUST014354,5,93.71,On-Time
LN011273,CUST014354,6,93.71,On-Time
LN011273,CUST014354,7,93.71,On-Time
LN011273,CUST014354,8,93.71,On-Time
LN011273,CUST014354,9,93.71,On-Time
LN011273,CUST014354,10,93.71,On-Time
LN011273,CUST014354,11,93.71,On-Time
LN011273,CUST014354,12,93.71,On-Time
LN011273,CUST014354,13,93.71,On-Time
LN011273,CUST014354,14,93.71,On-Time
LN011273,CUST014354,15,93.71,On-Time
LN011273,CUST014354,16,93.71,On-Time
LN011273,CUST014354,17,93.71,On-Time
LN011273,CUST014354,18,93.71,On-Time
LN011273,CUST014354,19,93.71,On-Time
LN011273,CUST014354,20,93.71,On-Time
LN004111,CUST005193,1,22.83,On-Time
LN004111,CUST005193,2,22.83,On-Time
LN004111,CUST005193,3,22.83,On-Time
LN004111,CUST005193,4,22.83,On-Time
LN004111,CUST005193,5,22.83,On-Time
LN004111,CUST005193,6,22.83,On-Time
LN004111,CUST005193,7,22.83,On-Time
LN004111,CUST005193,8,22.83,On-Time
LN004111,CUST005193,9,22.83,On-Time
LN004111,CUST005193,10,22.83,On-Time
LN004111,CUST005193,11,22.83,On-Time
LN004111,CUST005193,12,22.83,On-Time
LN004111,CUST005193,13,22.83,On-Time
LN004111,CUST005193,14,22.83,On-Time
LN004111,CUST005193,15,22.83,On-Time
LN004111,CUST005193,16,22.83,On-Time
LN004111,CUST005193,17,22.83,On-Time
LN004111,CUST005193,18,22.83,On-Time
LN004111,CUST005193,19,22.83,On-Time
LN004111,CUST005193,20,22.83,On-Time
LN004111,CUST005193,21,22.83,On-Time
LN004111,CUST005193,22,22.83,On-Time
LN004111,CUST005193,23,22.83,On-Time
LN004111,CUST005193,24,22.83,On-Time
LN008541,CUST010919,1,64.97,On-Time
LN008541,CUST010919,2,64.97,On-Time
LN008541,CUST010919,3,64.97,On-Time
LN008541,CUST010919,4,64.97,On-Time
LN008541,CUST010919,5,64.97,On-Time
LN008541,CUST010919,6,64.97,On-Time
LN008541,CUST010919,7,64.97,On-Time
LN008541,CUST010919,8,64.97,On-Time
LN008541,CUST010919,9,64.97,On-Time
LN008541,CUST010919,10,64.97,On-Time
LN008541,CUST010919,11,64.97,On-Time
LN008541,CUST010919,12,64.97,On-Time
LN008541,CUST010919,13,64.97,On-Time
LN008541,CUST010919,14,64.97,On-Time
LN008541,CUST010919,15,64.97,On-Time
LN008541,CUST010919,16,64.97,On-Time
LN008541,CUST010919,17,64.97,On-Time
LN008541,CUST010919,18,64.97,On-Time
LN008541,CUST010919,19,64.97,On-Time
LN008541,CUST010919,20,64.97,On-Time
LN008541,CUST010919,21,64.97,On-Time
LN008541,CUST010919,22,64.97,On-Time
LN008541,CUST010919,23,64.97,On-Time
LN008541,CUST010919,24,64.97,On-Time
LN014817,CUST018842,1,10.87,On-Time
LN014817,CUST018842,2,10.87,On-Time
LN014817,CUST018842,3,10.87,On-Time
LN014817,CUST018842,4,10.87,On-Time
LN014817,CUST018842,5,10.87,On-Time
LN014817,CUST018842,6,10.87,On-Time
LN014817,CUST018842,7,10.87,On-Time
LN014817,CUST018842,8,10.87,On-Time
LN014817,CUST018842,9,10.87,On-Time
LN014817,CUST018842,10,10.87,On-Time
LN014817,CUST018842,11,10.87,On-Time
LN014817,CUST018842,12,10.87,On-Time
LN014817,CUST018842,13,10.87,On-Time
LN014817,CUST018842,14,10.87,On-Time
LN014817,CUST018842,15,10.87,On-Time
LN014817,CUST018842,16,10.87,On-Time
LN014817,CUST018842,17,10.87,On-Time
LN014817,CUST018842,18,10.87,On-Time
LN014817,CUST018842,19,10.87,On-Time
LN014817,CUST018842,20,10.87,On-Time
LN014817,CUST018842,21,10.87,On-Time
LN015201,CUST019297,1,35.63,On-Time
LN015201,CUST019297,2,35.63,On-Time
LN015201,CUST019297,3,35.63,On-Time
LN015201,CUST019297,4,35.63,On-Time
LN015201,CUST019297,5,35.63,On-Time
LN001394,CUST001779,1,345.8,On-Time
LN001394,CUST001779,2,345.8,On-Time
LN001394,CUST001779,3,345.8,On-Time
LN001394,CUST001779,4,345.8,On-Time
LN001394,CUST001779,5,345.8,On-Time
LN001394,CUST001779,6,345.8,On-Time
LN001394,CUST001779,7,345.8,On-Time
LN001394,CUST001779,8,345.8,On-Time
LN001394,CUST001779,9,345.8,On-Time
LN001394,CUST001779,10,345.8,On-Time
LN001394,CUST001779,11,345.8,On-Time
LN001394,CUST001779,12,345.8,On-Time
LN001394,CUST001779,13,345.8,On-Time
LN001394,CUST001779,14,345.8,On-Time
LN001394,CUST001779,15,345.8,Late
LN001394,CUST001779,16,345.8,On-Time
LN001394,CUST001779,17,345.8,On-Time
LN001394,CUST001779,18,345.8,On-Time
LN001394,CUST001779,19,345.8,On-Time
LN001394,CUST001779,20,345.8,On-Time
LN001394,CUST001779,21,345.8,On-Time
LN001394,CUST001779,22,345.8,On-Time
LN001394,CUST001779,23,345.8,On-Time
LN001394,CUST001779,24,345.8,On-Time
LN003195,CUST004049,1,57.03,On-Time
LN003195,CUST004049,2,57.03,On-Time
LN003195,CUST004049,3,57.03,On-Time
LN003195,CUST004049,4,57.03,On-Time
LN003195,CUST004049,5,57.03,On-Time
LN003195,CUST004049,6,57.03,On-Time
LN003195,CUST004049,7,57.03,On-Time
LN003195,CUST004049,8,57.03,On-Time
LN003195,CUST004049,9,57.03,On-Time
LN003195,CUST004049,10,57.03,On-Time
LN003195,CUST004049,11,57.03,On-Time
LN003195,CUST004049,12,57.03,On-Time
LN003195,CUST004049,13,57.03,On-Time
LN003195,CUST004049,14,57.03,On-Time
LN004829,CUST006107,1,21.05,On-Time
LN004829,CUST006107,2,21.05,On-Time
LN004829,CUST006107,3,21.05,On-Time
LN004829,CUST006107,4,21.05,On-Time
LN004829,CUST006107,5,21.05,On-Time
LN004829,CUST006107,6,21.05,On-Time
LN004829,CUST006107,7,21.05,On-Time
LN004829,CUST006107,8,21.05,On-Time
LN004829,CUST006107,9,21.05,On-Time
LN004829,CUST006107,10,21.05,On-Time
LN004829,CUST006107,11,21.05,On-Time
LN004829,CUST006107,12,21.05,On-Time
LN004829,CUST006107,13,21.05,On-Time
LN004829,CUST006107,14,21.05,On-Time
LN004829,CUST006107,15,21.05,On-Time
LN004829,CUST006107,16,21.05,On-Time
LN004829,CUST006107,17,21.05,On-Time
LN004829,CUST006107,18,21.05,On-Time
LN004829,CUST006107,19,21.05,On-Time
LN004829,CUST006107,20,21.05,On-Time
LN004829,CUST006107,21,21.05,On-Time
LN004829,CUST006107,22,21.05,On-Time
LN004829,CUST006107,23,21.05,On-Time
LN004829,CUST006107,24,21.05,On-Time
LN014952,CUST018996,1,361.63,On-Time
LN014952,CUST018996,2,361.63,On-Time
LN014952,CUST018996,3,361.63,On-Time
LN014952,CUST018996,4,361.63,On-Time
LN014952,CUST018996,5,361.63,On-Time
LN014952,CUST018996,6,361.63,On-Time
LN014952,CUST018996,7,361.63,On-Time
LN014952,CUST018996,8,361.63,On-Time
LN014952,CUST018996,9,361.63,On-Time
LN014952,CUST018996,10,361.63,On-Time
LN014952,CUST018996,11,361.63,On-Time
LN014952,CUST018996,12,361.63,On-Time
LN014952,CUST018996,13,361.63,On-Time
LN014952,CUST018996,14,361.63,On-Time
LN014952,CUST018996,15,361.63,On-Time
LN014952,CUST018996,16,361.63,On-Time
LN014952,CUST018996,17,361.63,On-Time
LN014952,CUST018996,18,361.63,On-Time
LN014952,CUST018996,19,361.63,On-Time
LN014952,CUST018996,20,361.63,On-Time
LN014952,CUST018996,21,361.63,On-Time
LN014252,CUST018160,1,234.57,On-Time
LN014252,CUST018160,2,234.57,On-Time
LN007643,CUST009731,1,30.4,On-Time
LN007643,CUST009731,2,30.4,On-Time
LN007643,CUST009731,3,30.4,On-Time
LN007643,CUST009731,4,30.4,On-Time
LN007643,CUST009731,5,30.4,On-Time
LN007643,CUST009731,6,30.4,On-Time
LN007643,CUST009731,7,30.4,On-Time
LN007643,CUST009731,8,30.4,On-Time
LN007643,CUST009731,9,30.4,On-Time
LN007643,CUST009731,10,30.4,On-Time
LN007643,CUST009731,11,30.4,On-Time
LN007643,CUST009731,12,30.4,On-Time
LN007643,CUST009731,13,30.4,On-Time
LN007643,CUST009731,14,30.4,On-Time
LN007643,CUST009731,15,30.4,On-Time
LN007643,CUST009731,16,30.4,On-Time
LN015645,CUST019825,1,245.58,On-Time
LN015645,CUST019825,2,245.58,On-Time
LN015645,CUST019825,3,245.58,On-Time
LN015645,CUST019825,4,245.58,On-Time
LN015645,CUST019825,5,245.58,On-Time
LN015645,CUST019825,6,245.58,On-Time
LN015645,CUST019825,7,245.58,On-Time
LN015645,CUST019825,8,245.58,On-Time
LN015645,CUST019825,9,245.58,On-Time
LN015645,CUST019825,10,245.58,On-Time
LN015645,CUST019825,11,245.58,On-Time
LN015645,CUST019825,12,245.58,On-Time
LN015645,CUST019825,13,245.58,On-Time
LN015645,CUST019825,14,245.58,On-Time
LN015645,CUST019825,15,245.58,On-Time
LN015645,CUST019825,16,245.58,On-Time
LN015645,CUST019825,17,245.58,On-Time
LN015645,CUST019825,18,245.58,On-Time
LN015645,CUST019825,19,245.58,On-Time
LN015645,CUST019825,20,245.58,On-Time
LN015645,CUST019825,21,245.58,On-Time
LN015645,CUST019825,22,245.58,On-Time
LN015645,CUST019825,23,245.58,On-Time
LN015645,CUST019825,24,245.58,On-Time
LN008894,CUST011368,1,42.19,On-Time
LN008894,CUST011368,2,42.19,On-Time
LN008894,CUST011368,3,42.19,On-Time
LN008894,CUST011368,4,42.19,On-Time
LN008894,CUST011368,5,42.19,On-Time
LN008894,CUST011368,6,42.19,On-Time
LN008894,CUST011368,7,42.19,On-Time
LN008894,CUST011368,8,42.19,On-Time
LN008894,CUST011368,9,42.19,On-Time
LN008894,CUST011368,10,42.19,On-Time
LN008894,CUST011368,11,42.19,On-Time
LN008894,CUST011368,12,42.19,On-Time
LN008894,CUST011368,13,42.19,On-Time
LN008894,CUST011368,14,42.19,On-Time
LN008894,CUST011368,15,42.19,On-Time
LN008894,CUST011368,16,42.19,On-Time
LN008894,CUST011368,17,42.19,On-Time
LN008894,CUST011368,18,42.19,On-Time
LN008894,CUST011368,19,42.19,On-Time
LN008894,CUST011368,20,42.19,On-Time
LN008894,CUST011368,21,42.19,On-Time
LN008894,CUST011368,22,42.19,On-Time
LN008894,CUST011368,23,42.19,On-Time
LN008894,CUST011368,24,42.19,On-Time
LN011010,CUST014010,1,163.04,On-Time
LN011010,CUST014010,2,163.04,On-Time
LN011010,CUST014010,3,163.04,On-Time
LN011010,CUST014010,4,163.04,On-Time
LN011010,CUST014010,5,163.04,On-Time
LN011010,CUST014010,6,163.04,On-Time
LN011010,CUST014010,7,163.04,On-Time
LN011010,CUST014010,8,163.04,On-Time
LN011010,CUST014010,9,163.04,On-Time
LN011010,CUST014010,10,163.04,On-Time
LN011010,CUST014010,11,163.04,On-Time
LN011010,CUST014010,12,163.04,On-Time
LN011010,CUST014010,13,163.04,On-Time
LN011010,CUST014010,14,163.04,On-Time
LN011010,CUST014010,15,163.04,On-Time
LN011010,CUST014010,16,163.04,On-Time
LN011010,CUST014010,17,163.04,On-Time
LN011010,CUST014010,18,163.04,On-Time
LN011010,CUST014010,19,163.04,On-Time
LN007248,CUST009206,1,97.33,On-Time
LN007248,CUST009206,2,97.33,On-Time
LN007248,CUST009206,3,97.33,On-Time
LN007248,CUST009206,4,97.33,On-Time
LN007248,CUST009206,5,97.33,On-Time
LN007248,CUST009206,6,97.33,On-Time
LN007248,CUST009206,7,97.33,On-Time
LN007248,CUST009206,8,97.33,On-Time
LN007248,CUST009206,9,97.33,On-Time
LN007248,CUST009206,10,97.33,On-Time
LN007248,CUST009206,11,97.33,On-Time
LN007248,CUST009206,12,97.33,On-Time
LN014988,CUST019034,1,33.1,On-Time
LN014988,CUST019034,2,33.1,On-Time
LN014988,CUST019034,3,33.1,On-Time
LN014988,CUST019034,4,33.1,On-Time
LN014988,CUST019034,5,33.1,On-Time
LN014988,CUST019034,6,33.1,On-Time
LN014988,CUST019034,7,33.1,On-Time
LN014988,CUST019034,8,33.1,On-Time
LN014988,CUST019034,9,33.1,On-Time
LN014988,CUST019034,10,33.1,On-Time
LN014988,CUST019034,11,33.1,On-Time
LN014988,CUST019034,12,33.1,On-Time
LN014988,CUST019034,13,33.1,On-Time
LN014988,CUST019034,14,33.1,On-Time
LN014988,CUST019034,15,33.1,On-Time
LN014988,CUST019034,16,33.1,On-Time
LN014988,CUST019034,17,33.1,On-Time
LN014988,CUST019034,18,33.1,On-Time
LN014988,CUST019034,19,33.1,On-Time
LN014988,CUST019034,20,33.1,On-Time
LN014988,CUST019034,21,33.1,On-Time
LN014988,CUST019034,22,33.1,On-Time
LN014988,CUST019034,23,33.1,On-Time
LN014988,CUST019034,24,33.1,On-Time
LN008361,CUST010674,1,1318.42,On-Time
LN008361,CUST010674,2,1318.42,On-Time
LN008361,CUST010674,3,1318.42,On-Time
LN008361,CUST010674,4,1318.42,On-Time
LN008361,CUST010674,5,1318.42,On-Time
LN003942,CUST004990,1,394.0,On-Time
LN003942,CUST004990,2,394.0,On-Time
LN003942,CUST004990,3,394.0,On-Time
LN003942,CUST004990,4,394.0,On-Time
LN003942,CUST004990,5,394.0,On-Time
LN003942,CUST004990,6,394.0,On-Time
LN003942,CUST004990,7,394.0,On-Time
LN003942,CUST004990,8,394.0,On-Time
LN003942,CUST004990,9,394.0,On-Time
LN003942,CUST004990,10,394.0,On-Time
LN003942,CUST004990,11,394.0,On-Time
LN012484,CUST015954,1,218.3,On-Time
LN012484,CUST015954,2,218.3,On-Time
LN012484,CUST015954,3,218.3,On-Time
LN012484,CUST015954,4,218.3,On-Time
LN012484,CUST015954,5,218.3,On-Time
LN012484,CUST015954,6,218.3,On-Time
LN012484,CUST015954,7,218.3,On-Time
LN012484,CUST015954,8,218.3,On-Time
LN012484,CUST015954,9,218.3,On-Time
LN012484,CUST015954,10,218.3,On-Time
LN012484,CUST015954,11,218.3,On-Time
LN012484,CUST015954,12,218.3,On-Time
LN012484,CUST015954,13,218.3,On-Time
LN012484,CUST015954,14,218.3,On-Time
LN012484,CUST015954,15,218.3,On-Time
LN012484,CUST015954,16,218.3,On-Time
LN012484,CUST015954,17,218.3,On-Time
LN012484,CUST015954,18,218.3,On-Time
LN012484,CUST015954,19,218.3,On-Time
LN012484,CUST015954,20,218.3,On-Time
LN012484,CUST015954,21,218.3,On-Time
LN012484,CUST015954,22,218.3,On-Time
LN008380,CUST010705,1,487.1,On-Time
LN008380,CUST010705,2,487.1,On-Time
LN008380,CUST010705,3,487.1,On-Time
LN008380,CUST010705,4,487.1,On-Time
LN008380,CUST010705,5,487.1,Late
LN008380,CUST010705,6,487.1,On-Time
LN008380,CUST010705,7,487.1,On-Time
LN008380,CUST010705,8,487.1,On-Time
LN008380,CUST010705,9,487.1,On-Time
LN008380,CUST010705,10,487.1,On-Time
LN008380,CUST010705,11,487.1,On-Time
LN008380,CUST010705,12,487.1,On-Time
LN008380,CUST010705,13,487.1,On-Time
LN008380,CUST010705,14,487.1,On-Time
LN008380,CUST010705,15,487.1,On-Time
LN008380,CUST010705,16,487.1,On-Time
LN008380,CUST010705,17,487.1,On-Time
LN010469,CUST013326,1,53.0,On-Time
LN010469,CUST013326,2,53.0,On-Time
LN010469,CUST013326,3,53.0,On-Time
LN010469,CUST013326,4,53.0,On-Time
LN010469,CUST013326,5,53.0,On-Time
LN010469,CUST013326,6,53.0,On-Time
LN010469,CUST013326,7,53.0,On-Time
LN010469,CUST013326,8,53.0,On-Time
LN010469,CUST013326,9,53.0,On-Time
LN010469,CUST013326,10,53.0,On-Time
LN010469,CUST013326,11,53.0,On-Time
LN010469,CUST013326,12,53.0,On-Time
LN010469,CUST013326,13,53.0,On-Time
LN010469,CUST013326,14,53.0,On-Time
LN010469,CUST013326,15,53.0,On-Time
LN010469,CUST013326,16,53.0,On-Time
LN010469,CUST013326,17,53.0,On-Time
LN010469,CUST013326,18,53.0,On-Time
LN010469,CUST013326,19,53.0,On-Time
LN010469,CUST013326,20,53.0,On-Time
LN010469,CUST013326,21,53.0,On-Time
LN010469,CUST013326,22,53.0,On-Time
LN010469,CUST013326,23,53.0,On-Time
LN010469,CUST013326,24,53.0,On-Time
LN007531,CUST009600,1,179.27,Late
LN007531,CUST009600,2,179.27,On-Time
LN007531,CUST009600,3,179.27,On-Time
LN007531,CUST009600,4,179.27,On-Time
LN007531,CUST009600,5,179.27,On-Time
LN007531,CUST009600,6,179.27,On-Time
LN007531,CUST009600,7,179.27,On-Time
LN007531,CUST009600,8,179.27,On-Time
LN007531,CUST009600,9,179.27,On-Time
LN007531,CUST009600,10,179.27,On-Time
LN007531,CUST009600,11,179.27,On-Time
LN007531,CUST009600,12,179.27,On-Time
LN007531,CUST009600,13,179.27,On-Time
LN007531,CUST009600,14,179.27,On-Time
LN007531,CUST009600,15,179.27,On-Time
LN007531,CUST009600,16,179.27,On-Time
LN007531,CUST009600,17,179.27,On-Time
LN007531,CUST009600,18,179.27,On-Time
LN007531,CUST009600,19,179.27,On-Time
LN007531,CUST009600,20,179.27,On-Time
LN007531,CUST009600,21,179.27,On-Time
LN007531,CUST009600,22,179.27,On-Time
LN007531,CUST009600,23,179.27,On-Time
LN007531,CUST009600,24,179.27,On-Time
LN006970,CUST008858,1,40.13,On-Time
LN006970,CUST008858,2,40.13,On-Time
LN006970,CUST008858,3,40.13,On-Time
LN006970,CUST008858,4,40.13,On-Time
LN006970,CUST008858,5,40.13,On-Time
LN006970,CUST008858,6,40.13,On-Time
LN006970,CUST008858,7,40.13,On-Time
LN006970,CUST008858,8,40.13,On-Time
LN006970,CUST008858,9,40.13,On-Time
LN006970,CUST008858,10,40.13,On-Time
LN006970,CUST008858,11,40.13,On-Time
LN006970,CUST008858,12,40.13,On-Time
LN012036,CUST015355,1,85.46,On-Time
LN012036,CUST015355,2,85.46,On-Time
LN012036,CUST015355,3,85.46,On-Time
LN012036,CUST015355,4,85.46,On-Time
LN012036,CUST015355,5,85.46,On-Time
LN012036,CUST015355,6,85.46,On-Time
LN012036,CUST015355,7,85.46,On-Time
LN012036,CUST015355,8,85.46,On-Time
LN012036,CUST015355,9,85.46,On-Time
LN012036,CUST015355,10,85.46,On-Time
LN012036,CUST015355,11,85.46,On-Time
LN012036,CUST015355,12,85.46,On-Time
LN012036,CUST015355,13,85.46,On-Time
LN012036,CUST015355,14,85.46,On-Time
LN012036,CUST015355,15,85.46,On-Time
LN012036,CUST015355,16,85.46,On-Time
LN012036,CUST015355,17,85.46,On-Time
LN012036,CUST015355,18,85.46,On-Time
LN012036,CUST015355,19,85.46,On-Time
LN012036,CUST015355,20,85.46,On-Time
LN012036,CUST015355,21,85.46,On-Time
LN012036,CUST015355,22,85.46,On-Time
LN012036,CUST015355,23,85.46,On-Time
LN012036,CUST015355,24,85.46,On-Time
LN012510,CUST015976,1,114.44,On-Time
LN012510,CUST015976,2,114.44,On-Time
LN012510,CUST015976,3,114.44,On-Time
LN012510,CUST015976,4,114.44,On-Time
LN012510,CUST015976,5,114.44,On-Time
LN012510,CUST015976,6,114.44,On-Time
LN012510,CUST015976,7,114.44,On-Time
LN012510,CUST015976,8,114.44,On-Time
LN012510,CUST015976,9,114.44,On-Time
LN012510,CUST015976,10,114.44,On-Time
LN012510,CUST015976,11,114.44,On-Time
LN012510,CUST015976,12,114.44,On-Time
LN012510,CUST015976,13,114.44,On-Time
LN012510,CUST015976,14,114.44,On-Time
LN012510,CUST015976,15,114.44,On-Time
LN012510,CUST015976,16,114.44,On-Time
LN012510,CUST015976,17,114.44,On-Time
LN012510,CUST015976,18,114.44,On-Time
LN012510,CUST015976,19,114.44,On-Time
LN012510,CUST015976,20,114.44,On-Time
LN012510,CUST015976,21,114.44,On-Time
LN012510,CUST015976,22,114.44,Late
LN012510,CUST015976,23,114.44,On-Time
LN012510,CUST015976,24,114.44,On-Time
LN005779,CUST007376,1,17.58,On-Time
LN005779,CUST007376,2,17.58,On-Time
LN005779,CUST007376,3,17.58,On-Time
LN005779,CUST007376,4,17.58,On-Time
LN005779,CUST007376,5,17.58,On-Time
LN005779,CUST007376,6,17.58,On-Time
LN005779,CUST007376,7,17.58,On-Time
LN005779,CUST007376,8,17.58,On-Time
LN005779,CUST007376,9,17.58,On-Time
LN005779,CUST007376,10,17.58,On-Time
LN005779,CUST007376,11,17.58,On-Time
LN005779,CUST007376,12,17.58,On-Time
LN005779,CUST007376,13,17.58,On-Time
LN005779,CUST007376,14,17.58,On-Time
LN005779,CUST007376,15,17.58,On-Time
LN005779,CUST007376,16,17.58,On-Time
LN005779,CUST007376,17,17.58,On-Time
LN005779,CUST007376,18,17.58,On-Time
LN005779,CUST007376,19,17.58,On-Time
LN005779,CUST007376,20,17.58,On-Time
LN005779,CUST007376,21,17.58,On-Time
LN005779,CUST007376,22,17.58,On-Time
LN005779,CUST007376,23,17.58,On-Time
LN005779,CUST007376,24,17.58,On-Time
LN009165,CUST011707,1,290.39,On-Time
LN009165,CUST011707,2,290.39,Late
LN009165,CUST011707,3,290.39,On-Time
LN009165,CUST011707,4,290.39,On-Time
LN009165,CUST011707,5,290.39,On-Time
LN009165,CUST011707,6,290.39,On-Time
LN009165,CUST011707,7,290.39,On-Time
LN009165,CUST011707,8,290.39,On-Time
LN009165,CUST011707,9,290.39,On-Time
LN009165,CUST011707,10,290.39,On-Time
LN009165,CUST011707,11,290.39,On-Time
LN009165,CUST011707,12,290.39,On-Time
LN009165,CUST011707,13,290.39,On-Time
LN009165,CUST011707,14,290.39,On-Time
