response_id,campaign_id,customer_id,response_date,responded_flag,converted_flag,revenue_generated
RESP012489,CMP001,CUST006798,2024-11-02,True,False,0.0
RESP012490,CMP012,CUST010924,2024-09-24,True,False,0.0
RESP012491,CMP017,CUST002052,2023-02-15,True,False,0.0
RESP012492,CMP020,CUST012045,2024-04-11,True,False,0.0
RESP012493,CMP007,CUST013031,2023-01-21,True,False,0.0
RESP012494,CMP006,CUST016571,2024-03-07,True,False,0.0
RESP012495,CMP009,CUST014998,2024-07-09,True,False,0.0
RESP012496,CMP019,CUST013948,2024-04-10,True,False,0.0
RESP012497,CMP024,CUST001412,2023-08-19,True,False,0.0
RESP012498,CMP005,CUST015803,2024-09-21,True,False,0.0
RESP012499,CMP022,CUST014866,2024-04-24,True,True,52.04
RESP012500,CMP001,CUST009923,2024-03-17,True,False,0.0
RESP012501,CMP010,CUST017066,2024-11-27,True,False,0.0
RESP012502,CMP016,CUST018935,2024-12-17,True,True,74.21
RESP012503,CMP014,CUST019076,2023-07-31,True,False,0.0
RESP012504,CMP018,CUST011315,2023-02-19,True,False,0.0
RESP012505,CMP013,CUST005147,2023-11-14,True,False,0.0
RESP012506,CMP012,CUST004290,2024-12-18,True,False,0.0
RESP012507,CMP017,CUST000986,2024-08-16,True,False,0.0
RESP012508,CMP018,CUST016168,2024-03-25,True,False,0.0
RESP012509,CMP024,CUST011881,2023-02-19,True,False,0.0
RESP012510,CMP019,CUST002944,2024-03-19,True,False,0.0
RESP012511,CMP020,CUST009564,2024-05-30,True,False,0.0
RESP012512,CMP011,CUST014761,2023-09-05,True,False,0.0
RESP012513,CMP017,CUST006459,2024-08-19,True,False,0.0
RESP012514,CMP024,CUST000299,2024-06-03,True,False,0.0
RESP012515,CMP003,CUST002160,2024-07-09,True,False,0.0
RESP012516,CMP018,CUST017919,2024-03-15,True,False,0.0
RESP012517,CMP006,CUST007406,2024-07-09,True,False,0.0
RESP012518,CMP003,CUST008041,2023-10-15,True,False,0.0
RESP012519,CMP022,CUST009104,2023-08-14,True,False,0.0
RESP012520,CMP022,CUST007059,2023-08-24,True,False,0.0
RESP012521,CMP014,CUST013113,2023-03-10,True,False,0.0
RESP012522,CMP002,CUST014501,2024-04-06,True,False,0.0
RESP012523,CMP010,CUST017928,2023-05-26,True,False,0.0
RESP012524,CMP005,CUST004453,2023-10-30,True,False,0.0
RESP012525,CMP015,CUST001774,2024-03-31,True,False,0.0
RESP012526,CMP004,CUST002649,2024-10-14,True,True,39.88
RESP012527,CMP011,CUST012894,2024-10-03,True,True,187.15
RESP012528,CMP021,CUST019395,2024-06-07,True,False,0.0
RESP012529,CMP023,CUST001226,2024-06-27,True,True,153.61
RESP012530,CMP010,CUST000783,2024-09-19,True,False,0.0
RESP012531,CMP006,CUST001152,2023-01-28,True,False,0.0
RESP012532,CMP024,CUST003429,2024-12-23,True,False,0.0
RESP012533,CMP006,CUST005539,2023-04-02,True,False,0.0
RESP012534,CMP008,CUST018141,2024-06-22,True,False,0.0
RESP012535,CMP004,CUST012046,2024-08-10,True,False,0.0
RESP012536,CMP012,CUST013443,2023-12-03,True,False,0.0
RESP012537,CMP004,CUST001020,2023-06-27,True,False,0.0
RESP012538,CMP009,CUST007894,2023-05-05,True,False,0.0
RESP012539,CMP010,CUST009720,2024-09-25,True,False,0.0
RESP012540,CMP016,CUST008372,2023-05-03,True,False,0.0
RESP012541,CMP021,CUST016149,2023-11-26,True,False,0.0
RESP012542,CMP020,CUST013610,2024-03-20,True,False,0.0
RESP012543,CMP011,CUST009855,2024-04-08,True,False,0.0
RESP012544,CMP007,CUST019020,2023-10-12,True,True,172.81
RESP012545,CMP007,CUST007737,2024-06-23,True,False,0.0
RESP012546,CMP013,CUST006360,2023-11-05,True,False,0.0
RESP012547,CMP021,CUST014598,2023-03-15,True,True,77.73
RESP012548,CMP016,CUST015304,2023-07-17,True,False,0.0
RESP012549,CMP005,CUST011010,2023-08-23,True,False,0.0
RESP012550,CMP002,CUST019007,2024-10-19,True,False,0.0
RESP012551,CMP001,CUST012313,2024-09-30,True,False,0.0
RESP012552,CMP011,CUST018629,2023-12-10,True,False,0.0
RESP012553,CMP012,CUST003131,2023-12-13,True,False,0.0
RESP012554,CMP015,CUST002991,2024-01-07,True,False,0.0
RESP012555,CMP024,CUST016970,2024-12-13,True,False,0.0
RESP012556,CMP018,CUST000556,2023-06-30,True,True,17.59
RESP012557,CMP012,CUST015887,2024-02-05,True,False,0.0
RESP012558,CMP023,CUST018728,2024-08-03,True,False,0.0
RESP012559,CMP011,CUST004134,2024-09-03,True,False,0.0
RESP012560,CMP020,CUST015543,2024-03-03,True,False,0.0
RESP012561,CMP003,CUST015631,2023-02-14,True,False,0.0
RESP012562,CMP003,CUST016466,2023-07-30,True,False,0.0
RESP012563,CMP004,CUST003447,2023-05-14,True,False,0.0
RESP012564,CMP011,CUST004807,2023-02-03,True,False,0.0
RESP012565,CMP006,CUST012104,2023-03-14,True,False,0.0
RESP012566,CMP004,CUST009141,2024-01-09,True,False,0.0
RESP012567,CMP024,CUST000826,2024-04-19,True,False,0.0
RESP012568,CMP015,CUST000326,2023-05-05,True,False,0.0
RESP012569,CMP011,CUST001354,2023-11-20,True,False,0.0
RESP012570,CMP002,CUST004316,2024-05-31,True,False,0.0
RESP012571,CMP015,CUST012530,2023-10-02,True,False,0.0
RESP012572,CMP016,CUST014218,2023-05-03,True,False,0.0
RESP012573,CMP022,CUST000933,2024-10-25,True,False,0.0
RESP012574,CMP014,CUST013217,2023-12-31,True,False,0.0
RESP012575,CMP019,CUST015413,2023-05-24,True,True,215.44
RESP012576,CMP009,CUST000725,2024-08-15,True,False,0.0
RESP012577,CMP011,CUST005375,2024-02-10,True,False,0.0
RESP012578,CMP020,CUST003574,2024-03-18,True,False,0.0
RESP012579,CMP016,CUST012755,2023-08-29,True,False,0.0
RESP012580,CMP016,CUST014111,2024-01-26,True,False,0.0
RESP012581,CMP001,CUST017103,2024-04-26,True,False,0.0
RESP012582,CMP001,CUST013507,2024-12-16,True,False,0.0
RESP012583,CMP022,CUST018858,2023-06-17,True,False,0.0
RESP012584,CMP014,CUST006522,2023-09-17,True,False,0.0
RESP012585,CMP022,CUST016301,2024-06-09,True,False,0.0
RESP012586,CMP006,CUST000067,2024-07-29,True,False,0.0
RESP012587,CMP014,CUST016271,2024-07-08,True,False,0.0
RESP012588,CMP012,CUST005102,2023-05-01,True,False,0.0
RESP012589,CMP003,CUST019391,2023-09-22,True,False,0.0
RESP012590,CMP024,CUST002042,2023-12-21,True,True,129.24
RESP012591,CMP016,CUST014832,2023-02-17,True,False,0.0
RESP012592,CMP006,CUST013664,2024-02-29,True,False,0.0
RESP012593,CMP004,CUST010861,2023-08-31,True,False,0.0
RESP012594,CMP017,CUST012128,2023-06-03,True,False,0.0
RESP012595,CMP007,CUST006153,2023-01-19,True,False,0.0
RESP012596,CMP014,CUST001477,2023-08-30,True,False,0.0
RESP012597,CMP008,CUST013754,2023-02-09,True,False,0.0
RESP012598,CMP002,CUST005428,2024-07-15,True,False,0.0
RESP012599,CMP018,CUST014678,2023-06-16,True,False,0.0
RESP012600,CMP011,CUST016208,2024-08-14,True,False,0.0
RESP012601,CMP014,CUST009999,2023-06-11,True,False,0.0
RESP012602,CMP003,CUST000390,2024-07-27,True,True,49.51
RESP012603,CMP008,CUST004846,2024-08-22,True,False,0.0
RESP012604,CMP009,CUST009437,2024-03-14,True,False,0.0
RESP012605,CMP001,CUST002708,2023-06-02,True,False,0.0
RESP012606,CMP011,CUST007203,2024-12-06,True,False,0.0
RESP012607,CMP022,CUST001002,2023-12-15,True,False,0.0
RESP012608,CMP022,CUST008559,2024-12-23,True,False,0.0
RESP012609,CMP013,CUST014350,2023-01-08,True,True,42.16
RESP012610,CMP012,CUST001633,2023-08-13,True,True,208.06
RESP012611,CMP002,CUST019535,2024-08-27,True,True,163.38
RESP012612,CMP002,CUST018964,2023-10-08,True,False,0.0
RESP012613,CMP012,CUST013217,2024-07-27,True,False,0.0
RESP012614,CMP020,CUST015157,2023-10-22,True,False,0.0
RESP012615,CMP012,CUST005829,2024-04-23,True,True,55.5
RESP012616,CMP002,CUST013285,2023-08-20,True,False,0.0
RESP012617,CMP011,CUST002419,2023-06-08,True,False,0.0
RESP012618,CMP005,CUST009176,2023-09-03,True,False,0.0
RESP012619,CMP014,CUST003907,2024-02-07,True,False,0.0
RESP012620,CMP005,CUST001306,2023-12-29,True,False,0.0
RESP012621,CMP021,CUST016375,2023-12-16,True,True,115.65
RESP012622,CMP004,CUST019055,2023-09-01,True,False,0.0
RESP012623,CMP017,CUST005714,2023-06-30,True,True,192.8
RESP012624,CMP024,CUST002337,2023-10-14,True,False,0.0
RESP012625,CMP019,CUST014456,2023-11-06,True,False,0.0
RESP012626,CMP006,CUST004449,2024-05-10,True,False,0.0
RESP012627,CMP004,CUST012806,2023-07-17,True,False,0.0
RESP012628,CMP014,CUST002496,2023-08-13,True,True,204.31
RESP012629,CMP007,CUST017140,2023-09-25,True,False,0.0
RESP012630,CMP004,CUST002161,2024-08-15,True,False,0.0
RESP012631,CMP021,CUST008057,2023-06-07,True,False,0.0
RESP012632,CMP006,CUST002172,2023-02-11,True,False,0.0
RESP012633,CMP016,CUST015689,2023-02-16,True,False,0.0
RESP012634,CMP005,CUST000298,2023-08-07,True,False,0.0
RESP012635,CMP014,CUST003470,2024-09-26,True,False,0.0
RESP012636,CMP005,CUST004039,2023-01-19,True,False,0.0
RESP012637,CMP021,CUST003608,2024-01-07,True,True,31.3
RESP012638,CMP013,CUST017314,2023-02-24,True,False,0.0
RESP012639,CMP010,CUST006153,2023-10-30,True,False,0.0
RESP012640,CMP019,CUST018605,2023-10-22,True,False,0.0
RESP012641,CMP019,CUST013932,2024-01-08,True,False,0.0
RESP012642,CMP003,CUST005203,2023-11-25,True,False,0.0
RESP012643,CMP003,CUST009593,2023-08-07,True,False,0.0
RESP012644,CMP004,CUST009970,2023-12-28,True,False,0.0
RESP012645,CMP004,CUST012749,2024-01-08,True,False,0.0
RESP012646,CMP008,CUST010272,2024-07-08,True,False,0.0
RESP012647,CMP020,CUST011776,2023-12-30,True,False,0.0
RESP012648,CMP002,CUST000357,2023-09-16,True,False,0.0
RESP012649,CMP004,CUST009496,2024-11-24,True,False,0.0
RESP012650,CMP024,CUST006561,2024-04-02,True,False,0.0
RESP012651,CMP010,CUST008121,2023-07-05,True,False,0.0
RESP012652,CMP021,CUST018625,2024-02-23,True,False,0.0
RESP012653,CMP004,CUST018926,2024-09-21,True,False,0.0
RESP012654,CMP007,CUST003179,2024-04-26,True,True,138.38
RESP012655,CMP007,CUST017032,2023-01-14,True,False,0.0
RESP012656,CMP023,CUST000815,2024-02-26,True,True,253.06
RESP012657,CMP016,CUST015413,2023-01-24,True,False,0.0
RESP012658,CMP005,CUST006767,2024-05-24,True,False,0.0
RESP012659,CMP006,CUST003549,2024-06-06,True,False,0.0
RESP012660,CMP017,CUST003643,2023-03-25,True,False,0.0
RESP012661,CMP011,CUST016773,2024-12-22,True,True,123.1
RESP012662,CMP001,CUST002060,2024-01-22,True,False,0.0
RESP012663,CMP002,CUST009057,2024-03-29,True,False,0.0
RESP012664,CMP017,CUST000968,2023-07-02,True,False,0.0
RESP012665,CMP013,CUST018980,2023-09-11,True,False,0.0
RESP012666,CMP006,CUST017559,2023-03-30,True,True,198.89
RESP012667,CMP009,CUST019782,2024-05-28,True,False,0.0
RESP012668,CMP024,CUST008839,2023-07-06,True,False,0.0
RESP012669,CMP008,CUST002810,2023-03-04,True,False,0.0
RESP012670,CMP019,CUST011457,2024-07-27,True,False,0.0
RESP012671,CMP022,CUST000471,2024-03-01,True,False,0.0
RESP012672,CMP008,CUST000808,2023-08-04,True,False,0.0
RESP012673,CMP009,CUST011345,2024-09-16,True,False,0.0
RESP012674,CMP007,CUST004585,2024-03-25,True,True,45.99
RESP012675,CMP006,CUST018103,2023-09-26,True,False,0.0
RESP012676,CMP022,CUST016385,2023-08-14,True,False,0.0
RESP012677,CMP015,CUST007746,2023-08-09,True,False,0.0
RESP012678,CMP005,CUST007183,2023-04-16,True,True,230.1
RESP012679,CMP006,CUST017611,2023-10-27,True,False,0.0
RESP012680,CMP018,CUST004549,2024-01-28,True,False,0.0
RESP012681,CMP015,CUST008318,2023-09-10,True,False,0.0
RESP012682,CMP010,CUST013110,2023-07-26,True,False,0.0
RESP012683,CMP009,CUST005661,2024-08-09,True,False,0.0
RESP012684,CMP001,CUST012700,2023-07-31,True,False,0.0
RESP012685,CMP014,CUST010146,2024-06-16,True,False,0.0
RESP012686,CMP008,CUST009939,2023-08-16,True,False,0.0
RESP012687,CMP012,CUST019592,2023-08-23,True,False,0.0
RESP012688,CMP007,CUST012071,2023-11-23,True,True,124.26
RESP012689,CMP011,CUST006889,2023-06-21,True,False,0.0
RESP012690,CMP006,CUST017449,2024-05-04,True,False,0.0
RESP012691,CMP017,CUST001823,2024-03-16,True,False,0.0
RESP012692,CMP022,CUST014199,2024-09-24,True,False,0.0
RESP012693,CMP012,CUST018984,2024-09-07,True,False,0.0
RESP012694,CMP017,CUST016419,2023-09-18,True,False,0.0
RESP012695,CMP014,CUST018938,2024-05-11,True,False,0.0
RESP012696,CMP021,CUST005645,2023-05-23,True,False,0.0
RESP012697,CMP012,CUST006267,2023-05-19,True,False,0.0
RESP012698,CMP012,CUST003296,2024-01-14,True,False,0.0
RESP012699,CMP004,CUST007991,2023-03-21,True,False,0.0
RESP012700,CMP012,CUST012930,2023-02-24,True,False,0.0
RESP012701,CMP024,CUST014543,2024-01-05,True,False,0.0
RESP012702,CMP006,CUST014661,2023-07-08,True,False,0.0
RESP012703,CMP002,CUST001806,2024-06-09,True,False,0.0
RESP012704,CMP013,CUST009776,2023-02-10,True,False,0.0
RESP012705,CMP012,CUST015678,2023-09-04,True,False,0.0
RESP012706,CMP005,CUST015922,2024-08-15,True,False,0.0
RESP012707,CMP008,CUST019564,2023-10-05,True,False,0.0
RESP012708,CMP001,CUST011029,2023-12-01,True,False,0.0
RESP012709,CMP008,CUST012735,2023-03-29,True,False,0.0
RESP012710,CMP018,CUST004171,2023-02-26,True,False,0.0
RESP012711,CMP018,CUST018607,2023-11-17,True,False,0.0
RESP012712,CMP010,CUST006725,2024-03-12,True,False,0.0
RESP012713,CMP007,CUST004308,2024-02-07,True,True,94.58
RESP012714,CMP016,CUST003673,2023-07-27,True,False,0.0
RESP012715,CMP009,CUST018506,2024-01-26,True,False,0.0
RESP012716,CMP015,CUST009202,2024-12-18,True,False,0.0
RESP012717,CMP008,CUST017578,2024-08-11,True,False,0.0
RESP012718,CMP005,CUST014546,2023-09-10,True,False,0.0
RESP012719,CMP001,CUST006239,2023-01-21,True,False,0.0
RESP012720,CMP011,CUST019514,2024-01-20,True,False,0.0
RESP012721,CMP023,CUST002075,2024-05-16,True,True,177.66
RESP012722,CMP008,CUST001133,2023-12-11,True,False,0.0
RESP012723,CMP009,CUST013044,2023-05-21,True,False,0.0
RESP012724,CMP013,CUST001280,2024-03-03,True,False,0.0
RESP012725,CMP020,CUST008882,2024-02-20,True,False,0.0
RESP012726,CMP010,CUST008097,2023-12-25,True,False,0.0
RESP012727,CMP024,CUST005192,2023-08-04,True,False,0.0
RESP012728,CMP024,CUST006080,2023-10-03,True,False,0.0
RESP012729,CMP001,CUST014840,2023-03-12,True,True,79.88
RESP012730,CMP003,CUST001983,2023-03-11,True,True,159.57
RESP012731,CMP022,CUST017849,2024-08-10,True,False,0.0
RESP012732,CMP016,CUST015659,2024-09-23,True,True,144.42
RESP012733,CMP005,CUST011569,2023-05-14,True,False,0.0
RESP012734,CMP021,CUST016498,2023-07-13,True,False,0.0
RESP012735,CMP006,CUST002524,2023-02-22,True,False,0.0
RESP012736,CMP021,CUST006277,2023-08-29,True,False,0.0
RESP012737,CMP001,CUST018625,2024-11-14,True,False,0.0
RESP012738,CMP012,CUST006702,2023-11-03,True,False,0.0
RESP012739,CMP017,CUST013536,2024-09-23,True,False,0.0
RESP012740,CMP005,CUST008985,2024-06-19,True,False,0.0
RESP012741,CMP019,CUST016237,2023-01-28,True,False,0.0
RESP012742,CMP005,CUST003584,2024-09-13,True,False,0.0
RESP012743,CMP012,CUST003611,2024-08-17,True,False,0.0
RESP012744,CMP007,CUST017509,2023-01-10,True,False,0.0
RESP012745,CMP019,CUST000056,2024-12-21,True,True,75.94
RESP012746,CMP013,CUST018020,2024-01-30,True,False,0.0
RESP012747,CMP013,CUST015946,2023-09-01,True,False,0.0
RESP012748,CMP015,CUST017480,2024-10-11,True,False,0.0
RESP012749,CMP011,CUST012927,2024-05-04,True,False,0.0
RESP012750,CMP018,CUST002904,2023-05-28,True,False,0.0
RESP012751,CMP003,CUST000249,2023-06-08,True,False,0.0
RESP012752,CMP018,CUST019905,2023-09-16,True,False,0.0
RESP012753,CMP022,CUST005384,2023-06-22,True,True,15.66
RESP012754,CMP023,CUST006248,2024-07-15,True,True,106.3
RESP012755,CMP007,CUST008141,2023-03-24,True,False,0.0
RESP012756,CMP006,CUST000400,2024-09-03,True,False,0.0
RESP012757,CMP010,CUST006626,2024-06-21,True,True,98.66
RESP012758,CMP017,CUST005211,2023-09-10,True,False,0.0
RESP012759,CMP010,CUST000312,2023-10-23,True,False,0.0
RESP012760,CMP008,CUST018456,2023-12-18,True,False,0.0
RESP012761,CMP004,CUST000551,2024-01-02,True,False,0.0
RESP012762,CMP001,CUST016425,2024-09-02,True,False,0.0
RESP012763,CMP014,CUST002676,2023-04-16,True,False,0.0
RESP012764,CMP017,CUST004097,2023-08-06,True,True,116.83
RESP012765,CMP003,CUST018463,2023-01-24,True,False,0.0
RESP012766,CMP015,CUST014342,2024-01-08,True,False,0.0
RESP012767,CMP013,CUST000054,2023-03-26,True,False,0.0
RESP012768,CMP013,CUST011483,2024-03-18,True,False,0.0
RESP012769,CMP004,CUST005045,2023-09-24,True,False,0.0
RESP012770,CMP013,CUST005495,2023-09-15,True,False,0.0
RESP012771,CMP001,CUST019380,2024-12-22,True,False,0.0
RESP012772,CMP024,CUST001505,2023-06-30,True,False,0.0
RESP012773,CMP012,CUST018247,2023-12-03,True,False,0.0
RESP012774,CMP020,CUST005712,2024-10-05,True,False,0.0
RESP012775,CMP022,CUST014508,2024-11-14,True,True,162.72
RESP012776,CMP015,CUST002191,2023-01-07,True,True,31.28
RESP012777,CMP001,CUST010031,2023-10-23,True,False,0.0
RESP012778,CMP008,CUST001724,2024-08-29,True,False,0.0
RESP012779,CMP010,CUST016537,2024-07-29,True,True,100.94
RESP012780,CMP007,CUST005549,2024-03-29,True,True,69.34
RESP012781,CMP014,CUST000182,2024-10-28,True,False,0.0
RESP012782,CMP015,CUST018560,2024-07-09,True,False,0.0
RESP012783,CMP016,CUST002798,2024-02-20,True,False,0.0
RESP012784,CMP006,CUST016269,2024-01-11,True,False,0.0
RESP012785,CMP004,CUST008496,2023-11-24,True,True,15.68
RESP012786,CMP007,CUST019575,2024-04-16,True,False,0.0
RESP012787,CMP002,CUST010633,2023-02-17,True,False,0.0
RESP012788,CMP013,CUST005393,2024-04-08,True,False,0.0
RESP012789,CMP002,CUST018308,2023-07-06,True,False,0.0
RESP012790,CMP013,CUST005554,2024-08-15,True,True,244.03
RESP012791,CMP006,CUST014766,2024-06-17,True,True,152.47
RESP012792,CMP022,CUST005770,2024-02-26,True,False,0.0
RESP012793,CMP004,CUST007443,2023-05-12,True,False,0.0
RESP012794,CMP024,CUST012046,2024-05-04,True,True,128.94
RESP012795,CMP022,CUST019785,2023-12-14,True,True,168.43
RESP012796,CMP015,CUST013687,2023-08-23,True,False,0.0
RESP012797,CMP004,CUST009475,2023-01-26,True,False,0.0
RESP012798,CMP001,CUST011526,2023-09-24,True,False,0.0
RESP012799,CMP007,CUST016514,2024-03-10,True,False,0.0
RESP012800,CMP003,CUST000088,2024-04-14,True,False,0.0
RESP012801,CMP016,CUST005603,2023-10-14,True,False,0.0
RESP012802,CMP002,CUST011028,2023-12-27,True,False,0.0
RESP012803,CMP001,CUST007023,2023-03-12,True,False,0.0
RESP012804,CMP003,CUST015516,2024-08-18,True,False,0.0
RESP012805,CMP006,CUST006548,2024-05-21,True,True,35.5
RESP012806,CMP006,CUST010155,2024-06-18,True,False,0.0
RESP012807,CMP013,CUST000349,2024-11-26,True,False,0.0
RESP012808,CMP015,CUST014699,2023-07-26,True,False,0.0
RESP012809,CMP013,CUST013172,2024-05-15,True,False,0.0
RESP012810,CMP019,CUST014345,2023-12-14,True,False,0.0
RESP012811,CMP017,CUST015376,2023-04-12,True,True,124.75
RESP012812,CMP002,CUST011408,2024-04-18,True,True,66.87
RESP012813,CMP009,CUST004260,2024-01-31,True,True,50.81
RESP012814,CMP012,CUST000255,2024-06-16,True,False,0.0
RESP012815,CMP019,CUST009073,2024-10-27,True,True,74.26
RESP012816,CMP007,CUST010194,2024-11-27,True,True,161.72
RESP012817,CMP004,CUST003122,2023-05-06,True,True,56.35
RESP012818,CMP012,CUST017358,2024-11-01,True,False,0.0
RESP012819,CMP018,CUST000280,2023-09-23,True,False,0.0
RESP012820,CMP001,CUST003459,2024-12-23,True,False,0.0
RESP012821,CMP010,CUST012837,2023-03-01,True,False,0.0
RESP012822,CMP007,CUST011580,2024-02-13,True,False,0.0
RESP012823,CMP010,CUST019065,2023-11-21,True,False,0.0
RESP012824,CMP002,CUST006439,2024-06-23,True,False,0.0
RESP012825,CMP008,CUST016284,2024-04-07,True,False,0.0
RESP012826,CMP007,CUST018060,2023-12-21,True,False,0.0
RESP012827,CMP016,CUST004541,2024-11-21,True,False,0.0
RESP012828,CMP017,CUST019068,2024-08-10,True,False,0.0
RESP012829,CMP017,CUST004269,2024-10-30,True,False,0.0
RESP012830,CMP018,CUST008604,2023-07-27,True,False,0.0
RESP012831,CMP003,CUST009095,2023-10-15,True,True,89.92
RESP012832,CMP022,CUST015255,2023-07-11,True,False,0.0
RESP012833,CMP012,CUST019144,2024-04-17,True,False,0.0
RESP012834,CMP003,CUST012057,2024-09-08,True,False,0.0
RESP012835,CMP008,CUST016143,2023-08-17,True,False,0.0
RESP012836,CMP001,CUST007257,2024-06-23,True,False,0.0
RESP012837,CMP024,CUST017586,2023-02-27,True,False,0.0
RESP012838,CMP021,CUST016428,2024-10-02,True,False,0.0
RESP012839,CMP006,CUST008252,2024-08-06,True,False,0.0
RESP012840,CMP018,CUST012422,2024-05-21,True,False,0.0
RESP012841,CMP022,CUST004256,2023-05-09,True,False,0.0
RESP012842,CMP013,CUST006127,2024-01-10,True,False,0.0
RESP012843,CMP023,CUST003185,2023-04-13,True,False,0.0
RESP012844,CMP004,CUST004452,2023-02-14,True,False,0.0
RESP012845,CMP002,CUST014194,2024-09-17,True,True,202.54
RESP012846,CMP004,CUST004676,2023-09-26,True,False,0.0
RESP012847,CMP009,CUST014310,2023-12-09,True,False,0.0
RESP012848,CMP012,CUST007409,2024-08-11,True,True,213.19
RESP012849,CMP006,CUST018272,2024-06-04,True,False,0.0
RESP012850,CMP024,CUST002986,2023-02-06,True,False,0.0
RESP012851,CMP001,CUST005417,2024-07-14,True,False,0.0
RESP012852,CMP012,CUST007069,2023-10-05,True,False,0.0
RESP012853,CMP024,CUST005278,2024-02-17,True,True,60.88
RESP012854,CMP013,CUST018254,2023-12-02,True,False,0.0
RESP012855,CMP007,CUST006003,2024-05-31,True,False,0.0
RESP012856,CMP017,CUST000223,2024-06-22,True,True,124.21
RESP012857,CMP024,CUST014293,2024-09-19,True,False,0.0
RESP012858,CMP024,CUST017338,2024-01-10,True,False,0.0
RESP012859,CMP018,CUST019852,2023-10-05,True,False,0.0
RESP012860,CMP018,CUST008917,2023-10-15,True,True,64.08
RESP012861,CMP012,CUST015535,2023-01-17,True,True,150.78
RESP012862,CMP006,CUST013499,2023-04-20,True,False,0.0
RESP012863,CMP017,CUST011884,2024-09-22,True,False,0.0
RESP012864,CMP003,CUST012965,2024-09-18,True,False,0.0
RESP012865,CMP006,CUST016892,2023-11-25,True,True,204.6
RESP012866,CMP013,CUST017562,2023-11-26,True,False,0.0
RESP012867,CMP011,CUST016382,2023-11-03,True,True,185.06
RESP012868,CMP005,CUST008572,2023-04-05,True,False,0.0
RESP012869,CMP016,CUST019688,2024-04-16,True,False,0.0
RESP012870,CMP019,CUST018956,2023-03-31,True,False,0.0
RESP012871,CMP021,CUST012468,2023-11-27,True,False,0.0
RESP012872,CMP009,CUST004832,2024-11-20,True,False,0.0
RESP012873,CMP014,CUST018496,2023-10-28,True,False,0.0
RESP012874,CMP014,CUST014381,2024-01-29,True,False,0.0
RESP012875,CMP022,CUST007520,2024-04-01,True,True,52.81
RESP012876,CMP022,CUST003069,2024-07-28,True,False,0.0
RESP012877,CMP003,CUST009132,2023-12-28,True,False,0.0
RESP012878,CMP005,CUST013069,2023-01-06,True,False,0.0
RESP012879,CMP016,CUST015533,2024-12-23,True,True,165.31
RESP012880,CMP007,CUST003779,2023-05-16,True,False,0.0
RESP012881,CMP006,CUST002684,2023-04-04,True,True,46.38
RESP012882,CMP024,CUST008517,2024-02-04,True,False,0.0
RESP012883,CMP008,CUST010771,2023-06-15,True,False,0.0
RESP012884,CMP014,CUST014196,2023-12-23,True,False,0.0
RESP012885,CMP008,CUST007946,2023-11-12,True,False,0.0
RESP012886,CMP010,CUST013555,2023-12-04,True,False,0.0
RESP012887,CMP006,CUST010038,2023-10-01,True,False,0.0
RESP012888,CMP004,CUST016232,2024-02-11,True,True,68.1
RESP012889,CMP024,CUST004000,2023-08-06,True,False,0.0
RESP012890,CMP005,CUST011555,2024-07-15,True,True,52.74
RESP012891,CMP001,CUST018172,2024-06-03,True,True,24.86
RESP012892,CMP012,CUST004136,2023-04-17,True,False,0.0
RESP012893,CMP006,CUST000163,2023-02-05,True,False,0.0
RESP012894,CMP011,CUST010954,2023-12-23,True,False,0.0
RESP012895,CMP009,CUST005197,2023-12-05,True,False,0.0
RESP012896,CMP001,CUST017745,2024-04-01,True,False,0.0
RESP012897,CMP017,CUST010519,2024-05-02,True,False,0.0
RESP012898,CMP024,CUST005843,2023-01-30,True,False,0.0
RESP012899,CMP022,CUST001112,2023-01-15,True,False,0.0
RESP012900,CMP015,CUST003910,2024-10-28,True,False,0.0
RESP012901,CMP011,CUST005545,2024-10-24,True,False,0.0
RESP012902,CMP011,CUST004376,2023-07-31,True,False,0.0
RESP012903,CMP019,CUST012171,2023-04-09,True,True,164.48
RESP012904,CMP015,CUST007513,2024-06-14,True,False,0.0
RESP012905,CMP002,CUST016878,2023-11-16,True,False,0.0
RESP012906,CMP009,CUST001994,2024-12-10,True,False,0.0
RESP012907,CMP019,CUST000198,2023-04-04,True,False,0.0
RESP012908,CMP001,CUST011079,2024-08-11,True,False,0.0
RESP012909,CMP021,CUST008449,2023-07-16,True,False,0.0
RESP012910,CMP004,CUST010215,2024-10-31,True,False,0.0
RESP012911,CMP017,CUST011467,2023-06-13,True,False,0.0
RESP012912,CMP021,CUST011183,2024-09-04,True,False,0.0
RESP012913,CMP018,CUST018375,2024-10-21,True,False,0.0
RESP012914,CMP011,CUST017186,2024-02-27,True,False,0.0
RESP012915,CMP010,CUST007493,2024-06-01,True,False,0.0
RESP012916,CMP021,CUST011841,2024-02-28,True,False,0.0
RESP012917,CMP010,CUST000166,2024-09-06,True,False,0.0
RESP012918,CMP016,CUST009854,2023-10-13,True,False,0.0
RESP012919,CMP016,CUST007013,2023-06-19,True,True,35.42
RESP012920,CMP005,CUST015926,2023-07-31,True,False,0.0
RESP012921,CMP016,CUST018350,2024-06-13,True,False,0.0
RESP012922,CMP005,CUST003055,2023-05-10,True,False,0.0
RESP012923,CMP005,CUST019447,2024-08-23,True,False,0.0
RESP012924,CMP021,CUST009359,2024-02-29,True,True,90.01
