card_id,customer_id,product_id,card_type,issue_date,credit_limit,credit_utilization,monthly_spend,avg_transaction_value,is_active,digital_wallet_enabled,late_payment_flag
CARD000639,CUST001104,PRD04,Debit Card,2022-05-23,0.0,,143.44,15.38,True,False,False
CARD000640,CUST001107,PRD04,Debit Card,2024-09-11,0.0,,383.86,51.96,True,True,False
CARD000641,CUST001110,PRD04,Debit Card,2024-05-07,0.0,,189.49,82.88,False,False,False
CARD000642,CUST001111,PRD03,Credit Card,2024-04-16,3730.0,0.283,568.13,39.23,True,False,False
CARD000643,CUST001112,PRD04,Debit Card,2023-07-08,0.0,,119.1,11.24,True,True,False
CARD000644,CUST001113,PRD03,Credit Card,2024-05-13,690.0,0.79,131.53,21.8,True,False,False
CARD000645,CUST001116,PRD04,Debit Card,2023-01-18,0.0,,80.21,68.93,True,True,False
CARD000646,CUST001124,PRD03,Credit Card,2024-05-17,8760.0,0.138,216.11,68.67,True,False,False
CARD000647,CUST001128,PRD03,Credit Card,2023-08-30,4610.0,0.371,293.31,20.57,True,True,False
CARD000648,CUST001132,PRD04,Debit Card,2023-08-01,0.0,,188.55,72.06,True,False,False
CARD000649,CUST001134,PRD04,Debit Card,2022-11-16,0.0,,512.12,30.5,True,False,False
CARD000650,CUST001135,PRD03,Credit Card,2020-08-14,4740.0,0.456,381.49,9.11,True,False,False
CARD000651,CUST001135,PRD04,Debit Card,2021-03-06,0.0,,136.34,47.55,True,False,False
CARD000652,CUST001138,PRD03,Credit Card,2024-04-26,14890.0,0.13,173.45,67.29,True,True,False
CARD000653,CUST001139,PRD04,Debit Card,2024-10-02,0.0,,55.38,38.04,True,True,False
CARD000654,CUST001140,PRD03,Credit Card,2018-12-01,8230.0,0.638,131.81,26.25,True,False,False
CARD000655,CUST001140,PRD04,Debit Card,2019-12-23,0.0,,185.74,60.2,True,False,False
CARD000656,CUST001142,PRD03,Credit Card,2024-05-27,12910.0,0.276,230.45,73.5,True,True,False
CARD000657,CUST001144,PRD04,Debit Card,2022-08-04,0.0,,125.62,17.72,True,False,False
CARD000658,CUST001147,PRD03,Credit Card,2024-04-18,2380.0,0.034,233.97,10.56,True,True,False
CARD000659,CUST001147,PRD04,Debit Card,2024-11-15,0.0,,209.31,39.09,True,False,False
CARD000660,CUST001152,PRD04,Debit Card,2024-02-06,0.0,,129.8,72.95,True,False,False
CARD000661,CUST001153,PRD03,Credit Card,2023-04-18,2740.0,0.037,134.66,27.75,True,True,False
CARD000662,CUST001155,PRD03,Credit Card,2021-08-24,11100.0,0.135,230.38,25.2,True,False,False
CARD000663,CUST001156,PRD03,Credit Card,2021-10-30,2430.0,0.664,149.35,43.44,True,True,False
CARD000664,CUST001159,PRD03,Credit Card,2023-02-02,13550.0,0.249,111.65,34.88,True,True,False
CARD000665,CUST001159,PRD04,Debit Card,2021-10-29,0.0,,211.08,58.17,True,True,False
CARD000666,CUST001161,PRD03,Credit Card,2024-03-21,14160.0,0.455,181.11,29.82,True,False,False
CARD000667,CUST001164,PRD03,Credit Card,2024-11-08,1910.0,0.373,229.01,44.04,True,False,False
CARD000668,CUST001169,PRD03,Credit Card,2024-07-12,13510.0,0.19,40.27,46.98,True,True,True
CARD000669,CUST001171,PRD03,Credit Card,2023-01-31,12800.0,0.207,223.19,51.98,False,True,False
CARD000670,CUST001171,PRD04,Debit Card,2021-03-17,0.0,,229.16,39.42,True,False,False
CARD000671,CUST001172,PRD03,Credit Card,2021-12-28,9770.0,0.502,209.97,50.8,True,True,False
CARD000672,CUST001173,PRD04,Debit Card,2024-06-21,0.0,,140.72,70.54,True,False,False
CARD000673,CUST001175,PRD04,Debit Card,2018-07-06,0.0,,17.45,73.93,True,True,False
CARD000674,CUST001176,PRD03,Credit Card,2018-07-01,12920.0,0.203,224.28,49.5,True,False,False
CARD000675,CUST001179,PRD04,Debit Card,2024-12-23,0.0,,215.32,81.32,True,True,False
CARD000676,CUST001179,PRD03,Credit Card,2024-11-25,8460.0,0.278,188.74,70.11,True,True,False
CARD000677,CUST001181,PRD04,Debit Card,2020-11-06,0.0,,301.62,48.77,True,True,False
CARD000678,CUST001182,PRD03,Credit Card,2023-10-02,8340.0,0.257,26.63,64.08,True,True,False
CARD000679,CUST001182,PRD04,Debit Card,2023-06-09,0.0,,238.46,76.14,False,True,False
CARD000680,CUST001185,PRD03,Credit Card,2023-11-02,3670.0,0.136,90.46,46.92,True,True,False
CARD000681,CUST001185,PRD04,Debit Card,2022-12-12,0.0,,303.8,43.0,True,True,False
CARD000682,CUST001188,PRD03,Credit Card,2021-08-12,9780.0,0.156,96.39,80.97,True,True,True
CARD000683,CUST001188,PRD04,Debit Card,2024-08-02,0.0,,65.22,26.21,True,True,False
CARD000684,CUST001193,PRD03,Credit Card,2017-06-12,10400.0,0.07,304.01,15.77,True,True,True
CARD000685,CUST001194,PRD04,Debit Card,2018-10-11,0.0,,120.31,29.39,True,False,False
CARD000686,CUST001196,PRD03,Credit Card,2021-12-01,7010.0,0.277,266.65,11.77,True,False,True
CARD000687,CUST001198,PRD04,Debit Card,2022-03-23,0.0,,98.39,68.27,True,False,False
CARD000688,CUST001199,PRD03,Credit Card,2024-08-22,13530.0,0.1,251.79,88.24,True,False,False
CARD000689,CUST001201,PRD03,Credit Card,2024-07-29,13280.0,0.177,40.7,81.05,True,False,True
CARD000690,CUST001202,PRD03,Credit Card,2017-11-23,14460.0,0.424,69.83,64.64,True,True,False
CARD000691,CUST001202,PRD04,Debit Card,2021-05-27,0.0,,167.14,23.11,True,False,False
CARD000692,CUST001203,PRD03,Credit Card,2023-11-03,8720.0,0.385,357.57,58.14,True,False,False
CARD000693,CUST001203,PRD04,Debit Card,2024-05-16,0.0,,17.42,60.37,True,False,False
CARD000694,CUST001205,PRD03,Credit Card,2020-07-01,11650.0,0.327,187.27,77.19,True,False,False
CARD000695,CUST001205,PRD04,Debit Card,2021-02-10,0.0,,281.29,30.8,True,False,False
CARD000696,CUST001207,PRD04,Debit Card,2024-12-24,0.0,,328.64,33.91,True,True,False
CARD000697,CUST001208,PRD04,Debit Card,2024-05-28,0.0,,294.07,89.09,True,False,False
CARD000698,CUST001209,PRD03,Credit Card,2024-04-24,8800.0,0.208,358.34,14.3,False,False,True
CARD000699,CUST001212,PRD04,Debit Card,2020-05-19,0.0,,158.1,84.51,True,False,False
CARD000700,CUST001214,PRD03,Credit Card,2024-12-25,5490.0,0.64,104.12,10.77,True,True,True
CARD000701,CUST001215,PRD03,Credit Card,2022-11-03,10340.0,0.282,154.61,10.8,True,True,True
CARD000702,CUST001217,PRD03,Credit Card,2019-08-19,13540.0,0.554,198.36,28.73,True,True,False
CARD000703,CUST001219,PRD04,Debit Card,2024-09-17,0.0,,636.65,28.33,True,False,False
CARD000704,CUST001220,PRD03,Credit Card,2024-11-29,2750.0,0.402,277.33,83.93,True,True,False
CARD000705,CUST001221,PRD03,Credit Card,2023-12-31,8730.0,0.499,226.81,64.52,True,False,False
CARD000706,CUST001224,PRD04,Debit Card,2022-02-08,0.0,,234.1,66.77,True,True,False
CARD000707,CUST001225,PRD04,Debit Card,2018-05-08,0.0,,285.88,50.35,False,True,False
CARD000708,CUST001226,PRD04,Debit Card,2024-08-12,0.0,,33.0,38.87,True,False,False
CARD000709,CUST001228,PRD03,Credit Card,2018-07-27,10270.0,0.777,344.21,59.68,True,False,False
CARD000710,CUST001230,PRD04,Debit Card,2024-11-12,0.0,,128.58,47.2,True,True,False
CARD000711,CUST001230,PRD03,Credit Card,2024-11-30,3990.0,0.383,163.57,59.31,True,False,False
CARD000712,CUST001231,PRD03,Credit Card,2024-07-11,10600.0,0.342,51.07,74.99,True,True,False
CARD000713,CUST001231,PRD04,Debit Card,2024-08-24,0.0,,94.57,81.74,True,True,False
CARD000714,CUST001233,PRD04,Debit Card,2024-12-24,0.0,,444.74,70.33,False,False,False
CARD000715,CUST001233,PRD03,Credit Card,2022-05-22,12400.0,0.399,266.93,69.48,True,False,False
CARD000716,CUST001237,PRD03,Credit Card,2022-05-14,540.0,0.163,224.84,37.91,True,True,False
CARD000717,CUST001239,PRD03,Credit Card,2016-07-07,12670.0,0.373,360.97,78.98,True,False,False
CARD000718,CUST001240,PRD04,Debit Card,2022-08-28,0.0,,444.51,47.17,True,True,False
CARD000719,CUST001244,PRD03,Credit Card,2024-02-10,5840.0,0.607,74.47,32.48,True,True,False
CARD000720,CUST001245,PRD04,Debit Card,2024-10-26,0.0,,354.38,33.05,True,False,False
CARD000721,CUST001246,PRD03,Credit Card,2024-03-24,13100.0,0.388,32.27,76.64,True,False,False
CARD000722,CUST001252,PRD04,Debit Card,2024-04-10,0.0,,390.09,34.18,True,False,False
CARD000723,CUST001253,PRD03,Credit Card,2022-03-15,10190.0,0.446,250.08,20.1,True,True,False
CARD000724,CUST001254,PRD03,Credit Card,2022-05-12,6990.0,0.214,396.99,16.48,True,False,False
CARD000725,CUST001256,PRD03,Credit Card,2018-11-04,12130.0,0.389,6.34,9.26,True,True,False
CARD000726,CUST001257,PRD03,Credit Card,2023-05-15,13380.0,0.196,361.58,12.0,True,False,False
CARD000727,CUST001258,PRD03,Credit Card,2024-12-08,1630.0,0.208,207.03,35.52,True,True,False
CARD000728,CUST001259,PRD03,Credit Card,2023-08-06,10500.0,0.635,265.92,40.41,True,False,False
CARD000729,CUST001260,PRD04,Debit Card,2021-03-23,0.0,,76.29,24.33,True,False,False
CARD000730,CUST001262,PRD04,Debit Card,2024-03-22,0.0,,35.54,68.08,True,True,False
CARD000731,CUST001264,PRD03,Credit Card,2023-06-26,6060.0,0.296,138.12,28.61,True,False,False
CARD000732,CUST001265,PRD03,Credit Card,2022-07-11,13000.0,0.409,447.95,13.57,True,True,True
CARD000733,CUST001267,PRD04,Debit Card,2024-02-08,0.0,,103.87,10.08,True,True,False
CARD000734,CUST001269,PRD04,Debit Card,2020-05-29,0.0,,189.95,42.98,True,False,False
CARD000735,CUST001270,PRD03,Credit Card,2024-01-14,3050.0,0.794,195.12,38.16,True,True,False
CARD000736,CUST001271,PRD03,Credit Card,2024-03-28,1420.0,0.556,228.01,63.1,True,False,False
CARD000737,CUST001272,PRD03,Credit Card,2024-06-01,13240.0,0.168,204.52,56.95,True,True,False
CARD000738,CUST001273,PRD04,Debit Card,2019-05-14,0.0,,82.48,73.5,True,True,False
CARD000739,CUST001275,PRD03,Credit Card,2023-10-31,13140.0,0.139,175.9,85.18,True,True,False
CARD000740,CUST001276,PRD04,Debit Card,2023-02-13,0.0,,268.91,10.94,True,True,False
CARD000741,CUST001276,PRD03,Credit Card,2023-01-07,10640.0,0.195,202.0,30.8,True,True,False
CARD000742,CUST001277,PRD03,Credit Card,2024-09-15,810.0,0.267,237.52,84.69,True,False,False
CARD000743,CUST001277,PRD04,Debit Card,2022-02-28,0.0,,67.57,30.87,True,True,False
CARD000744,CUST001278,PRD03,Credit Card,2024-04-16,10100.0,0.363,88.59,26.6,True,True,False
CARD000745,CUST001278,PRD04,Debit Card,2022-03-11,0.0,,75.23,15.49,False,True,False
CARD000746,CUST001281,PRD03,Credit Card,2019-01-25,6660.0,0.59,139.89,13.68,True,False,False
CARD000747,CUST001284,PRD04,Debit Card,2022-02-19,0.0,,209.32,74.53,True,True,False
CARD000748,CUST001285,PRD04,Debit Card,2021-11-18,0.0,,273.34,33.24,True,True,False
CARD000749,CUST001287,PRD04,Debit Card,2021-01-27,0.0,,210.26,44.4,True,True,False
CARD000750,CUST001291,PRD03,Credit Card,2024-10-01,8430.0,0.459,130.35,53.48,True,True,False
CARD000751,CUST001293,PRD04,Debit Card,2018-12-16,0.0,,141.12,32.56,True,True,False
CARD000752,CUST001294,PRD03,Credit Card,2022-08-20,3890.0,0.077,434.34,11.08,True,True,False
CARD000753,CUST001295,PRD03,Credit Card,2022-07-16,650.0,0.378,352.34,8.53,True,False,False
CARD000754,CUST001302,PRD03,Credit Card,2021-09-06,6900.0,0.339,93.63,24.62,True,True,False
CARD000755,CUST001304,PRD03,Credit Card,2024-03-21,7730.0,0.127,84.85,29.67,True,False,False
CARD000756,CUST001306,PRD04,Debit Card,2024-04-29,0.0,,127.63,75.26,True,True,False
CARD000757,CUST001309,PRD03,Credit Card,2023-08-30,6620.0,0.33,126.7,82.32,True,True,False
CARD000758,CUST001310,PRD04,Debit Card,2023-08-19,0.0,,102.26,67.08,True,True,False
CARD000759,CUST001311,PRD04,Debit Card,2021-08-27,0.0,,275.43,50.75,True,False,False
CARD000760,CUST001314,PRD03,Credit Card,2024-07-17,13560.0,0.493,608.01,60.34,True,True,False
CARD000761,CUST001317,PRD03,Credit Card,2023-09-30,6400.0,0.623,269.18,71.96,True,False,False
CARD000762,CUST001318,PRD03,Credit Card,2020-02-14,9260.0,0.725,218.69,89.79,True,True,False
CARD000763,CUST001319,PRD04,Debit Card,2019-12-23,0.0,,189.91,44.64,True,False,False
CARD000764,CUST001322,PRD03,Credit Card,2021-05-26,13560.0,0.108,155.42,61.12,True,True,False
CARD000765,CUST001322,PRD04,Debit Card,2021-11-01,0.0,,243.73,26.91,True,False,False
CARD000766,CUST001326,PRD03,Credit Card,2019-08-11,12060.0,0.514,138.92,81.94,True,True,False
CARD000767,CUST001327,PRD04,Debit Card,2020-05-09,0.0,,21.22,15.62,True,True,False
CARD000768,CUST001328,PRD04,Debit Card,2018-11-19,0.0,,131.2,34.66,True,True,False
CARD000769,CUST001332,PRD04,Debit Card,2023-07-16,0.0,,153.79,52.05,True,False,False
CARD000770,CUST001334,PRD04,Debit Card,2024-09-20,0.0,,17.13,43.86,False,False,False
CARD000771,CUST001335,PRD03,Credit Card,2021-11-10,10950.0,0.245,244.62,74.33,True,False,False
CARD000772,CUST001338,PRD03,Credit Card,2024-02-04,4040.0,0.186,344.65,43.69,True,False,True
CARD000773,CUST001339,PRD03,Credit Card,2024-11-28,980.0,0.441,44.81,85.6,True,False,False
CARD000774,CUST001340,PRD04,Debit Card,2018-11-29,0.0,,108.01,83.93,True,False,False
CARD000775,CUST001342,PRD03,Credit Card,2020-01-27,7200.0,0.444,600.78,13.02,True,True,False
CARD000776,CUST001343,PRD04,Debit Card,2022-11-11,0.0,,89.7,80.97,True,True,False
CARD000777,CUST001344,PRD04,Debit Card,2022-10-20,0.0,,200.18,16.79,True,True,False
CARD000778,CUST001345,PRD03,Credit Card,2022-08-17,1710.0,0.045,90.18,32.19,True,True,False
CARD000779,CUST001346,PRD04,Debit Card,2024-04-27,0.0,,389.13,63.92,False,True,False
CARD000780,CUST001347,PRD03,Credit Card,2024-12-10,5490.0,0.455,17.05,16.85,True,True,False
CARD000781,CUST001348,PRD04,Debit Card,2024-10-29,0.0,,126.8,85.8,True,True,False
CARD000782,CUST001349,PRD04,Debit Card,2023-01-20,0.0,,153.97,82.78,True,True,False
CARD000783,CUST001350,PRD03,Credit Card,2023-04-28,12200.0,0.095,179.56,30.55,True,False,False
CARD000784,CUST001353,PRD03,Credit Card,2023-06-10,6990.0,0.545,283.83,38.9,True,True,False
CARD000785,CUST001354,PRD04,Debit Card,2021-08-04,0.0,,141.5,79.53,True,True,False
CARD000786,CUST001354,PRD03,Credit Card,2023-09-19,13620.0,0.632,99.87,85.59,True,False,False
CARD000787,CUST001357,PRD04,Debit Card,2023-10-31,0.0,,499.52,23.4,True,False,False
CARD000788,CUST001365,PRD03,Credit Card,2023-09-01,6540.0,0.135,75.96,14.63,True,True,False
CARD000789,CUST001366,PRD03,Credit Card,2023-07-17,12890.0,0.136,177.74,81.35,True,True,False
CARD000790,CUST001368,PRD03,Credit Card,2020-08-04,1860.0,0.502,92.71,66.44,True,True,False
CARD000791,CUST001371,PRD04,Debit Card,2017-03-10,0.0,,83.47,44.59,True,False,False
CARD000792,CUST001374,PRD03,Credit Card,2024-06-25,1460.0,0.162,44.34,43.74,True,False,False
CARD000793,CUST001376,PRD04,Debit Card,2023-10-06,0.0,,51.15,23.89,True,False,False
CARD000794,CUST001378,PRD04,Debit Card,2024-10-26,0.0,,266.3,37.47,True,False,False
CARD000795,CUST001379,PRD04,Debit Card,2024-12-19,0.0,,258.54,18.42,True,False,False
CARD000796,CUST001379,PRD03,Credit Card,2019-03-10,3010.0,0.23,93.39,46.87,True,False,True
CARD000797,CUST001380,PRD04,Debit Card,2024-08-13,0.0,,670.41,79.06,True,True,False
CARD000798,CUST001382,PRD03,Credit Card,2020-12-13,7210.0,0.276,506.79,10.87,True,True,False
CARD000799,CUST001384,PRD03,Credit Card,2022-05-16,1230.0,0.564,464.81,40.39,True,True,False
CARD000800,CUST001386,PRD04,Debit Card,2024-01-29,0.0,,524.62,60.21,True,True,False
CARD000801,CUST001387,PRD03,Credit Card,2024-06-19,10310.0,0.603,613.16,8.16,True,True,False
CARD000802,CUST001387,PRD04,Debit Card,2023-07-14,0.0,,176.66,11.52,True,False,False
CARD000803,CUST001388,PRD04,Debit Card,2024-04-01,0.0,,131.97,40.4,True,False,False
CARD000804,CUST001389,PRD04,Debit Card,2021-01-04,0.0,,223.27,26.72,True,True,False
CARD000805,CUST001394,PRD04,Debit Card,2024-08-09,0.0,,137.02,83.29,True,True,False
CARD000806,CUST001396,PRD03,Credit Card,2022-05-28,6030.0,0.275,109.25,70.65,True,True,False
CARD000807,CUST001397,PRD04,Debit Card,2024-02-16,0.0,,380.39,19.59,True,False,False
CARD000808,CUST001398,PRD03,Credit Card,2021-07-21,8150.0,0.22,307.16,28.22,True,True,False
CARD000809,CUST001399,PRD04,Debit Card,2018-07-31,0.0,,273.74,74.87,True,True,False
CARD000810,CUST001401,PRD03,Credit Card,2019-08-07,4370.0,0.615,210.08,60.1,True,True,False
CARD000811,CUST001404,PRD03,Credit Card,2023-12-17,8190.0,0.185,59.54,14.84,True,True,False
CARD000812,CUST001405,PRD03,Credit Card,2020-03-10,8540.0,0.396,343.4,21.02,True,True,False
CARD000813,CUST001406,PRD04,Debit Card,2024-08-27,0.0,,301.79,74.11,True,False,False
CARD000814,CUST001406,PRD03,Credit Card,2024-10-17,9440.0,0.126,372.37,10.61,True,False,False
CARD000815,CUST001407,PRD03,Credit Card,2024-11-27,14980.0,0.167,211.76,30.22,True,False,False
CARD000816,CUST001408,PRD04,Debit Card,2021-09-17,0.0,,26.89,84.81,True,True,False
CARD000817,CUST001408,PRD03,Credit Card,2021-07-05,1140.0,0.229,85.76,88.34,True,False,False
CARD000818,CUST001409,PRD04,Debit Card,2020-01-22,0.0,,47.63,35.39,True,True,False
CARD000819,CUST001410,PRD04,Debit Card,2024-10-14,0.0,,109.49,52.4,True,True,False
CARD000820,CUST001411,PRD03,Credit Card,2023-11-12,3980.0,0.204,318.2,11.4,True,False,True
CARD000821,CUST001412,PRD04,Debit Card,2019-01-29,0.0,,170.77,47.08,True,False,False
CARD000822,CUST001413,PRD03,Credit Card,2023-03-20,8180.0,0.165,379.97,9.61,True,True,False
CARD000823,CUST001415,PRD03,Credit Card,2024-05-01,14000.0,0.226,98.65,30.72,True,True,False
CARD000824,CUST001418,PRD03,Credit Card,2020-06-08,13760.0,0.185,174.9,61.36,True,False,False
CARD000825,CUST001421,PRD03,Credit Card,2021-09-06,8920.0,0.126,202.53,44.97,True,True,False
CARD000826,CUST001426,PRD04,Debit Card,2023-10-14,0.0,,318.02,36.43,True,True,False
CARD000827,CUST001427,PRD03,Credit Card,2024-06-25,2780.0,0.283,544.21,88.97,True,False,False
CARD000828,CUST001427,PRD04,Debit Card,2023-05-19,0.0,,50.91,88.25,True,False,False
CARD000829,CUST001432,PRD03,Credit Card,2024-12-26,6280.0,0.411,377.45,73.43,True,False,False
CARD000830,CUST001433,PRD04,Debit Card,2017-03-12,0.0,,111.9,23.28,False,False,False
CARD000831,CUST001434,PRD03,Credit Card,2023-12-29,8230.0,0.199,118.78,50.87,True,True,False
CARD000832,CUST001435,PRD04,Debit Card,2023-05-14,0.0,,116.82,62.19,True,False,False
CARD000833,CUST001436,PRD03,Credit Card,2019-01-09,12860.0,0.206,187.76,59.89,True,False,False
CARD000834,CUST001437,PRD03,Credit Card,2017-08-14,13930.0,0.28,47.94,26.18,True,False,False
CARD000835,CUST001439,PRD03,Credit Card,2021-11-11,7720.0,0.054,134.56,11.16,True,True,False
CARD000836,CUST001440,PRD04,Debit Card,2018-05-01,0.0,,154.36,79.41,True,False,False
CARD000837,CUST001442,PRD04,Debit Card,2023-07-28,0.0,,244.09,48.15,True,True,False
CARD000838,CUST001445,PRD04,Debit Card,2021-09-13,0.0,,478.62,82.09,True,True,False
CARD000839,CUST001445,PRD03,Credit Card,2022-11-05,14400.0,0.201,70.52,79.5,True,True,True
CARD000840,CUST001447,PRD04,Debit Card,2022-09-20,0.0,,220.23,80.98,True,False,False
CARD000841,CUST001448,PRD04,Debit Card,2024-05-24,0.0,,61.27,60.02,True,True,False
CARD000842,CUST001451,PRD04,Debit Card,2024-10-21,0.0,,180.94,89.19,False,True,False
CARD000843,CUST001456,PRD03,Credit Card,2020-12-30,5550.0,0.46,292.38,22.34,False,False,False
CARD000844,CUST001456,PRD04,Debit Card,2023-10-14,0.0,,244.58,43.7,True,False,False
CARD000845,CUST001460,PRD04,Debit Card,2017-12-28,0.0,,375.87,71.68,True,False,False
CARD000846,CUST001460,PRD03,Credit Card,2024-05-08,11560.0,0.623,126.89,67.71,True,False,False
CARD000847,CUST001466,PRD04,Debit Card,2020-11-02,0.0,,31.41,64.5,True,False,False
CARD000848,CUST001467,PRD04,Debit Card,2018-08-26,0.0,,115.25,30.52,True,False,False
CARD000849,CUST001469,PRD04,Debit Card,2023-11-16,0.0,,163.43,30.74,True,True,False
CARD000850,CUST001473,PRD03,Credit Card,2022-08-31,7290.0,0.282,108.63,52.47,True,True,False
CARD000851,CUST001473,PRD04,Debit Card,2023-01-19,0.0,,25.71,71.13,True,True,False
CARD000852,CUST001474,PRD04,Debit Card,2020-07-17,0.0,,112.09,39.09,True,False,False
CARD000853,CUST001475,PRD03,Credit Card,2024-06-24,14860.0,0.214,175.65,28.86,True,True,False
CARD000854,CUST001482,PRD03,Credit Card,2024-08-04,7170.0,0.274,96.18,25.42,True,False,False
CARD000855,CUST001482,PRD04,Debit Card,2023-08-07,0.0,,83.02,40.22,True,False,False
CARD000856,CUST001483,PRD04,Debit Card,2021-03-08,0.0,,166.3,11.35,True,True,False
CARD000857,CUST001484,PRD04,Debit Card,2018-08-16,0.0,,181.34,50.15,True,True,False
CARD000858,CUST001486,PRD04,Debit Card,2023-02-25,0.0,,30.25,19.62,True,True,False
CARD000859,CUST001486,PRD03,Credit Card,2023-05-25,10390.0,0.401,102.26,47.68,True,False,False
CARD000860,CUST001487,PRD03,Credit Card,2020-05-16,720.0,0.059,218.54,65.09,True,False,False
CARD000861,CUST001488,PRD04,Debit Card,2023-05-23,0.0,,4.36,23.9,True,True,False
CARD000862,CUST001490,PRD04,Debit Card,2022-10-11,0.0,,236.24,84.46,True,True,False
CARD000863,CUST001491,PRD03,Credit Card,2024-07-26,5280.0,0.456,278.24,46.32,False,False,False
CARD000864,CUST001499,PRD04,Debit Card,2024-08-26,0.0,,167.67,9.46,True,True,False
CARD000865,CUST001504,PRD04,Debit Card,2023-02-01,0.0,,195.39,38.91,True,True,False
CARD000866,CUST001506,PRD04,Debit Card,2023-03-02,0.0,,123.76,9.1,True,False,False
CARD000867,CUST001507,PRD03,Credit Card,2023-02-28,7540.0,0.748,79.81,87.83,False,True,False
CARD000868,CUST001507,PRD04,Debit Card,2022-12-31,0.0,,88.82,70.23,True,True,False
CARD000869,CUST001512,PRD03,Credit Card,2023-02-09,10770.0,0.483,105.0,30.57,True,False,False
CARD000870,CUST001513,PRD04,Debit Card,2022-02-06,0.0,,170.79,22.5,True,True,False
CARD000871,CUST001516,PRD03,Credit Card,2022-12-25,9060.0,0.427,260.53,22.45,True,False,True
CARD000872,CUST001519,PRD04,Debit Card,2022-07-26,0.0,,29.92,79.32,False,True,False
CARD000873,CUST001521,PRD03,Credit Card,2024-01-14,5010.0,0.171,212.53,82.5,True,False,False
CARD000874,CUST001526,PRD04,Debit Card,2020-04-17,0.0,,122.84,79.28,True,True,False
CARD000875,CUST001527,PRD03,Credit Card,2022-11-15,9450.0,0.223,183.93,11.03,True,True,False
CARD000876,CUST001528,PRD03,Credit Card,2024-09-29,12560.0,0.104,224.02,23.83,True,False,False
CARD000877,CUST001531,PRD04,Debit Card,2022-07-26,0.0,,92.37,39.67,True,True,False
CARD000878,CUST001534,PRD04,Debit Card,2019-08-09,0.0,,177.37,23.68,True,False,False
CARD000879,CUST001537,PRD03,Credit Card,2024-10-06,3560.0,0.052,471.66,44.66,True,True,False
CARD000880,CUST001543,PRD04,Debit Card,2022-06-14,0.0,,159.84,23.23,True,True,False
CARD000881,CUST001545,PRD04,Debit Card,2024-02-15,0.0,,35.29,46.46,True,True,False
CARD000882,CUST001546,PRD03,Credit Card,2022-04-19,6220.0,0.38,65.19,85.48,True,False,False
CARD000883,CUST001548,PRD03,Credit Card,2019-02-02,3670.0,0.239,126.85,67.22,True,True,False
CARD000884,CUST001549,PRD04,Debit Card,2024-05-28,0.0,,156.0,28.26,True,True,False
CARD000885,CUST001551,PRD04,Debit Card,2023-10-01,0.0,,112.11,52.77,True,False,False
CARD000886,CUST001552,PRD04,Debit Card,2020-02-22,0.0,,100.34,54.28,True,True,False
CARD000887,CUST001556,PRD03,Credit Card,2024-02-13,8630.0,0.226,122.27,50.64,True,True,False
CARD000888,CUST001559,PRD04,Debit Card,2024-11-07,0.0,,398.44,61.91,True,False,False
CARD000889,CUST001565,PRD03,Credit Card,2022-06-20,4780.0,0.294,341.43,18.8,True,True,False
CARD000890,CUST001568,PRD04,Debit Card,2021-06-18,0.0,,383.44,65.88,True,True,False
CARD000891,CUST001571,PRD03,Credit Card,2017-01-05,3030.0,0.451,251.86,26.26,True,False,False
CARD000892,CUST001575,PRD03,Credit Card,2020-12-28,6390.0,0.213,516.92,33.37,True,False,True
CARD000893,CUST001576,PRD04,Debit Card,2023-07-04,0.0,,185.57,37.2,False,True,False
CARD000894,CUST001577,PRD04,Debit Card,2024-05-06,0.0,,152.41,14.38,True,True,False
CARD000895,CUST001580,PRD03,Credit Card,2021-06-04,6290.0,0.264,196.4,24.78,True,False,False
CARD000896,CUST001591,PRD03,Credit Card,2023-05-04,5180.0,0.145,273.6,23.99,True,True,False
CARD000897,CUST001592,PRD03,Credit Card,2020-01-25,6390.0,0.463,45.61,33.59,True,False,False
CARD000898,CUST001593,PRD03,Credit Card,2022-06-22,12940.0,0.276,370.14,77.48,True,False,False
CARD000899,CUST001595,PRD04,Debit Card,2023-03-25,0.0,,154.74,74.97,True,True,False
CARD000900,CUST001596,PRD03,Credit Card,2023-04-30,13150.0,0.138,77.41,80.07,True,True,True
CARD000901,CUST001597,PRD03,Credit Card,2024-02-24,9980.0,0.545,249.23,88.24,True,False,False
CARD000902,CUST001601,PRD03,Credit Card,2023-10-05,1630.0,0.153,651.12,63.97,True,False,False
CARD000903,CUST001602,PRD03,Credit Card,2023-02-01,12330.0,0.682,45.09,71.01,True,True,False
CARD000904,CUST001603,PRD03,Credit Card,2022-09-21,13330.0,0.261,173.88,84.75,True,True,False
CARD000905,CUST001603,PRD04,Debit Card,2024-07-20,0.0,,397.11,26.59,True,True,False
CARD000906,CUST001606,PRD04,Debit Card,2019-06-15,0.0,,135.4,28.65,True,True,False
CARD000907,CUST001607,PRD04,Debit Card,2020-09-23,0.0,,234.48,58.21,True,False,False
CARD000908,CUST001609,PRD04,Debit Card,2023-04-25,0.0,,50.48,62.32,True,False,False
CARD000909,CUST001610,PRD03,Credit Card,2022-06-28,9110.0,0.432,106.25,64.44,True,True,True
CARD000910,CUST001611,PRD03,Credit Card,2024-11-05,8860.0,0.17,254.4,19.25,True,True,False
