customer_id,churn_probability_90d
CUST002598,0.0331
CUST002599,0.0424
CUST002600,0.0581
CUST002601,0.0267
CUST002602,0.0912
CUST002603,0.0625
CUST002604,0.0127
CUST002605,0.9953
CUST002606,0.9947
CUST002607,0.0309
CUST002608,0.0601
CUST002609,0.03
CUST002610,0.0474
CUST002611,0.0349
CUST002612,0.0521
CUST002613,0.0847
CUST002614,0.0518
CUST002615,0.0235
CUST002616,0.2553
CUST002617,0.035
CUST002618,0.1607
CUST002619,0.1052
CUST002620,0.0578
CUST002621,0.0585
CUST002622,0.0324
CUST002623,0.018
CUST002624,0.0383
CUST002625,0.0329
CUST002626,0.0262
CUST002627,0.0227
CUST002628,0.0313
CUST002629,0.0439
CUST002630,0.9943
CUST002631,0.0382
CUST002632,0.0526
CUST002633,0.0275
CUST002634,0.0562
CUST002635,0.0385
CUST002636,0.0706
CUST002637,0.0149
CUST002638,0.0899
CUST002639,0.9953
CUST002640,0.1401
CUST002641,0.0775
CUST002642,0.0367
CUST002643,0.0166
CUST002644,0.0263
CUST002645,0.9945
CUST002646,0.0285
CUST002647,0.0577
CUST002648,0.9976
CUST002649,0.0294
CUST002650,0.063
CUST002651,0.0787
CUST002652,0.0402
CUST002653,0.0336
CUST002654,0.0623
CUST002655,0.0357
CUST002656,0.0727
CUST002657,0.0358
CUST002658,0.0546
CUST002659,0.0152
CUST002660,0.1862
CUST002661,0.0441
CUST002662,0.028
CUST002663,0.0563
CUST002664,0.0625
CUST002665,0.031
CUST002666,0.1753
CUST002667,0.0893
CUST002668,0.0366
CUST002669,0.1045
CUST002670,0.0495
CUST002671,0.0321
CUST002672,0.9958
CUST002673,0.067
CUST002674,0.0551
CUST002675,0.1037
CUST002676,0.0427
CUST002677,0.0553
CUST002678,0.0799
CUST002679,0.0506
CUST002680,0.0586
CUST002681,0.1879
CUST002682,0.0993
CUST002683,0.0316
CUST002684,0.0501
CUST002685,0.0221
CUST002686,0.0301
CUST002687,0.0427
CUST002688,0.027
CUST002689,0.0478
CUST002690,0.0393
CUST002691,0.0216
CUST002692,0.0404
CUST002693,0.0883
CUST002694,0.9975
CUST002695,0.0732
CUST002696,0.1006
CUST002697,0.031
CUST002698,0.0357
CUST002699,0.0573
CUST002700,0.0287
CUST002701,0.0647
CUST002702,0.036
CUST002703,0.0616
CUST002704,0.9955
CUST002705,0.0288
CUST002706,0.0578
CUST002707,0.0548
CUST002708,0.1224
CUST002709,0.9964
CUST002710,0.0496
CUST002711,0.0202
CUST002712,0.0529
CUST002713,0.1138
CUST002714,0.0375
CUST002715,0.0431
CUST002716,0.0505
CUST002717,0.0995
CUST002718,0.0569
CUST002719,0.0653
CUST002720,0.0772
CUST002721,0.0634
CUST002722,0.0224
CUST002723,0.0476
CUST002724,0.0258
CUST002725,0.139
CUST002726,0.997
CUST002727,0.9953
CUST002728,0.0533
CUST002729,0.0288
CUST002730,0.0624
CUST002731,0.0493
CUST002732,0.0432
CUST002733,0.0434
CUST002734,0.0911
CUST002735,0.0374
CUST002736,0.0417
CUST002737,0.9977
CUST002738,0.1418
CUST002739,0.0437
CUST002740,0.0441
CUST002741,0.0475
CUST002742,0.0564
CUST002743,0.1418
CUST002744,0.2066
CUST002745,0.0517
CUST002746,0.1003
CUST002747,0.0701
CUST002748,0.9944
CUST002749,0.0447
CUST002750,0.0518
CUST002751,0.0198
CUST002752,0.0326
CUST002753,0.0615
CUST002754,0.056
CUST002755,0.0411
CUST002756,0.0317
CUST002757,0.0382
CUST002758,0.0353
CUST002759,0.0295
CUST002760,0.04
CUST002761,0.9955
CUST002762,0.059
CUST002763,0.0533
CUST002764,0.0824
CUST002765,0.0505
CUST002766,0.0401
CUST002767,0.0362
CUST002768,0.0323
CUST002769,0.1922
CUST002770,0.0343
CUST002771,0.0243
CUST002772,0.0359
CUST002773,0.0606
CUST002774,0.04
CUST002775,0.0695
CUST002776,0.995
CUST002777,0.1152
CUST002778,0.0511
CUST002779,0.0204
CUST002780,0.027
CUST002781,0.1009
CUST002782,0.0528
CUST002783,0.0714
CUST002784,0.9952
CUST002785,0.0394
CUST002786,0.0475
CUST002787,0.0893
CUST002788,0.0219
CUST002789,0.0524
CUST002790,0.0509
CUST002791,0.0603
CUST002792,0.0811
CUST002793,0.0581
CUST002794,0.0511
CUST002795,0.0499
CUST002796,0.9938
CUST002797,0.0286
CUST002798,0.0959
CUST002799,0.0466
CUST002800,0.0407
CUST002801,0.1574
CUST002802,0.9956
CUST002803,0.0759
CUST002804,0.0474
CUST002805,0.0336
CUST002806,0.1337
CUST002807,0.0465
CUST002808,0.0697
CUST002809,0.0226
CUST002810,0.0392
CUST002811,0.0422
CUST002812,0.0973
CUST002813,0.0562
CUST002814,0.0485
CUST002815,0.0902
CUST002816,0.0387
CUST002817,0.0738
CUST002818,0.0392
CUST002819,0.9947
CUST002820,0.0998
CUST002821,0.0405
CUST002822,0.0498
CUST002823,0.0499
CUST002824,0.0137
CUST002825,0.994
CUST002826,0.0432
CUST002827,0.0345
CUST002828,0.0598
CUST002829,0.0568
CUST002830,0.0227
CUST002831,0.044
CUST002832,0.0673
CUST002833,0.0628
CUST002834,0.0365
CUST002835,0.0512
CUST002836,0.9887
CUST002837,0.0282
CUST002838,0.0285
CUST002839,0.1343
CUST002840,0.0341
CUST002841,0.9944
CUST002842,0.047
CUST002843,0.0297
CUST002844,0.9976
CUST002845,0.0773
CUST002846,0.0142
CUST002847,0.0378
CUST002848,0.995
CUST002849,0.0913
CUST002850,0.1105
CUST002851,0.0798
CUST002852,0.9955
CUST002853,0.0763
CUST002854,0.0171
CUST002855,0.0661
CUST002856,0.0453
CUST002857,0.0396
CUST002858,0.0261
CUST002859,0.0298
CUST002860,0.0254
CUST002861,0.0317
CUST002862,0.034
CUST002863,0.0565
CUST002864,0.015
CUST002865,0.0281
CUST002866,0.0518
CUST002867,0.2482
CUST002868,0.0339
CUST002869,0.0576
CUST002870,0.0502
CUST002871,0.0383
CUST002872,0.051
CUST002873,0.0516
CUST002874,0.0418
CUST002875,0.042
CUST002876,0.0943
CUST002877,0.0593
CUST002878,0.0256
CUST002879,0.0131
CUST002880,0.0378
CUST002881,0.0692
CUST002882,0.036
CUST002883,0.0815
CUST002884,0.0299
CUST002885,0.0464
CUST002886,0.0249
CUST002887,0.9908
CUST002888,0.9957
CUST002889,0.0281
CUST002890,0.1614
CUST002891,0.9926
CUST002892,0.0374
CUST002893,0.0202
CUST002894,0.1001
CUST002895,0.1082
CUST002896,0.0812
CUST002897,0.0093
CUST002898,0.9974
CUST002899,0.0787
CUST002900,0.0359
CUST002901,0.046
CUST002902,0.9936
CUST002903,0.0268
CUST002904,0.9957
CUST002905,0.0311
CUST002906,0.0374
CUST002907,0.0394
CUST002908,0.127
CUST002909,0.2436
CUST002910,0.04
CUST002911,0.0351
CUST002912,0.0431
CUST002913,0.0611
CUST002914,0.9964
CUST002915,0.0423
CUST002916,0.0648
CUST002917,0.0582
CUST002918,0.0839
CUST002919,0.0346
CUST002920,0.0593
CUST002921,0.0304
CUST002922,0.9951
CUST002923,0.0312
CUST002924,0.1028
CUST002925,0.0259
CUST002926,0.032
CUST002927,0.1396
CUST002928,0.0437
CUST002929,0.0522
CUST002930,0.1413
CUST002931,0.1247
CUST002932,0.1119
CUST002933,0.0371
CUST002934,0.0091
CUST002935,0.1323
CUST002936,0.0546
CUST002937,0.0612
CUST002938,0.034
CUST002939,0.0256
CUST002940,0.0516
CUST002941,0.1895
CUST002942,0.037
CUST002943,0.0259
CUST002944,0.0963
CUST002945,0.0288
CUST002946,0.0427
CUST002947,0.0834
CUST002948,0.0238
CUST002949,0.0516
CUST002950,0.1006
CUST002951,0.0547
CUST002952,0.0388
CUST002953,0.0418
CUST002954,0.0415
CUST002955,0.0652
CUST002956,0.0463
CUST002957,0.0327
CUST002958,0.0353
CUST002959,0.0473
CUST002960,0.1256
CUST002961,0.0315
CUST002962,0.9967
CUST002963,0.054
CUST002964,0.1402
CUST002965,0.0383
CUST002966,0.0395
CUST002967,0.0451
CUST002968,0.0629
CUST002969,0.0667
CUST002970,0.0763
CUST002971,0.0371
CUST002972,0.0303
CUST002973,0.073
CUST002974,0.0277
CUST002975,0.042
CUST002976,0.0259
CUST002977,0.0669
CUST002978,0.9958
CUST002979,0.0426
CUST002980,0.0835
CUST002981,0.0921
CUST002982,0.0546
CUST002983,0.0894
CUST002984,0.0141
CUST002985,0.0218
CUST002986,0.0433
CUST002987,0.0415
CUST002988,0.0309
CUST002989,0.0255
CUST002990,0.0233
CUST002991,0.0749
CUST002992,0.0549
CUST002993,0.0742
CUST002994,0.2019
CUST002995,0.0559
CUST002996,0.0957
CUST002997,0.0362
CUST002998,0.06
CUST002999,0.0599
CUST003000,0.2138
CUST003001,0.038
CUST003002,0.1464
CUST003003,0.04
CUST003004,0.1375
CUST003005,0.0705
CUST003006,0.0549
CUST003007,0.9943
CUST003008,0.0959
CUST003009,0.1183
CUST003010,0.0455
CUST003011,0.0131
CUST003012,0.0089
CUST003013,0.9944
CUST003014,0.0567
CUST003015,0.9973
CUST003016,0.0358
CUST003017,0.0165
CUST003018,0.9933
CUST003019,0.0474
CUST003020,0.035
CUST003021,0.0416
CUST003022,0.0848
CUST003023,0.0637
CUST003024,0.0349
CUST003025,0.9972
CUST003026,0.041
CUST003027,0.0241
CUST003028,0.0604
CUST003029,0.0461
CUST003030,0.0389
CUST003031,0.0727
CUST003032,0.079
CUST003033,0.1299
CUST003034,0.0277
CUST003035,0.0433
CUST003036,0.0727
CUST003037,0.0614
CUST003038,0.0303
CUST003039,0.0189
CUST003040,0.0224
CUST003041,0.0446
CUST003042,0.0346
CUST003043,0.0406
CUST003044,0.9951
CUST003045,0.0322
CUST003046,0.0342
CUST003047,0.9937
CUST003048,0.0605
CUST003049,0.0445
CUST003050,0.0327
CUST003051,0.0375
CUST003052,0.9927
CUST003053,0.0286
CUST003054,0.066
CUST003055,0.9951
CUST003056,0.076
CUST003057,0.0445
CUST003058,0.0546
CUST003059,0.0386
CUST003060,0.0673
CUST003061,0.0668
CUST003062,0.0667
CUST003063,0.0375
CUST003064,0.1131
CUST003065,0.0308
CUST003066,0.0326
CUST003067,0.0508
CUST003068,0.0188
CUST003069,0.039
CUST003070,0.1648
CUST003071,0.9946
CUST003072,0.0857
CUST003073,0.0388
CUST003074,0.0511
CUST003075,0.0398
CUST003076,0.0274
CUST003077,0.064
CUST003078,0.0896
CUST003079,0.053
CUST003080,0.0482
CUST003081,0.078
CUST003082,0.0565
CUST003083,0.0348
CUST003084,0.0544
CUST003085,0.0612
CUST003086,0.0539
CUST003087,0.038
CUST003088,0.9954
CUST003089,0.0788
CUST003090,0.0772
CUST003091,0.0429
CUST003092,0.0247
CUST003093,0.0374
CUST003094,0.1383
CUST003095,0.3602
CUST003096,0.9915
CUST003097,0.0393
CUST003098,0.1804
CUST003099,0.077
CUST003100,0.9925
CUST003101,0.9959
CUST003102,0.0335
CUST003103,0.0676
CUST003104,0.0361
CUST003105,0.0345
CUST003106,0.0542
CUST003107,0.0334
CUST003108,0.0573
CUST003109,0.0517
CUST003110,0.0367
CUST003111,0.0295
CUST003112,0.996
CUST003113,0.0449
CUST003114,0.9941
CUST003115,0.1138
CUST003116,0.0339
CUST003117,0.086
CUST003118,0.0378
CUST003119,0.0243
CUST003120,0.0447
CUST003121,0.0422
CUST003122,0.0811
CUST003123,0.045
CUST003124,0.1334
CUST003125,0.0421
CUST003126,0.0392
CUST003127,0.0577
CUST003128,0.0922
CUST003129,0.2792
CUST003130,0.0634
CUST003131,0.0709
CUST003132,0.054
CUST003133,0.0094
CUST003134,0.0613
CUST003135,0.0256
CUST003136,0.0575
CUST003137,0.0405
CUST003138,0.0272
CUST003139,0.0469
CUST003140,0.056
CUST003141,0.9971
CUST003142,0.0541
CUST003143,0.0203
CUST003144,0.0679
CUST003145,0.0596
CUST003146,0.0417
CUST003147,0.0282
CUST003148,0.0302
CUST003149,0.0346
CUST003150,0.0309
CUST003151,0.0511
CUST003152,0.9949
CUST003153,0.044
CUST003154,0.038
CUST003155,0.0415
CUST003156,0.0406
CUST003157,0.2121
CUST003158,0.0404
CUST003159,0.0217
CUST003160,0.1301
CUST003161,0.0519
CUST003162,0.1272
CUST003163,0.0371
CUST003164,0.9943
CUST003165,0.1263
CUST003166,0.0483
CUST003167,0.043
CUST003168,0.0932
CUST003169,0.0512
CUST003170,0.3047
CUST003171,0.046
CUST003172,0.9931
CUST003173,0.0453
CUST003174,0.0455
CUST003175,0.0931
CUST003176,0.0828
CUST003177,0.0394
CUST003178,0.0455
CUST003179,0.0362
CUST003180,0.9967
CUST003181,0.0156
CUST003182,0.0639
CUST003183,0.0989
CUST003184,0.0389
CUST003185,0.1028
CUST003186,0.0389
CUST003187,0.1461
CUST003188,0.1879
CUST003189,0.0329
CUST003190,0.9968
CUST003191,0.0309
CUST003192,0.0457
CUST003193,0.035
CUST003194,0.0331
CUST003195,0.0671
CUST003196,0.0436
CUST003197,0.0479
CUST003198,0.084
CUST003199,0.0431
CUST003200,0.0676
CUST003201,0.03
CUST003202,0.1872
CUST003203,0.0175
CUST003204,0.096
CUST003205,0.9918
CUST003206,0.0244
CUST003207,0.0422
CUST003208,0.1499
CUST003209,0.1619
CUST003210,0.0413
CUST003211,0.0527
CUST003212,0.0461
CUST003213,0.0783
CUST003214,0.0515
CUST003215,0.0466
CUST003216,0.0335
CUST003217,0.1464
CUST003218,0.0747
CUST003219,0.0322
CUST003220,0.9929
CUST003221,0.0475
CUST003222,0.0883
CUST003223,0.079
CUST003224,0.031
CUST003225,0.0352
CUST003226,0.1474
CUST003227,0.0599
CUST003228,0.0753
CUST003229,0.0411
CUST003230,0.0621
CUST003231,0.0643
CUST003232,0.0522
CUST003233,0.0246
CUST003234,0.0494
CUST003235,0.0389
CUST003236,0.9921
CUST003237,0.9952
CUST003238,0.0449
CUST003239,0.9961
CUST003240,0.9938
CUST003241,0.0967
CUST003242,0.0755
CUST003243,0.044
CUST003244,0.0603
CUST003245,0.104
CUST003246,0.9941
CUST003247,0.0307
CUST003248,0.0488
CUST003249,0.0482
CUST003250,0.0289
CUST003251,0.122
CUST003252,0.0318
CUST003253,0.0797
CUST003254,0.0451
CUST003255,0.0412
CUST003256,0.0905
CUST003257,0.0335
CUST003258,0.0635
CUST003259,0.0652
CUST003260,0.0442
CUST003261,0.0766
CUST003262,0.0461
CUST003263,0.0379
CUST003264,0.0751
CUST003265,0.1767
CUST003266,0.0338
CUST003267,0.9956
CUST003268,0.035
CUST003269,0.9928
CUST003270,0.0976
CUST003271,0.1043
CUST003272,0.0369
CUST003273,0.0333
CUST003274,0.0293
CUST003275,0.0502
CUST003276,0.0145
CUST003277,0.9931
CUST003278,0.0202
CUST003279,0.0657
CUST003280,0.0352
CUST003281,0.1042
CUST003282,0.0178
CUST003283,0.0432
CUST003284,0.0413
CUST003285,0.0214
CUST003286,0.1458
CUST003287,0.0462
CUST003288,0.046
CUST003289,0.0357
CUST003290,0.9949
CUST003291,0.017
CUST003292,0.0334
CUST003293,0.1176
CUST003294,0.0221
CUST003295,0.1194
CUST003296,0.0387
CUST003297,0.04
CUST003298,0.0317
CUST003299,0.0224
CUST003300,0.2307
CUST003301,0.0429
CUST003302,0.0307
CUST003303,0.0335
CUST003304,0.9956
CUST003305,0.1784
CUST003306,0.0525
CUST003307,0.0248
CUST003308,0.0807
CUST003309,0.0293
CUST003310,0.174
CUST003311,0.0479
CUST003312,0.9953
CUST003313,0.0663
CUST003314,0.0615
CUST003315,0.9946
CUST003316,0.0294
CUST003317,0.0417
CUST003318,0.0726
CUST003319,0.122
CUST003320,0.9945
CUST003321,0.0614
CUST003322,0.0436
CUST003323,0.0479
CUST003324,0.0442
CUST003325,0.0521
CUST003326,0.0293
CUST003327,0.0311
CUST003328,0.1462
CUST003329,0.0383
CUST003330,0.0539
CUST003331,0.1467
CUST003332,0.0913
CUST003333,0.0664
CUST003334,0.0321
CUST003335,0.029
CUST003336,0.0358
CUST003337,0.0963
CUST003338,0.9931
CUST003339,0.0332
CUST003340,0.0507
CUST003341,0.049
CUST003342,0.2077
CUST003343,0.0283
CUST003344,0.0348
CUST003345,0.0369
CUST003346,0.031
CUST003347,0.0624
CUST003348,0.0361
CUST003349,0.047
CUST003350,0.0619
CUST003351,0.0385
CUST003352,0.0495
CUST003353,0.2195
CUST003354,0.0761
CUST003355,0.0288
CUST003356,0.0866
CUST003357,0.0628
CUST003358,0.1547
CUST003359,0.0329
CUST003360,0.0924
CUST003361,0.0436
CUST003362,0.0371
CUST003363,0.0352
CUST003364,0.0447
CUST003365,0.0411
CUST003366,0.0973
CUST003367,0.0566
CUST003368,0.0287
CUST003369,0.1362
CUST003370,0.0336
CUST003371,0.996
CUST003372,0.0671
CUST003373,0.0233
CUST003374,0.9941
CUST003375,0.0539
CUST003376,0.0357
CUST003377,0.0328
CUST003378,0.0278
CUST003379,0.1641
CUST003380,0.099
CUST003381,0.0818
CUST003382,0.0714
CUST003383,0.0289
CUST003384,0.9955
CUST003385,0.047
CUST003386,0.0387
CUST003387,0.0448
CUST003388,0.0425
CUST003389,0.0277
CUST003390,0.0451
CUST003391,0.0482
CUST003392,0.0375
CUST003393,0.0464
CUST003394,0.0352
CUST003395,0.0576
CUST003396,0.0596
CUST003397,0.0395
CUST003398,0.0491
CUST003399,0.9928
CUST003400,0.0424
CUST003401,0.0312
CUST003402,0.061
CUST003403,0.9942
CUST003404,0.0364
CUST003405,0.0974
CUST003406,0.049
CUST003407,0.0648
CUST003408,0.0364
CUST003409,0.9948
CUST003410,0.9942
CUST003411,0.0546
CUST003412,0.9967
CUST003413,0.048
CUST003414,0.1541
CUST003415,0.0511
CUST003416,0.0294
CUST003417,0.0163
CUST003418,0.0364
CUST003419,0.0722
CUST003420,0.1115
CUST003421,0.0303
CUST003422,0.0315
CUST003423,0.0974
CUST003424,0.9887
CUST003425,0.9941
CUST003426,0.0632
CUST003427,0.0332
CUST003428,0.0319
CUST003429,0.0928
CUST003430,0.0688
CUST003431,0.0882
CUST003432,0.0634
CUST003433,0.0348
CUST003434,0.0504
CUST003435,0.0345
CUST003436,0.0596
CUST003437,0.0782
CUST003438,0.0531
CUST003439,0.0256
CUST003440,0.0458
CUST003441,0.0664
CUST003442,0.0704
CUST003443,0.0827
CUST003444,0.0668
CUST003445,0.0842
CUST003446,0.0609
CUST003447,0.0386
CUST003448,0.053
CUST003449,0.0574
CUST003450,0.0298
CUST003451,0.0378
CUST003452,0.1221
CUST003453,0.043
CUST003454,0.9912
CUST003455,0.0288
CUST003456,0.0219
CUST003457,0.0735
CUST003458,0.9969
CUST003459,0.0528
CUST003460,0.0468
CUST003461,0.9946
CUST003462,0.9937
CUST003463,0.0434
CUST003464,0.0502
CUST003465,0.0569
CUST003466,0.0636
CUST003467,0.08
CUST003468,0.0235
CUST003469,0.0414
CUST003470,0.0656
CUST003471,0.0814
CUST003472,0.0539
CUST003473,0.0685
CUST003474,0.0227
CUST003475,0.0337
CUST003476,0.06
CUST003477,0.0737
CUST003478,0.0619
CUST003479,0.0445
CUST003480,0.076
CUST003481,0.0375
CUST003482,0.0713
CUST003483,0.0295
CUST003484,0.0388
CUST003485,0.03
CUST003486,0.0486
CUST003487,0.0554
CUST003488,0.0369
CUST003489,0.0388
CUST003490,0.2625
CUST003491,0.2207
CUST003492,0.0329
CUST003493,0.0367
CUST003494,0.9946
CUST003495,0.0842
CUST003496,0.2911
CUST003497,0.0382
CUST003498,0.0751
CUST003499,0.0366
CUST003500,0.0423
CUST003501,0.0971
CUST003502,0.9968
CUST003503,0.0438
CUST003504,0.9953
CUST003505,0.0996
CUST003506,0.0598
CUST003507,0.0483
CUST003508,0.0491
CUST003509,0.0314
CUST003510,0.0305
CUST003511,0.0312
CUST003512,0.0488
CUST003513,0.0182
CUST003514,0.0355
CUST003515,0.0312
CUST003516,0.9965
CUST003517,0.0479
CUST003518,0.0796
CUST003519,0.059
CUST003520,0.1117
CUST003521,0.0785
CUST003522,0.0283
CUST003523,0.0565
CUST003524,0.2625
CUST003525,0.0945
CUST003526,0.0395
CUST003527,0.9948
CUST003528,0.03
CUST003529,0.0527
CUST003530,0.0538
CUST003531,0.0476
CUST003532,0.0879
CUST003533,0.0521
CUST003534,0.0628
CUST003535,0.0571
CUST003536,0.078
CUST003537,0.277
CUST003538,0.3119
CUST003539,0.051
CUST003540,0.0424
CUST003541,0.9938
CUST003542,0.0531
CUST003543,0.0735
CUST003544,0.0437
CUST003545,0.0564
CUST003546,0.0236
CUST003547,0.0367
CUST003548,0.068
CUST003549,0.031
CUST003550,0.0319
CUST003551,0.9961
CUST003552,0.0667
CUST003553,0.0664
CUST003554,0.0583
CUST003555,0.0832
CUST003556,0.0438
CUST003557,0.0417
CUST003558,0.0572
CUST003559,0.0323
CUST003560,0.0308
CUST003561,0.0432
CUST003562,0.1524
CUST003563,0.9941
CUST003564,0.9935
CUST003565,0.0701
CUST003566,0.0584
CUST003567,0.0754
CUST003568,0.0516
CUST003569,0.041
CUST003570,0.0088
CUST003571,0.9974
CUST003572,0.0232
CUST003573,0.0367
CUST003574,0.1412
CUST003575,0.0605
CUST003576,0.0499
CUST003577,0.0221
CUST003578,0.0543
CUST003579,0.0369
CUST003580,0.0456
CUST003581,0.0329
CUST003582,0.045
CUST003583,0.0265
CUST003584,0.0633
CUST003585,0.0474
CUST003586,0.0267
CUST003587,0.0948
CUST003588,0.059
CUST003589,0.0837
CUST003590,0.1297
CUST003591,0.0337
CUST003592,0.0464
CUST003593,0.056
CUST003594,0.0635
CUST003595,0.0442
CUST003596,0.0252
CUST003597,0.0928
CUST003598,0.0565
CUST003599,0.0438
CUST003600,0.0313
CUST003601,0.0943
CUST003602,0.0469
CUST003603,0.0289
CUST003604,0.0349
CUST003605,0.0363
CUST003606,0.0294
CUST003607,0.1421
CUST003608,0.0325
CUST003609,0.0582
CUST003610,0.0222
CUST003611,0.0133
CUST003612,0.0645
CUST003613,0.1817
CUST003614,0.0421
CUST003615,0.0473
CUST003616,0.0394
CUST003617,0.1598
CUST003618,0.0383
CUST003619,0.9964
CUST003620,0.0386
CUST003621,0.9955
CUST003622,0.0532
CUST003623,0.0646
CUST003624,0.0602
CUST003625,0.0625
CUST003626,0.0881
CUST003627,0.0299
CUST003628,0.0495
CUST003629,0.9965
CUST003630,0.0894
CUST003631,0.0444
CUST003632,0.053
CUST003633,0.0386
CUST003634,0.1677
CUST003635,0.0295
CUST003636,0.9958
CUST003637,0.055
CUST003638,0.0263
CUST003639,0.0783
CUST003640,0.0463
CUST003641,0.9964
CUST003642,0.0849
CUST003643,0.0591
CUST003644,0.9939
CUST003645,0.0131
CUST003646,0.035
CUST003647,0.0348
CUST003648,0.0507
CUST003649,0.0944
CUST003650,0.0643
CUST003651,0.9968
CUST003652,0.1652
CUST003653,0.0622
CUST003654,0.0448
CUST003655,0.029
CUST003656,0.0936
CUST003657,0.0511
CUST003658,0.0938
CUST003659,0.0672
CUST003660,0.1686
CUST003661,0.9942
CUST003662,0.0187
CUST003663,0.0688
CUST003664,0.0533
CUST003665,0.03
CUST003666,0.1204
CUST003667,0.1934
CUST003668,0.9963
CUST003669,0.0866
CUST003670,0.0402
CUST003671,0.9944
CUST003672,0.9959
CUST003673,0.0416
CUST003674,0.071
CUST003675,0.0454
CUST003676,0.1201
CUST003677,0.0616
CUST003678,0.9964
CUST003679,0.0593
CUST003680,0.1071
CUST003681,0.042
CUST003682,0.9971
CUST003683,0.051
CUST003684,0.0326
CUST003685,0.0574
CUST003686,0.0318
CUST003687,0.0256
CUST003688,0.0218
CUST003689,0.0264
CUST003690,0.1377
CUST003691,0.0781
CUST003692,0.1279
CUST003693,0.1891
CUST003694,0.102
CUST003695,0.0229
CUST003696,0.1193
CUST003697,0.0503
CUST003698,0.0389
CUST003699,0.034
CUST003700,0.0264
CUST003701,0.1084
CUST003702,0.0384
CUST003703,0.0827
CUST003704,0.0687
CUST003705,0.0816
CUST003706,0.0416
CUST003707,0.0507
CUST003708,0.0508
CUST003709,0.0545
CUST003710,0.0387
CUST003711,0.0226
CUST003712,0.0317
CUST003713,0.0334
CUST003714,0.0504
CUST003715,0.041
CUST003716,0.9926
CUST003717,0.0539
CUST003718,0.0386
CUST003719,0.0555
CUST003720,0.0383
CUST003721,0.0541
CUST003722,0.034
CUST003723,0.0728
CUST003724,0.0717
CUST003725,0.0436
CUST003726,0.0411
CUST003727,0.0167
CUST003728,0.0972
CUST003729,0.0268
CUST003730,0.034
CUST003731,0.1356
CUST003732,0.0582
CUST003733,0.9968
CUST003734,0.0385
CUST003735,0.0659
CUST003736,0.0303
CUST003737,0.1195
CUST003738,0.9923
CUST003739,0.052
CUST003740,0.102
CUST003741,0.049
CUST003742,0.9949
CUST003743,0.0618
CUST003744,0.0814
CUST003745,0.0312
CUST003746,0.0238
CUST003747,0.995
CUST003748,0.0687
CUST003749,0.9957
CUST003750,0.0402
CUST003751,0.0838
CUST003752,0.0367
CUST003753,0.0404
CUST003754,0.0228
CUST003755,0.0245
CUST003756,0.0256
CUST003757,0.0415
CUST003758,0.0474
CUST003759,0.0239
CUST003760,0.0239
CUST003761,0.1395
CUST003762,0.045
CUST003763,0.0953
CUST003764,0.0479
CUST003765,0.1858
CUST003766,0.0427
CUST003767,0.0341
CUST003768,0.0242
CUST003769,0.295
CUST003770,0.9952
CUST003771,0.2581
CUST003772,0.0419
CUST003773,0.0331
CUST003774,0.0346
CUST003775,0.0261
CUST003776,0.0282
CUST003777,0.0621
CUST003778,0.05
CUST003779,0.9937
CUST003780,0.0476
CUST003781,0.0199
CUST003782,0.0395
CUST003783,0.0599
CUST003784,0.0457
CUST003785,0.0337
CUST003786,0.0576
CUST003787,0.0414
CUST003788,0.0665
CUST003789,0.0421
CUST003790,0.07
CUST003791,0.0904
CUST003792,0.0377
CUST003793,0.9953
CUST003794,0.0583
CUST003795,0.0439
CUST003796,0.9934
CUST003797,0.0386
CUST003798,0.9951
CUST003799,0.0608
CUST003800,0.0543
CUST003801,0.0578
CUST003802,0.1268
CUST003803,0.0218
CUST003804,0.9944
CUST003805,0.0413
CUST003806,0.0348
CUST003807,0.0528
CUST003808,0.9963
CUST003809,0.0362
CUST003810,0.047
CUST003811,0.0399
CUST003812,0.0463
CUST003813,0.0385
CUST003814,0.0411
CUST003815,0.0269
CUST003816,0.0271
CUST003817,0.0356
CUST003818,0.3374
CUST003819,0.0223
CUST003820,0.0859
CUST003821,0.0404
CUST003822,0.0566
CUST003823,0.1043
CUST003824,0.0604
CUST003825,0.1135
CUST003826,0.0312
CUST003827,0.0429
CUST003828,0.0199
CUST003829,0.0957
CUST003830,0.083
CUST003831,0.0378
CUST003832,0.0734
CUST003833,0.0562
CUST003834,0.0343
CUST003835,0.9944
CUST003836,0.0429
CUST003837,0.9963
CUST003838,0.0255
CUST003839,0.0452
CUST003840,0.0222
CUST003841,0.9971
CUST003842,0.0489
CUST003843,0.9956
CUST003844,0.0811
CUST003845,0.0414
CUST003846,0.0557
CUST003847,0.0755
CUST003848,0.0643
CUST003849,0.0479
CUST003850,0.1015
CUST003851,0.0535
CUST003852,0.9953
CUST003853,0.058
CUST003854,0.0352
CUST003855,0.0448
CUST003856,0.0367
CUST003857,0.9959
CUST003858,0.1487
CUST003859,0.0333
CUST003860,0.0943
CUST003861,0.039
CUST003862,0.0649
CUST003863,0.0413
CUST003864,0.0512
CUST003865,0.0257
CUST003866,0.0357
CUST003867,0.0306
CUST003868,0.0362
CUST003869,0.0218
CUST003870,0.0499
CUST003871,0.1052
CUST003872,0.0323
CUST003873,0.0282
CUST003874,0.047
CUST003875,0.0247
CUST003876,0.0517
CUST003877,0.0639
CUST003878,0.0672
CUST003879,0.0344
CUST003880,0.0255
